_id,time,tag,msg
2244,1625508545920,SET_PKG,  [com.sec.android.app.clockpackage] 
2245,1625508545921,SET_PKG,  [com.android.vending] 
2246,1625508545922,SET_PKG,  [com.samsung.android.game.gametools] 
2247,1625508545923,SET_PKG,  [com.samsung.android.game.gamehome] 
2248,1625508545925,SET_PKG,  [com.sec.android.app.samsungapps] 
2249,1625508545926,SET_PKG,  [com.sec.android.app.popupcalculator] 
2250,1625508548200,SET_GLO,"setPerformanceMode(), SiopMode: 1"
2251,1625508548210,SET_PKG,setPackageConfigurations()
2252,1625508548213,SET_PKG,  [com.sec.android.app.myfiles] 
2253,1625508548217,SET_PKG,"  [com.ea.game.nfs14_row] , DSS: 0.7731481, GTC: -4/-2/0, GameSDK: -1/-1/true"
2254,1625508548228,SET_PKG,  [com.sec.android.app.clockpackage] 
2255,1625508548231,SET_PKG,  [com.android.vending] 
2256,1625508548232,SET_PKG,  [com.samsung.android.game.gametools] 
2257,1625508548233,SET_PKG,  [com.samsung.android.game.gamehome] 
2258,1625508548235,SET_PKG,  [com.sec.android.app.samsungapps] 
2259,1625508548236,SET_PKG,  [com.sec.android.app.popupcalculator] 
2260,1625621880535,SET_GLO,"setPerformanceMode(), SiopMode: 1"
2261,1625621880542,SET_PKG,setPackageConfigurations()
2262,1625621880545,SET_PKG,  [com.android.vending] 
2263,1625681422871,SET_GLO,"setPerformanceMode(), SiopMode: 1"
2264,1625681422878,SET_PKG,setPackageConfigurations()
2265,1625681422882,SET_PKG,  [com.sec.android.app.myfiles] 
2266,1625681422884,SET_PKG,"  [com.ea.game.nfs14_row] , DSS: 0.7731481, GTC: -4/-2/0, GameSDK: -1/-1/true"
2267,1625681422887,SET_PKG,  [com.sec.android.app.clockpackage] 
2268,1625681422890,SET_PKG,  [com.android.vending] 
2269,1625681422892,SET_PKG,  [com.samsung.android.game.gametools] 
2270,1625681422895,SET_PKG,  [com.samsung.android.game.gamehome] 
2271,1625681422897,SET_PKG,  [com.sec.android.app.samsungapps] 
2272,1625681422900,SET_PKG,  [com.sec.android.app.popupcalculator] 
2273,1625809522382,SET_DFS,"FPS: 60, successful: true"
2274,1625809558201,SET_GLO,"setPerformanceMode(), SiopMode: 1"
2275,1625809558210,SET_PKG,setPackageConfigurations()
2276,1625809558214,SET_PKG,  [com.sec.android.app.myfiles] 
2277,1625809558217,SET_PKG,"  [com.ea.game.nfs14_row] , DSS: 0.7731481, GTC: -4/-2/0, GameSDK: -1/-1/true"
2278,1625809558220,SET_PKG,  [com.sec.android.app.clockpackage] 
2279,1625809558223,SET_PKG,  [com.android.vending] 
2280,1625809558226,SET_PKG,  [com.samsung.android.game.gametools] 
2281,1625809558228,SET_PKG,  [com.samsung.android.game.gamehome] 
2282,1625809558231,SET_PKG,  [com.sec.android.app.samsungapps] 
2283,1625809558232,SET_PKG,  [com.sec.android.app.popupcalculator] 
2284,1625809560601,SET_GLO,"setPerformanceMode(), SiopMode: 1"
2285,1625809560631,SET_PKG,setPackageConfigurations()
2286,1625809560638,SET_PKG,  [com.sec.android.app.myfiles] 
2287,1625809560642,SET_PKG,"  [com.ea.game.nfs14_row] , DSS: 0.7731481, GTC: -4/-2/0, GameSDK: -1/-1/true"
2288,1625809560646,SET_PKG,  [com.sec.android.app.clockpackage] 
2289,1625809560649,SET_PKG,  [com.android.vending] 
2290,1625809560651,SET_PKG,  [com.samsung.android.game.gametools] 
2291,1625809560653,SET_PKG,  [com.samsung.android.game.gamehome] 
2292,1625809560655,SET_PKG,  [com.sec.android.app.samsungapps] 
2293,1625809560658,SET_PKG,  [com.sec.android.app.popupcalculator] 
2294,1625991536621,SET_GLO,"setPerformanceMode(), SiopMode: 1"
2295,1625991536629,SET_PKG,setPackageConfigurations()
2296,1625991536633,SET_PKG,  [com.sec.android.app.myfiles] 
2297,1625991536637,SET_PKG,"  [com.ea.game.nfs14_row] , DSS: 0.7731481, GTC: -4/-2/0, GameSDK: -1/-1/true"
2298,1625991536642,SET_PKG,  [com.sec.android.app.clockpackage] 
2299,1625991536647,SET_PKG,  [com.android.vending] 
2300,1625991536650,SET_PKG,  [com.samsung.android.game.gametools] 
2301,1625991536652,SET_PKG,  [com.samsung.android.game.gamehome] 
2302,1625991536655,SET_PKG,  [com.sec.android.app.samsungapps] 
2303,1625991536658,SET_PKG,  [com.sec.android.app.popupcalculator] 
2304,1626166837073,SET_GLO,"setPerformanceMode(), SiopMode: 1"
2305,1626166837084,SET_PKG,setPackageConfigurations()
2306,1626166837089,SET_PKG,  [com.sec.android.app.myfiles] 
2307,1626166837094,SET_PKG,"  [com.ea.game.nfs14_row] , DSS: 0.7731481, GTC: -4/-2/0, GameSDK: -1/-1/true"
2308,1626166837101,SET_PKG,  [com.sec.android.app.clockpackage] 
2309,1626166837106,SET_PKG,  [com.android.vending] 
2310,1626166837123,SET_PKG,  [com.samsung.android.game.gametools] 
2311,1626166837125,SET_PKG,  [com.samsung.android.game.gamehome] 
2312,1626166837127,SET_PKG,  [com.sec.android.app.samsungapps] 
2313,1626166837128,SET_PKG,  [com.sec.android.app.popupcalculator] 
2314,1626351054253,SET_GLO,"setPerformanceMode(), SiopMode: 1"
2315,1626351054261,SET_PKG,setPackageConfigurations()
2316,1626351054264,SET_PKG,  [com.sec.android.app.myfiles] 
2317,1626351054266,SET_PKG,"  [com.ea.game.nfs14_row] , DSS: 0.7731481, GTC: -4/-2/0, GameSDK: -1/-1/true"
2318,1626351054267,SET_PKG,  [com.sec.android.app.clockpackage] 
2319,1626351054269,SET_PKG,  [com.android.vending] 
2320,1626351054271,SET_PKG,  [com.samsung.android.game.gametools] 
2321,1626351054272,SET_PKG,  [com.samsung.android.game.gamehome] 
2322,1626351054274,SET_PKG,  [com.sec.android.app.samsungapps] 
2323,1626351054275,SET_PKG,  [com.sec.android.app.popupcalculator] 
2324,1626448094493,SET_GLO,"setPerformanceMode(), SiopMode: 1"
2325,1626448094502,SET_PKG,setPackageConfigurations()
2326,1626448094506,SET_PKG,  [com.sec.android.app.myfiles] 
2327,1626448094510,SET_PKG,"  [com.ea.game.nfs14_row] , DSS: 0.7731481, GTC: -4/-2/0, GameSDK: -1/-1/true"
2328,1626448094514,SET_PKG,  [com.sec.android.app.clockpackage] 
2329,1626448094519,SET_PKG,  [com.android.vending] 
2330,1626448094523,SET_PKG,  [com.samsung.android.game.gametools] 
2331,1626448094527,SET_PKG,  [com.samsung.android.game.gamehome] 
2332,1626448094530,SET_PKG,  [com.sec.android.app.samsungapps] 
2333,1626448094535,SET_PKG,  [com.sec.android.app.popupcalculator] 
2334,1626637560744,SET_GLO,"setPerformanceMode(), SiopMode: 1"
2335,1626637560759,SET_PKG,setPackageConfigurations()
2336,1626637560764,SET_PKG,  [com.sec.android.app.myfiles] 
2337,1626637560767,SET_PKG,"  [com.ea.game.nfs14_row] , DSS: 0.7731481, GTC: -4/-2/0, GameSDK: -1/-1/true"
2338,1626637560769,SET_PKG,  [com.sec.android.app.clockpackage] 
2339,1626637560772,SET_PKG,  [com.android.vending] 
2340,1626637560774,SET_PKG,  [com.samsung.android.game.gametools] 
2341,1626637560776,SET_PKG,  [com.samsung.android.game.gamehome] 
2342,1626637560778,SET_PKG,  [com.sec.android.app.samsungapps] 
2343,1626637560780,SET_PKG,  [com.sec.android.app.popupcalculator] 
2344,1626731136138,SET_GLO,"setPerformanceMode(), SiopMode: 1"
2345,1626731136142,SET_PKG,setPackageConfigurations()
2346,1626731136143,SET_PKG,  [com.android.vending] 
2347,1626807625380,SET_GLO,"setPerformanceMode(), SiopMode: 1"
2348,1626807625402,SET_PKG,setPackageConfigurations()
2349,1626807625408,SET_PKG,  [com.android.vending] 
2350,1626810687504,SET_GLO,"setPerformanceMode(), SiopMode: 1"
2351,1626810687511,SET_PKG,setPackageConfigurations()
2352,1626810687514,SET_PKG,  [com.sec.android.app.myfiles] 
2353,1626810687517,SET_PKG,"  [com.ea.game.nfs14_row] , DSS: 0.7731481, GTC: -4/-2/0, GameSDK: -1/-1/true"
2354,1626810687521,SET_PKG,  [com.sec.android.app.clockpackage] 
2355,1626810687524,SET_PKG,  [com.android.vending] 
2356,1626810687526,SET_PKG,  [com.samsung.android.game.gametools] 
2357,1626810687529,SET_PKG,  [com.samsung.android.game.gamehome] 
2358,1626810687532,SET_PKG,  [com.sec.android.app.samsungapps] 
2359,1626810687534,SET_PKG,  [com.sec.android.app.popupcalculator] 
