adminUid,usbTetheringEnabled,wifiTetheringEnabled,bluetoothTetheringEnabled,microphoneEnabled,cameraEnabled,usbDebuggingEnabled,screenCaptureEnabled,massStorageEnabled,mockLocationEnabled,backupEnabled,cellularDataEnabled,allowSettingsChanges,factoryresetallowed,homeKeyEnabled,nfcEnabled,backgroundDataEnabled,sdCardEnabled,clipboardEnabled,allowNonMarketApp,usbKiesEnabled,usbMediaPlayerEnabled,nativeVpnAllowed,wallpaperEnabled,statusBarExpansionEnabled,powerOffAllowed,MarketNetworkType,OTAUpgradeEnabled,DateTimeEnabled,googleCrashReportEnabled,sdCardWriteEnabled,allowOnlySecureVPN,allowAudioRecording,allowVideoRecording,allowWifiDirect,limitOfBackgroundProcess,allowKeepActivities,allowMobileDataLimit,allowClipboardShare,allowSVoice,allowUsbHostStorage,allowStopSystemApp,allowSBeam,allowAndroidBeam,allowShareList,useSecureKeypad,blockNonTrustedApp,allowSafeMode,allowLockScreenFavApps,allowLockScreenViews,lockScreenEnabled,allowDeveloperMode,allowAirplaneMode,allowGoogleAccountsAutoSync,allowFirmwareAutoUpdate,allowActivationLock,setHeadphoneState,allowSDCardMove,allowFastEncryption,setCCMode,firmwarerecoveryallowed,globalProxy,ODETrustedBootVerification,preventAdminInstallation,preventAdminActivation,preventAdminActivationWhiteList,allowRemoteControl,smartClipAllowed,screenPinningAllowed,wearablePolicyEnabled,iriscameraEnabled,allowDataSaving,allowPowerSavingMode,UsbExceptionMask,allowFaceRecognitionEvenCameraBlocked,allowLocalContactStorage,knox_delegation,allowUwb
10105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,65535,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,,1,1,1,65535,1,1,1,-1,0,1,0,1
