sentinel,token,oldest_modified_timestamp,oldest_client_conversation_id
1,b'\n\x0e\x10\x80\xbe\xc6\xb2\xaa/\x18\x95\x8c\xc7\xb2\xaa/\x1a\x1b\n\x12\n\x10\xb79\x07\x17\xf8\x03P9\x81\x0fk\xc0\nP7\x0f\x10\xfb\xc2\xeb\xd8\x89/',,
