RecordId,formal,alias
1,Day,날
2,Night,밤
3,Monday,월 요 일
4,Tuesday,화 요 일
5,Wednesday,수 요 일
6,Thursday,목 요 일
7,Friday,금 요 일
8,Saturday,토 요 일
9,Sunday,일 요 일
