RecordId,formal,alias
1,Ringtones,벨 소 리
2,Ringtones,링 톤
3,Ringtones,벨
4,Ringtones,전 화 벨
5,Ringtones,전 화 벨 소 리
6,Media,미 디 어
7,Media,뮤 직
8,Media,음 악
9,Media,영 상
10,Media,동 영 상
11,Media,미 디 어 소 리
12,Media,음 악 소 리
13,Media,동 영 상 소 리
14,Media,노 래
15,Media,비 디 오
16,Noti,알 림
17,Noti,알 림 음
18,Noti,노 티
19,Noti,알 림 소 리
20,Noti,노 티 소 리
21,System,시 스 템
22,System,시 스 템 소 리
23,Bluetooth,블 루 투 스
24,Bluetooth,b t
25,Bluetooth,비 티
26,Bixby,빅 스 비
27,Bixby,빅 스 비 보 이 스
28,Bixby,목 소 리
29,Bixby,빅 스 비 음 성
30,All,모 두
31,All,모 든
32,All,전 부
33,All,전 체
