RecordId,formal,alias
1,Smart View,s m a r t v i e w
2,Smart View,스 마 트 뷰
3,Smart View,s m a r t v i e w
4,Smart View,스 마 트 뷰
5,Smart View,m i r r o r i n g
6,Smart View,미 러 링
7,Smart View,s c r e e n m i r r o r i n g
8,Smart View,스 크 린 미 러 링
9,Smart View,스 크 린 미 러 링
10,Smart View,a l l s h a r e c a s t
11,Smart View,올 쉐 어 캐 스 트
12,Smart View,m i r a c a s t
13,Smart View,미 라 캐 스 트
14,Smart View,미 라 캐 스 트
15,"""Smart View""",s m a r t p l a y
16,"""Smart View""",s m a r t m i r r o r i n g
17,"""Smart View""",미 리 링
18,"""Smart View""",스 마 트 플 레 이
