tag,work_spec_id
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,8c72a1f5-e616-4db5-9141-43da243b6980
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,55c6eb84-39bf-4b0c-bdb2-0c7bc0d6dd52
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,850ace93-c07e-4a26-9b53-037ec5be0442
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,51816772-a230-46f7-8315-7c83891f85de
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,064635ed-b3f4-40d7-8e0c-39a976106dac
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,92c07ad2-fc63-4654-8ac4-cb24b38ce87f
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,14dfc966-4a5a-4c6b-821d-5bb7c7adcd74
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,c60fa03e-d08c-4111-9034-4be6735a501c
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,ec2924d8-68e8-47d6-a0c9-ce3076739089
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,b77cd439-38df-42cc-8b0a-9bd7a8dab3ac
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,b2c0c065-6450-451a-8f5d-b55211707f3c
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,10de694f-2d86-4723-be81-3820fcd19f86
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,f533aa0b-3308-4132-823f-e42c8e0ad517
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,3738bc6f-4be0-43a3-80bf-7d8d83e5b3a4
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,b02ffd44-ef5d-4530-aa2a-f2e0d18b81a2
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,2b74c9c5-3c9a-47cc-a3c9-96b9395b5341
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,eaca3274-8cf9-4863-8e56-ed647a4b03f2
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,e4d75c02-11d1-4dd6-9074-7cdf8833ed0c
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,76d5cc9e-999c-497f-ac0c-74b05af2ee8e
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,f54aba1f-5c80-44c9-a820-b19e662f1def
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,ae620cbb-01c3-43cf-b0fe-e6a27debcb14
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,5d686c8c-d9c6-41ee-8247-6bd9d672cc1d
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,e2cf075d-a425-4dc1-8a39-726d4760022c
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,cbd4509b-02a3-4fb3-a0fb-338a04d67ed3
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,11e13062-7e2f-4b12-b5d8-b08a00fd0418
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,21e2706b-d13d-4917-8449-5ccb0ad04fbd
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,4abd215a-9ae4-4c98-9053-90f584afed42
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,fb5a748c-b839-4ccb-8006-fc675fbf879d
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,b2fb6329-8591-4a58-806e-7ca65112b876
com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker,dc7e3f47-04fd-48d0-aff5-a29883be9047
