eventName,sequenceId,sequenceNumberNext
TimeMeasurementNonAuth,b'\x91\x08\x14]~k\x91G\xd3\x15;\xea[\x8e\xe6\xf8\xca\x8cT\x9e',3
RejectedClientEventNonAuth,b'\x91\x08\x14]~k\x91G\xd3\x15;\xea[\x8e\xe6\xf8\xca\x8cT\x9e',275
EventSenderStats2NonAuth,b'\x91\x08\x14]~k\x91G\xd3\x15;\xea[\x8e\xe6\xf8\xca\x8cT\x9e',667
