app_uid,cid,tid,params,adid,hits_count
0,1bb7be28-2cfc-4f35-a4ba-f6c9215ec509,UA-71671299-9,av=6.7.2&an=Tuesdays&aid=com.tmobile.tuesdays&aiid=com.android.vending,0,835
