nHolidayId,nCalendarType,nMonth,nDdayOrOrdinal,nDayOfWeek,nOffset,flags,CultureId
1,1,12,25,0,0,0,22
2,1,11,4,5,0,0,22
3,1,5,0,2,0,0,22
4,1,11,0,5,3,32,22
4,1,12,24,0,0,64,22
5,1,1,1,0,0,0,22
6,1,4,21,0,0,0,22
7,1,5,1,0,0,0,22
8,1,9,7,0,0,0,22
9,1,10,12,0,0,0,22
10,1,10,12,0,0,0,22
11,1,11,2,0,0,0,22
12,1,11,15,0,0,0,22
13,2,0,0,0,-47,0,22
14,2,0,0,0,-46,0,22
15,2,0,0,0,-2,0,22
16,2,0,0,0,0,0,22
17,2,0,0,0,60,0,22
18,1,11,20,0,0,0,22
100,100,0,0,0,0,0,0
