_id,app_name,package_name,api_level,supported_device_list
1,Calendar,com.samsung.android.calendar,29,"[{""deviceType"":""oic.d.tv"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""CustomTextNotification"",""commandInfo"":[{""argumentInfo"":{""CustomText"":""""},""commandType"":""CustomDeviceNotification"",""isSelected"":true}]}]}},{""deviceType"":""oic.d.networkaudio"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""AudioNotification"",""commandInfo"":[{""argumentInfo"":{""CustomAudioText"":""""},""commandType"":""CustomPlayText"",""isSelected"":true}]},{""capabilityType"":""AudioVolume"",""commandInfo"":[{""argumentInfo"":{""Volume"":""50""},""commandType"":""SetVolume"",""isSelected"":true}]}]}}]"
2,Clock,com.sec.android.app.clockpackage,29,"[{""deviceType"":""oic.d.tv"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""Switch"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""On"",""isSelected"":true}]},{""capabilityType"":""AudioVolume"",""commandInfo"":[{""argumentInfo"":{""Volume"":""50""},""commandType"":""SetVolume"",""isSelected"":true}]},{""capabilityType"":""Ambient"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""SetAmbientOn"",""isSelected"":true}]}]}},{""deviceType"":""oic.d.light"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""Switch"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""On"",""isSelected"":true}]},{""capabilityType"":""SwitchLevel"",""commandInfo"":[{""argumentInfo"":{""Level"":""30""},""commandType"":""SetLevel"",""isSelected"":true}]},{""capabilityType"":""ColorTemperature"",""commandInfo"":[{""argumentInfo"":{""Temperature"":""6000""},""commandType"":""SetColorTemperature"",""isSelected"":true}]},{""capabilityType"":""ColorControl"",""commandInfo"":[{""argumentInfo"":{""Color"":""-1""},""commandType"":""SetColor"",""isSelected"":true}]}]}},{""deviceType"":""oic.d.blind"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""WindowShade"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""Open"",""isSelected"":true}]},{""capabilityType"":""SwitchLevel"",""commandInfo"":[{""argumentInfo"":{""Level"":""40""},""commandType"":""SetLevel"",""isSelected"":true}]}]}},{""deviceType"":""oic.d.airpurifier"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""Switch"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""On"",""isSelected"":false},{""argumentInfo"":{},""commandType"":""Off"",""isSelected"":true}]}]}},{""deviceType"":""oic.d.airconditioner"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""Switch"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""On"",""isSelected"":false},{""argumentInfo"":{},""commandType"":""Off"",""isSelected"":true}]},{""capabilityType"":""AirConditionerMode"",""commandInfo"":[{""argumentInfo"":{""Mode"":""auto""},""commandType"":""SetAirConditionerMode"",""isSelected"":true}]}]}}]"
3,Weather,com.sec.android.daemonapp,29,"[{""deviceType"":""oic.d.airpurifier"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""Switch"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""On"",""isSelected"":true}]},{""capabilityType"":""DustSensor"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""NotDefined"",""isSelected"":true}]},{""capabilityType"":""DustHealthConcern"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""NotDefined"",""isSelected"":true}]},{""capabilityType"":""FineDustHealthConcern"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""NotDefined"",""isSelected"":true}]},{""capabilityType"":""VeryFineDustHealthConcern"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""NotDefined"",""isSelected"":true}]},{""capabilityType"":""DeviceReportStateConfiguration"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""SetReportStateRealtime"",""isSelected"":true}]}]}}]"
4,SmartView,com.samsung.android.smartmirroring,29,"[{""deviceType"":""oic.d.light"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""Switch"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""On"",""isSelected"":true},{""argumentInfo"":{},""commandType"":""Off"",""isSelected"":false}]},{""capabilityType"":""SwitchLevel"",""commandInfo"":[{""argumentInfo"":{""Level"":""20""},""commandType"":""SetLevel"",""isSelected"":true}]},{""capabilityType"":""ColorTemperature"",""commandInfo"":[{""argumentInfo"":{""Temperature"":""6000""},""commandType"":""SetColorTemperature"",""isSelected"":true}]},{""capabilityType"":""ColorControl"",""commandInfo"":[{""argumentInfo"":{""Color"":""-1""},""commandType"":""SetColor"",""isSelected"":true}]}]}},{""deviceType"":""oic.d.blind"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""WindowShade"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""Close"",""isSelected"":true}]},{""capabilityType"":""SwitchLevel"",""commandInfo"":[{""argumentInfo"":{""Level"":""20""},""commandType"":""SetLevel"",""isSelected"":true}]}]}}]"
5,Phone,com.samsung.android.dialer,29,"[{""deviceType"":""oic.d.tv"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""AudioMute"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""Mute"",""isSelected"":true},{""argumentInfo"":{},""commandType"":""Unmute"",""isSelected"":false}]}]}}]"
6,SmartThings Kit Sample App,com.samsung.android.sdk.stkit.sampleapp,29,"[{""deviceType"":""oic.d.tv"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""Switch"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""On"",""isSelected"":true}]},{""capabilityType"":""TvChannel"",""commandInfo"":[{""argumentInfo"":{""Channel"":""""},""commandType"":""SetTvChannel"",""isSelected"":true}]},{""capabilityType"":""AudioVolume"",""commandInfo"":[{""argumentInfo"":{""Volume"":""50""},""commandType"":""SetVolume"",""isSelected"":true}]},{""capabilityType"":""CustomTextNotification"",""commandInfo"":[{""argumentInfo"":{""CustomText"":""""},""commandType"":""CustomDeviceNotification"",""isSelected"":true}]},{""capabilityType"":""Ambient"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""SetAmbientOn"",""isSelected"":true}]}]}},{""deviceType"":""oic.d.refrigerator"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""CustomTextNotification"",""commandInfo"":[{""argumentInfo"":{""CustomText"":""""},""commandType"":""CustomDeviceNotification"",""isSelected"":true}]}]}},{""deviceType"":""oic.d.networkaudio"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""AudioNotification"",""commandInfo"":[{""argumentInfo"":{""CustomAudioText"":""""},""commandType"":""CustomPlayText"",""isSelected"":true}]},{""capabilityType"":""AudioVolume"",""commandInfo"":[{""argumentInfo"":{""Volume"":""50""},""commandType"":""SetVolume"",""isSelected"":true}]}]}},{""deviceType"":""oic.d.light"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""Switch"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""On"",""isSelected"":true}]},{""capabilityType"":""SwitchLevel"",""commandInfo"":[{""argumentInfo"":{""Level"":""30""},""commandType"":""SetLevel"",""isSelected"":true}]},{""capabilityType"":""ColorTemperature"",""commandInfo"":[{""argumentInfo"":{""Temperature"":""6000""},""commandType"":""SetColorTemperature"",""isSelected"":true}]},{""capabilityType"":""ColorControl"",""commandInfo"":[{""argumentInfo"":{""Color"":""-1""},""commandType"":""SetColor"",""isSelected"":true}]}]}},{""deviceType"":""oic.d.blind"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""WindowShade"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""Open"",""isSelected"":true}]},{""capabilityType"":""SwitchLevel"",""commandInfo"":[{""argumentInfo"":{""Level"":""40""},""commandType"":""SetLevel"",""isSelected"":true}]}]}},{""deviceType"":""oic.d.airconditioner"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""Switch"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""On"",""isSelected"":false},{""argumentInfo"":{},""commandType"":""Off"",""isSelected"":true}]},{""capabilityType"":""AirConditionerMode"",""commandInfo"":[{""argumentInfo"":{""Mode"":""auto""},""commandType"":""SetAirConditionerMode"",""isSelected"":true}]}]}},{""deviceType"":""oic.d.airpurifier"",""groupCapabilities"":{""NotDefined"":[{""capabilityType"":""Switch"",""commandInfo"":[{""argumentInfo"":{},""commandType"":""On"",""isSelected"":false},{""argumentInfo"":{},""commandType"":""Off"",""isSelected"":true}]}]}}]"
