tag,work_spec_id
com.google.android.apps.photos,e81695a9-e44a-422d-9b5b-939a40e17a6d
com.google.android.apps.photos.metasync.periodic.MetaSyncWorker,e81695a9-e44a-422d-9b5b-939a40e17a6d
com.google.android.apps.photos,cfc7bedf-7cb9-40ea-873f-4f78e4c66a3d
com.google.android.apps.photos.scheduler.IdleAndChargingLowPriorityBackgroundJobWorker,cfc7bedf-7cb9-40ea-873f-4f78e4c66a3d
LPBJ_IDLE_AND_CHARGING_WORKER,cfc7bedf-7cb9-40ea-873f-4f78e4c66a3d
com.google.android.apps.photos,4ab6960a-c528-4464-9ccf-89fc2d4c8e54
com.google.android.apps.photos.scheduler.ChargingOnlyLowPriorityBackgroundJobWorker,4ab6960a-c528-4464-9ccf-89fc2d4c8e54
LPBJ_CHARGING_ONLY_WORKER,4ab6960a-c528-4464-9ccf-89fc2d4c8e54
com.google.android.apps.photos,ff07a3df-6beb-4f53-9254-6afbf58171ec
com.google.android.apps.photos.ondevicemi.mimodeldownloading.mdd.ModelDownloadWorker,ff07a3df-6beb-4f53-9254-6afbf58171ec
MDD.CHARGING.PERIODIC.TASK,ff07a3df-6beb-4f53-9254-6afbf58171ec
com.google.android.apps.photos,c6d18ae3-07a6-44ee-aac9-33db8e29d418
com.google.android.apps.photos.ondevicemi.mimodeldownloading.mdd.ModelDownloadWorker,c6d18ae3-07a6-44ee-aac9-33db8e29d418
MDD.MAINTENANCE.PERIODIC.GCM.TASK,c6d18ae3-07a6-44ee-aac9-33db8e29d418
com.google.android.apps.photos,9d7e7fce-6096-467c-90f2-b7f5991defdc
MDD.CELLULAR.CHARGING.PERIODIC.TASK,9d7e7fce-6096-467c-90f2-b7f5991defdc
com.google.android.apps.photos.ondevicemi.mimodeldownloading.mdd.ModelDownloadWorker,9d7e7fce-6096-467c-90f2-b7f5991defdc
com.google.android.apps.photos,407e709d-a360-435a-9302-73024b28c3ce
com.google.android.apps.photos.ondevicemi.mimodeldownloading.mdd.ModelDownloadWorker,407e709d-a360-435a-9302-73024b28c3ce
MDD.WIFI.CHARGING.PERIODIC.TASK,407e709d-a360-435a-9302-73024b28c3ce
com.google.android.apps.photos,04c8ef88-a742-4399-817c-4409f89cb257
com.google.android.apps.photos.promo.FeaturePromoEligibilityPrecomputingWorker,04c8ef88-a742-4399-817c-4409f89cb257
com.google.android.apps.photos,d3b1ca88-b74c-4618-a247-2637933bc589
com.google.android.apps.photos.scheduler.DelayedLowPriorityBackgroundJobWorker,d3b1ca88-b74c-4618-a247-2637933bc589
LPBJ_DELAYED_WORKER,d3b1ca88-b74c-4618-a247-2637933bc589
com.google.android.apps.photos,f065bc3e-dae4-4a02-b5a9-4c1c239df65d
com.google.android.apps.photos.actionqueue.impl.OptimisticActionWorker,f065bc3e-dae4-4a02-b5a9-4c1c239df65d
com.google.android.apps.photos,61d168a8-696f-4e76-8b3a-94d965bb08d6
com.google.android.apps.photos.devicemanagement.freeupspacebar.FindLocalMediaForFreeUpSpaceBarWorker,61d168a8-696f-4e76-8b3a-94d965bb08d6
com.google.android.apps.photos,a7c99e88-e901-465a-ad74-6e02c9c820da
com.google.android.apps.photos.scheduler.NotLowBatteryLowPriorityBackgroundJobWorker,a7c99e88-e901-465a-ad74-6e02c9c820da
LPBJ_NOT_LOW_BATTERY_WORKER,a7c99e88-e901-465a-ad74-6e02c9c820da
