id,create_time,share_type,parent_folder,share_content_type
f0e6d5cc-8605-4b97-a030-3c1e0e706e62,1625509116337,0,,0
1462afe1-c7c4-4d00-ae90-75073d14afde,1625692520777,0,,0
fe669129-134e-43fc-95b1-e0d0f7efd7e8,1625692622433,0,,0
99a2661f-d53c-4907-8ece-725a8d2e8e19,1625692671978,0,,0
1d4f6747-e466-4142-9809-a2c9e0cfdf3d,1625692711969,0,,0
4d08604f-92a8-43f5-bc8d-c1919ebe3f3f,1625692738364,0,,0
