name,work_spec_id
refresh_license_periodic,f22e07ef-3130-4667-bc77-8e2004f6b330
flush_qoe_logs,fca2f916-024c-4351-8b5e-cc598d73cf68
app_update_task_tag,db36a53e-b20a-4cab-9aae-59c82ef209af
