COL_SETTING_TEMP_SCALE,COL_SETTING_LAST_SEL_LOCATION,COL_SETTING_LAST_EDGE_LOCATION,COL_SETTING_ID,COL_SETTING_AUTO_REFRESH_TIME,COL_SETTING_AUTO_REF_NEXT_TIME,COL_SETTING_NOTIFICATION_SET_TIME,COL_SETTING_SHOW_USE_LOCATION_POPUP,COL_SETTING_WIDGET_COUNT,DAEMON_DIVISION_CHECK,COL_SETTING_DEFAULT_LOCATION,COL_SETTING_LOCATION_SERVICES,COL_SETTING_SHOW_MOBILE_POPUP,COL_SETTING_SHOW_WLAN_POPUP,COL_SETTING_SHOW_CHARGER_POPUP,COL_SETTING_INITIAL_CP_TYPE,COL_SETTING_RESTORE_MODE,COL_SETTING_RECOMMEND_UPDATE_TIME,COL_SETTING_MIGRATION_DONE,COL_SETTING_PINNED_LOCATION,COL_SETTING_SHOW_ALERT,COL_SETTING_MARKET_UPDATE_BADGE,COL_SETTING_FORCED_UPDATE,COL_SETTING_IS_INIT_DONE,COL_SETTING_AUTO_REFRESH_ON_OPENING,COL_SETTING_ST_SETTINGS_STATE
0,cityId:current,cityId:current,0,2,1626988035006,0,1,1,2016,,1,0,0,2,TWC,0,0,0,0,1,2,1,1,,
