_id,packageName,authority,typeResourceId,typeResourceName,accountType,accountName,displayName,exportSupport,shortcutSupport,photoSupport
0,com.samsung.android.providers.contacts,com.android.contacts,2131034120,com.samsung.android.providers.contacts:string/default_directory,,,,0,2,3
1,com.samsung.android.providers.contacts,com.android.contacts,2131034123,com.samsung.android.providers.contacts:string/local_invisible_directory,,,,0,2,3
