type,word,wordgroup,wordvalue,flags,CultureId,numericvalue
0,version,0,0,30,1081,0
1,__VBT_DELIMITER__,9,40,32,1081,0
1,__vbt_delimiter__,9,40,32,1081,0
1,पूर्वाह्न,4,37,0,1081,0
1,पूर्वाहन,4,37,0,1081,0
1,एएम,4,37,0,1081,0
1,एयेम,4,37,0,1081,0
1,ए.एम.,4,37,0,1081,0
1,ए.एम,4,37,0,1081,0
1,ए एम,4,37,0,1081,0
1,ए.एम्.,4,37,0,1081,0
1,ए.एम्,4,37,0,1081,0
1,ए एम्,4,37,0,1081,0
1,अ म,4,37,0,1081,0
1,ए म,4,37,0,1081,0
1,दोपहर के पहले का समय,4,37,0,1081,0
1,दोपहर के पहले के समय,4,37,0,1081,0
1,अपराह्न,4,38,0,1081,0
1,सायं,4,38,0,1081,0
1,मध्याह्न के बाद,4,38,0,1081,0
1,दोपहर के बाद,4,38,0,1081,0
1,दोपहर बाद,4,38,0,1081,0
1,पीएम,4,38,0,1081,0
1,पी.एम.,4,38,0,1081,0
1,पी.एम,4,38,0,1081,0
1,पी एम,4,38,0,1081,0
1,पी.एम्.,4,38,0,1081,0
1,पी.एम्,4,38,0,1081,0
1,पी एम्,4,38,0,1081,0
1,पं.एम.,4,38,0,1081,0
1,पं एम,4,38,0,1081,0
1,पीयेम,4,38,0,1081,0
1,पीयम,4,38,0,1081,0
1,पी येम,4,38,0,1081,0
1,प म,4,38,0,1081,0
1,प एम,4,38,0,1081,0
1,प एम्,4,38,0,1081,0
1,प एम्,4,38,0,1081,0
1,दोपहर के बाद का समय,4,38,0,1081,0
1,पं.एम,4,38,0,1081,0
1,बजे,9,39,8,1081,0
1,ओ क्लॉक,9,39,8,1081,0
1,एट,9,39,8,1081,0
1,एॅट,9,39,8,1081,0
1,पर,9,40,56,1081,0
1,पे,9,40,56,1081,0
1,पें,9,40,56,1081,0
1,ओं,9,40,56,1081,0
1,ऑन,9,40,56,1081,0
1,ऑन्,9,40,56,1081,0
1,वाला,9,40,56,1081,0
1,लगभग,9,39,16,1081,0
1,लगबग,9,39,16,1081,0
1,इस,1,3,16,1081,0
1,इस वाली,1,3,16,1081,0
1,ये,1,3,16,1081,0
1,यह,1,3,16,1081,0
1,दिस,1,3,16,1081,0
1,अगले,1,2,4,1081,0
1,अगला,1,2,4,1081,0
1,अगली,1,2,4,1081,0
1,आगामी,1,2,4,1081,0
1,आनेवाला,1,2,4,1081,0
1,आने वाला,1,2,4,1081,0
1,आनेवाले,1,2,4,1081,0
1,आने वाले,1,2,4,1081,0
1,आनेवाली,1,2,4,1081,0
1,आने वाली,1,2,4,1081,0
1,उत्तरगामी,1,2,4,1081,0
1,होने वाला,1,2,4,1081,0
1,बाद वाला,1,2,4,1081,0
1,इससे बाद,1,2,4,1081,0
1,निकटतम,1,2,4,1081,0
1,नेक्स्ट,1,2,4,1081,0
1,नेक्सट,1,2,4,1081,0
1,पिछले,1,1,4,1081,0
1,पिछला,1,1,4,1081,0
1,पिछली,1,1,4,1081,0
1,बीते,1,1,4,1081,0
1,बीता,1,1,4,1081,0
1,बीती,1,1,4,1081,0
1,बीता हुआ,1,1,4,1081,0
1,बीती हुई,1,1,4,1081,0
1,बीती हुइ,1,1,4,1081,0
1,बीते हुए,1,1,4,1081,0
1,बीत चुका,1,1,4,1081,0
1,बीत चुके,1,1,4,1081,0
1,बीत चुकी,1,1,4,1081,0
1,पूर्ववर्ती,1,1,4,1081,0
1,लास्ट,1,1,4,1081,0
1,पूर्व,1,1,4,1081,0
1,गत,1,1,4,1081,0
1,विगत,1,1,4,1081,0
1,जा चुका,1,1,4,1081,0
1,जा चुके,1,1,4,1081,0
1,जा चुकी,1,1,4,1081,0
