_id,media_id,sec_media_id,uri,_data,media_type,datetaken,date_added,latitude,longitude,image_quality,face_count,title,is_duplicate,scene_names,locale,country_name,just_shot,country_code,locality,is_delete,poi_name,poi_city,street_name,user_tag_data,storage_id,image_clusterid,image_screener,duration,moment_id,width,height,_size,recordingtype,hasExifInfo,serviceflag,orientation,smartcrop_rect,file_status,isSelfieImage,is_cloud,group_id,burst_group_id,landmark_names,is_drm,mp_id,cloud_server_id,group_type,mime_type
66,76,2147483724,content://secmedia/media/2147483724,/storage/emulated/0/DCIM/Camera/20210707_191213.jpg,1,1625699534000,1625699535,37.229530334472656,-80.41883087158203,1,0,20210707_191213,0.0,,,United States,1,US,Blacksburg,0,,,,,65537,59,"blur=0.010986,brightnessMean=0.543890,contrast=0.582031,featureNumber=0.585788,featurePointDistribution=0.429443,motionBlur=0.685222,outFocusBackground=0.910838,overExposure=0.000801,skylineIncline=0.061493,underExposure=0.000027,totalQuality=0.999992",0,16,4032,1908,1955968,0,1,66,90,"0.034739453,0.2519685,0.9987593,0.71653545,0.034739453,0.0,0.50744414,1.0,0.034739453,0.0,0.6650124,1.0,0.034739453,0.0,0.38957816,1.0,0.034739453,0.0,0.8746898,1.0,0.034739453,0.0,0.30024815,1.0",0,0,1,0,0,,0,130,,0,image/jpeg
67,77,2147483725,content://secmedia/media/2147483725,/storage/emulated/0/DCIM/Camera/20210707_191359.jpg,1,1625699639000,1625699639,37.23127365112305,-80.41827392578125,1,0,20210707_191359,0.0,"cars,trucks",,United States,1,,,0,,,,,65537,63,"blur=0.034633,brightnessMean=0.694250,contrast=0.832031,featureNumber=0.867427,featurePointDistribution=0.716669,motionBlur=0.102224,outFocusBackground=0.983744,overExposure=0.010617,skylineIncline=0.056140,underExposure=0.000648,totalQuality=1.000000",0,16,4032,1908,4378736,0,1,66,90,"0.45037222,0.39632547,0.5496278,0.6062992,0.3101737,0.0,0.7828784,1.0,0.31761786,0.0,0.9478908,1.0,0.3101737,0.0,0.6650124,1.0,0.1414392,0.0,0.9813896,1.0,0.37096775,0.018372703,0.6277916,0.984252",0,0,1,0,0,,0,131,,0,image/jpeg
68,78,2147483726,content://secmedia/media/2147483726,/storage/emulated/0/DCIM/Camera/20210707_191402.jpg,1,1625699642000,1625699642,37.23055648803711,-80.41783905029297,1,0,20210707_191402,0.0,,,United States,1,,,0,,,,,65537,62,"blur=0.086692,brightnessMean=0.535859,contrast=0.824219,featureNumber=0.867331,featurePointDistribution=0.712114,motionBlur=0.199103,outFocusBackground=0.982817,overExposure=0.003466,skylineIncline=0.000000,underExposure=0.001850,totalQuality=1.000000",0,16,4032,1908,4778147,0,1,66,90,"0.24937965,0.2519685,0.5707196,0.6430446,0.23945409,0.0,0.7121588,1.0,0.235732,0.0,0.86600494,1.0,0.23945409,0.0,0.5942928,1.0,0.1414392,0.0,0.9813896,1.0,0.24937965,0.0,0.51488835,1.0",0,0,1,0,0,,0,132,,0,image/jpeg
69,79,2147483727,content://secmedia/media/2147483727,/storage/emulated/0/DCIM/Camera/20210707_191411.jpg,1,1625699651000,1625699652,37.230323791503906,-80.41773223876953,1,0,20210707_191411,0.0,,,United States,1,,,0,,,,,65537,61,"blur=0.002870,brightnessMean=0.394935,contrast=0.699219,featureNumber=0.888178,featurePointDistribution=0.681441,motionBlur=0.068328,outFocusBackground=0.981942,overExposure=0.000194,skylineIncline=0.000000,underExposure=0.006210,totalQuality=1.000000",0,16,4032,1908,5170367,0,1,66,90,"0.32133996,0.28608924,0.7133995,0.67979,0.24069479,0.0,0.7133995,1.0,0.31885856,0.0,0.9491315,1.0,0.32133996,0.0,0.67617863,1.0,0.047146402,0.0,0.88709676,1.0,0.32133996,0.0,0.5868486,1.0",0,0,1,0,0,,0,133,,0,image/jpeg
70,51,2147483699,content://secmedia/media/2147483699,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210702-015350_All Cars.jpg,1,1625205230818,1625205230,0.0,0.0,1,0,Screenshot_20210702-015350_All Cars,0.0,,,,0,,,0,,,,,65537,67,"blur=0.614409,brightnessMean=0.429317,contrast=0.882813,featureNumber=0.502087,featurePointDistribution=0.501968,motionBlur=0.424979,outFocusBackground=0.824103,overExposure=0.054411,skylineIncline=0.011577,underExposure=0.252702,totalQuality=0.999767",0,18,1080,2280,597574,0,1,66,0,"0.06944445,0.14210527,0.92777777,0.9631579,0.0,0.14210527,1.0,0.6157895,0.0,0.14210527,1.0,0.7736842,0.0,0.14210527,1.0,0.49736843,0.0,0.12105263,1.0,0.9631579,0.0,0.14210527,1.0,0.40921053",0,0,1,0,0,,0,101,,0,image/jpeg
71,66,2147483714,content://secmedia/media/2147483714,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210705-142752_Cartomizer.jpg,1,1625509672543,1625509672,0.0,0.0,1,0,Screenshot_20210705-142752_Cartomizer,0.0,cars,,,0,,,0,,,,,65537,66,"blur=0.175259,brightnessMean=0.232818,contrast=0.804688,featureNumber=0.564369,featurePointDistribution=0.906363,motionBlur=0.605379,outFocusBackground=0.939304,overExposure=0.001097,skylineIncline=0.011577,underExposure=0.093349,totalQuality=1.000000",0,17,1080,2280,744824,0,1,268435522,0,"0.06944445,0.35657895,0.99722224,0.6421053,0.0,0.33421052,1.0,0.80789477,0.0,0.34210527,1.0,0.9736842,0.0,0.2868421,1.0,0.6421053,0.0,0.047368422,1.0,0.8894737,0.0,0.35657895,1.0,0.6236842",0,0,1,0,1410266979,,0,120,,2,image/jpeg
72,67,2147483715,content://secmedia/media/2147483715,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210705-142846_Cartomizer.jpg,1,1625509726695,1625509726,0.0,0.0,1,0,Screenshot_20210705-142846_Cartomizer,0.0,cars,,,0,,,0,,,,,65537,66,"blur=0.155301,brightnessMean=0.231351,contrast=0.804688,featureNumber=0.563393,featurePointDistribution=0.907258,motionBlur=0.626296,outFocusBackground=0.934248,overExposure=0.001164,skylineIncline=0.011577,underExposure=0.092788,totalQuality=1.000000",0,17,1080,2280,744861,0,1,268435522,0,"0.06944445,0.35657895,0.99722224,0.60657895,0.0,0.34605262,1.0,0.81973684,0.0,0.35526314,1.0,0.9868421,0.0,0.275,1.0,0.63026315,0.0,0.047368422,1.0,0.8894737,0.0,0.3394737,1.0,0.60657895",0,0,1,0,1410266979,,0,121,,2,image/jpeg
73,68,2147483716,content://secmedia/media/2147483716,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210705-142856_Cartomizer.jpg,1,1625509736896,1625509736,0.0,0.0,1,0,Screenshot_20210705-142856_Cartomizer,0.0,cars,,,0,,,0,,,,,65537,66,"blur=0.132614,brightnessMean=0.232189,contrast=0.804688,featureNumber=0.564230,featurePointDistribution=0.909086,motionBlur=0.572835,outFocusBackground=0.935778,overExposure=0.001164,skylineIncline=0.011577,underExposure=0.094393,totalQuality=1.000000",0,17,1080,2280,742424,0,1,268435522,0,"0.06944445,0.35657895,0.99722224,0.60657895,0.0,0.34605262,1.0,0.81973684,0.0,0.35526314,1.0,0.9868421,0.0,0.275,1.0,0.63026315,0.0,0.047368422,1.0,0.8894737,0.0,0.3394737,1.0,0.60657895",0,0,1,0,1410266979,,0,122,,2,image/jpeg
74,69,2147483717,content://secmedia/media/2147483717,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210705-142955_Cartomizer.jpg,1,1625509795893,1625509795,0.0,0.0,1,0,Screenshot_20210705-142955_Cartomizer,0.0,cars,,,0,,,0,,,,,65537,66,"blur=0.144310,brightnessMean=0.231600,contrast=0.804688,featureNumber=0.564369,featurePointDistribution=0.907696,motionBlur=0.603294,outFocusBackground=0.939468,overExposure=0.001177,skylineIncline=0.011577,underExposure=0.094032,totalQuality=1.000000",0,17,1080,2280,737763,0,1,268435522,0,"0.06944445,0.35657895,0.99722224,0.60657895,0.0,0.34605262,1.0,0.81973684,0.0,0.35526314,1.0,0.9868421,0.0,0.275,1.0,0.63026315,0.0,0.047368422,1.0,0.8894737,0.0,0.3394737,1.0,0.60657895",0,0,1,0,1410266979,,0,123,,2,image/jpeg
75,70,2147483718,content://secmedia/media/2147483718,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210705-143152_Cartomizer.jpg,1,1625509912591,1625509912,0.0,0.0,1,0,Screenshot_20210705-143152_Cartomizer,0.0,cars,,,0,,,0,,,,,65537,66,"blur=0.175259,brightnessMean=0.231293,contrast=0.800781,featureNumber=0.564021,featurePointDistribution=0.907191,motionBlur=0.633467,outFocusBackground=0.939363,overExposure=0.001104,skylineIncline=0.011577,underExposure=0.092888,totalQuality=1.000000",0,17,1080,2280,742964,0,1,268435522,0,"0.06944445,0.35657895,0.99722224,0.60657895,0.0,0.34605262,1.0,0.81973684,0.0,0.35526314,1.0,0.9868421,0.0,0.275,1.0,0.63026315,0.0,0.047368422,1.0,0.8894737,0.0,0.3394737,1.0,0.60657895",0,0,1,0,1410266979,,0,124,,2,image/jpeg
76,71,2147483719,content://secmedia/media/2147483719,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210705-143454_Cartomizer.jpg,1,1625510094361,1625510094,0.0,0.0,1,0,Screenshot_20210705-143454_Cartomizer,0.0,,,,0,,,0,,,,,65537,65,"blur=0.061745,brightnessMean=0.242656,contrast=0.773438,featureNumber=0.564924,featurePointDistribution=0.933808,motionBlur=0.536512,outFocusBackground=0.937720,overExposure=0.000997,skylineIncline=0.011577,underExposure=0.093276,totalQuality=1.000000",0,17,1080,2280,733364,0,1,66,0,"0.033333335,0.35657895,0.99722224,0.6421053,0.0,0.33421052,1.0,0.80789477,0.0,0.34210527,1.0,0.9736842,0.0,0.2868421,1.0,0.6421053,0.0,0.047368422,1.0,0.8894737,0.0,0.35657895,1.0,0.6236842",0,0,1,0,1410266860,,0,125,,2,image/jpeg
77,72,2147483720,content://secmedia/media/2147483720,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210705-143519_Cartomizer.jpg,1,1625510119553,1625510119,0.0,0.0,1,0,Screenshot_20210705-143519_Cartomizer,0.0,,,,0,,,0,,,,,65537,65,"blur=0.067916,brightnessMean=0.241887,contrast=0.769531,featureNumber=0.564090,featurePointDistribution=0.937192,motionBlur=0.554447,outFocusBackground=0.934984,overExposure=0.000923,skylineIncline=0.011577,underExposure=0.093309,totalQuality=1.000000",0,17,1080,2280,735111,0,1,66,0,"0.033333335,0.39210525,0.99722224,0.6421053,0.0,0.38157895,1.0,0.8552632,0.0,0.36578947,1.0,0.9973684,0.0,0.38157895,1.0,0.7368421,0.0,0.047368422,1.0,0.8894737,0.0,0.375,1.0,0.6421053",0,0,1,0,1410266860,,0,126,,2,image/jpeg
78,73,2147483721,content://secmedia/media/2147483721,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210705-143533_Cartomizer.jpg,1,1625510133736,1625510133,0.0,0.0,1,0,Screenshot_20210705-143533_Cartomizer,0.0,,,,0,,,0,,,,,65537,65,"blur=0.074087,brightnessMean=0.242164,contrast=0.769531,featureNumber=0.563812,featurePointDistribution=0.936626,motionBlur=0.540289,outFocusBackground=0.931887,overExposure=0.000957,skylineIncline=0.011577,underExposure=0.093523,totalQuality=1.000000",0,17,1080,2280,738618,0,1,66,0,"0.033333335,0.35657895,0.99722224,0.6421053,0.0,0.33421052,1.0,0.80789477,0.0,0.34210527,1.0,0.9736842,0.0,0.2868421,1.0,0.6421053,0.0,0.047368422,1.0,0.8894737,0.0,0.35657895,1.0,0.6236842",0,0,1,0,1410266860,,0,127,,2,image/jpeg
79,80,2147483728,content://secmedia/media/2147483728,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210707-234809_Twitter.jpg,1,1625716089827,1625716089,0.0,0.0,1,0,Screenshot_20210707-234809_Twitter,0.0,,,,0,,,0,,,,,65537,64,"blur=0.236407,brightnessMean=0.835438,contrast=0.855469,featureNumber=0.505024,featurePointDistribution=0.934257,motionBlur=0.338085,outFocusBackground=0.927052,overExposure=0.553020,skylineIncline=0.011577,underExposure=0.001365,totalQuality=1.000000",0,19,1080,2280,616793,0,1,66,0,"0.21388888,0.39210525,0.9638889,0.8210526,0.0,0.34736842,1.0,0.8210526,0.0,0.23684211,1.0,0.8684211,0.0,0.4276316,1.0,0.78289473,0.0,0.14210527,1.0,0.98421055,0.0,0.4631579,1.0,0.7302632",0,0,1,0,0,,0,134,,0,image/jpeg
80,81,2147483729,content://secmedia/media/2147483729,/storage/emulated/0/DCIM/Camera/20210720_150222.mp4,3,1626807814000,1626807731,37.2249,-80.4159,0,-1,20210720_150222,,,,United States,0,US,Blacksburg,0,,,Clay Street Southeast,,65537,,,70763,20,1920,1080,152589241,0,0,2,0,,0,0,1,0,0,,0,137,,0,video/mp4
