_id,media_id,sec_media_id,uri,_data,media_type,datetaken,date_added,latitude,longitude,image_quality,face_count,title,is_duplicate,scene_names,locale,country_name,just_shot,country_code,locality,is_delete,poi_name,poi_city,street_name,user_tag_data,storage_id,image_clusterid,image_screener,duration,moment_id,width,height,_size,recordingtype,hasExifInfo,serviceflag,orientation,smartcrop_rect,file_status,isSelfieImage,is_cloud,group_id,burst_group_id,landmark_names,is_drm,mp_id,cloud_server_id,group_type,mime_type
32,33,2147483681,content://secmedia/media/2147483681,/storage/emulated/0/DCIM/Camera/20210606_175241.jpg,1,1623016361000,1623016362,33.74782180786133,-78.80809020996094,1,0,20210606_175241,0.0,,,,1,,,0,,,,,65537,26,"blur=0.143742,brightnessMean=0.547721,contrast=0.667969,featureNumber=0.539474,featurePointDistribution=0.563789,motionBlur=0.566966,outFocusBackground=0.897848,overExposure=0.000194,skylineIncline=0.106056,underExposure=0.002063,totalQuality=0.999996",0,9,4032,1908,2393254,0,1,66,90,"0.0,0.28608924,0.60669976,0.8582677,0.0,0.0,0.4727047,1.0,0.0,0.0,0.6302729,1.0,0.0,0.0,0.3548387,1.0,0.0,0.0,0.8399504,1.0,0.0,0.0,0.26550868,1.0",0,0,1,0,0,,0,63,,0,image/jpeg
34,35,2147483683,content://secmedia/media/2147483683,/storage/emulated/0/DCIM/Camera/20210606_183933.jpg,1,1623019173498,1623019173,0.0,0.0,1,0,20210606_183933,0.0,,,,1,,,0,,,,,65537,30,"blur=0.052997,brightnessMean=0.561951,contrast=0.738281,featureNumber=0.767147,featurePointDistribution=0.737704,motionBlur=0.638182,outFocusBackground=0.946805,overExposure=0.003592,skylineIncline=0.000000,underExposure=0.000300,totalQuality=1.000000",0,9,4032,1908,5316471,0,1,66,90,"0.6426799,0.14435695,0.9987593,0.92913383,0.5272953,0.0,1.0,1.0,0.36972705,0.0,1.0,1.0,0.6426799,0.0,0.9975186,1.0,0.16004963,0.0,1.0,1.0,0.7133995,0.0,0.9789082,1.0",0,0,1,0,0,,0,65,,0,image/jpeg
35,36,2147483684,content://secmedia/media/2147483684,/storage/emulated/0/DCIM/Camera/20210606_205000.jpg,1,1623027000000,1623027002,33.796878814697266,-78.74237823486328,1,0,20210606_205000,0.0,,,United States,1,US,North Myrtle Beach,0,,,U.S. 17,,65537,36,"blur=0.309281,brightnessMean=0.421097,contrast=0.714844,featureNumber=0.546425,featurePointDistribution=0.768530,motionBlur=0.605590,outFocusBackground=0.851618,overExposure=0.000487,skylineIncline=0.000000,underExposure=0.002731,totalQuality=1.000000",0,10,4032,1908,2598742,0,1,66,0,"0.17741935,0.17847769,0.9280397,0.9265092,0.26302728,0.0,0.735732,1.0,0.32258064,0.0,0.67741936,1.0,0.18486352,0.0,0.8151365,1.0,0.36724564,0.0,0.6327543,1.0,0.08808933,0.0,0.9280397,1.0",0,0,1,0,0,,0,66,,0,image/jpeg
36,37,2147483685,content://secmedia/media/2147483685,/storage/emulated/0/DCIM/Camera/20210606_205003.jpg,1,1623027003000,1623027005,33.79692077636719,-78.74238586425781,1,0,20210606_205003,0.0,"food,documents",,United States,1,US,North Myrtle Beach,0,,,U.S. 17,,65537,35,"blur=0.121576,brightnessMean=0.416817,contrast=0.660156,featureNumber=0.596085,featurePointDistribution=0.781387,motionBlur=0.647637,outFocusBackground=0.902771,overExposure=0.000127,skylineIncline=0.412647,underExposure=0.002157,totalQuality=1.000000",0,10,4032,1908,2554619,0,1,66,0,"0.3560794,0.49868765,0.67741936,0.7847769,0.30024815,0.0,0.77295285,1.0,0.30397022,0.0,0.65880895,1.0,0.17369728,0.0,0.8039702,1.0,0.34491315,0.0,0.61042184,1.0,0.07568238,0.0,0.9156327,1.0",0,0,1,0,0,,0,67,,0,image/jpeg
38,39,2147483687,content://secmedia/media/2147483687,/storage/emulated/0/DCIM/Camera/20210606_205023.jpg,1,1623027024000,1623027026,33.79692077636719,-78.74238586425781,1,0,20210606_205023,0.0,,,United States,1,US,North Myrtle Beach,0,,,U.S. 17,,65537,33,"blur=0.336135,brightnessMean=0.407284,contrast=0.781250,featureNumber=0.583221,featurePointDistribution=0.735339,motionBlur=0.103677,outFocusBackground=0.877461,overExposure=0.001636,skylineIncline=0.000000,underExposure=0.002270,totalQuality=1.000000",0,10,4032,1908,2646099,0,1,66,90,"0.32133996,0.002624672,0.74937963,0.92913383,0.27667493,0.0,0.74937963,1.0,0.18982631,0.0,0.82009923,1.0,0.3560794,0.0,0.7109181,1.0,0.0707196,0.0,0.91067,1.0,0.39205956,0.0,0.6575682,1.0",0,0,1,0,0,,0,69,,0,image/jpeg
39,40,2147483688,content://secmedia/media/2147483688,/storage/emulated/0/DCIM/Camera/20210606_205028.jpg,1,1623027029000,1623027031,33.796878814697266,-78.74246215820312,1,0,20210606_205028,0.0,,,United States,1,US,Myrtle Beach,0,,,U.S. 17,,65537,32,"blur=0.251565,brightnessMean=0.467118,contrast=0.835938,featureNumber=0.608942,featurePointDistribution=0.734537,motionBlur=0.103605,outFocusBackground=0.851616,overExposure=0.002451,skylineIncline=0.061493,underExposure=0.001569,totalQuality=1.000000",0,10,4032,1908,2576834,0,1,66,90,"0.24937965,0.32283464,0.7133995,0.78740156,0.24069479,0.0,0.7133995,1.0,0.24813896,0.0,0.8784119,1.0,0.24937965,0.0,0.60421836,1.0,0.023573201,0.0,0.8635236,1.0,0.24937965,0.0,0.51488835,1.0",0,0,1,0,0,,0,70,,0,image/jpeg
40,41,2147483689,content://secmedia/media/2147483689,/storage/emulated/0/DCIM/Camera/20210606_205129.jpg,1,1623027089000,1623027091,33.7968864440918,-78.74240112304688,0,0,20210606_205129,0.0,,,United States,1,US,Myrtle Beach,0,,,U.S. 17,,65537,31,"blur=0.585095,brightnessMean=0.396969,contrast=0.769531,featureNumber=0.405735,featurePointDistribution=0.155321,motionBlur=0.561860,outFocusBackground=0.588290,overExposure=0.001863,skylineIncline=0.457211,underExposure=0.000955,totalQuality=0.008546",0,10,4032,1908,2343200,0,1,66,90,"0.32133996,0.07349081,0.67741936,0.67979,0.20471464,0.0,0.67741936,1.0,0.30645162,0.0,0.93672454,1.0,0.32133996,0.0,0.67617863,1.0,0.023573201,0.0,0.8635236,1.0,0.3560794,0.0,0.6215881,1.0",0,0,1,0,0,,0,71,,0,image/jpeg
41,42,2147483690,content://secmedia/media/2147483690,/storage/emulated/0/DCIM/Camera/20210606_212041.jpg,1,1623028841000,1623028844,33.79685974121094,-78.74214172363281,1,0,20210606_212041,0.0,cars,,United States,1,US,North Myrtle Beach,0,,,Highway 17 South,,65537,41,"blur=0.262686,brightnessMean=0.361016,contrast=0.785156,featureNumber=0.511123,featurePointDistribution=0.722610,motionBlur=0.552500,outFocusBackground=0.886389,overExposure=0.001569,skylineIncline=0.245099,underExposure=0.000775,totalQuality=1.000000",0,10,4032,1908,2315635,0,1,66,0,"0.6426799,0.21259843,0.96401983,0.49868765,0.51488835,0.0,0.98759305,1.0,0.6327543,0.0,0.98759305,1.0,0.3573201,0.0,0.98759305,1.0,0.3548387,0.0,0.6203474,1.0,0.14764269,0.0,0.98759305,1.0",0,0,1,0,0,,0,72,,0,image/jpeg
42,43,2147483691,content://secmedia/media/2147483691,/storage/emulated/0/DCIM/Camera/20210606_212045.jpg,1,1623028845000,1623028848,33.79685974121094,-78.74214172363281,1,0,20210606_212045,0.0,cars,,United States,1,US,North Myrtle Beach,0,,,Highway 17 South,,65537,40,"blur=0.135734,brightnessMean=0.389102,contrast=0.750000,featureNumber=0.559437,featurePointDistribution=0.769603,motionBlur=0.368096,outFocusBackground=0.946530,overExposure=0.001696,skylineIncline=0.155972,underExposure=0.000027,totalQuality=1.000000",0,10,4032,1908,2531447,0,1,66,90,"0.1426799,0.32283464,0.46401986,0.8582677,0.1414392,0.0,0.6141439,1.0,0.1414392,0.0,0.7717122,1.0,0.13275434,0.0,0.48759305,1.0,0.1414392,0.0,0.9813896,1.0,0.1426799,0.0,0.40818858,1.0",0,0,1,0,0,,0,73,,0,image/jpeg
43,44,2147483692,content://secmedia/media/2147483692,/storage/emulated/0/DCIM/Camera/20210606_212055.jpg,1,1623028855224,1623028855,33.79685974121094,-78.74214172363281,1,0,20210606_212055,0.0,"scenery,streets",,United States,1,US,North Myrtle Beach,0,,,Highway 17 South,,65537,39,"blur=0.011125,brightnessMean=0.338969,contrast=0.714844,featureNumber=0.647706,featurePointDistribution=0.632030,motionBlur=0.436008,outFocusBackground=0.945802,overExposure=0.000481,skylineIncline=0.323521,underExposure=0.002177,totalQuality=1.000000",0,10,4032,1908,5662973,0,1,66,90,"0.2133995,0.32283464,0.53473943,0.96587926,0.20347394,0.0,0.67617863,1.0,0.21215881,0.0,0.8424318,1.0,0.20347394,0.0,0.55831265,1.0,0.1414392,0.0,0.9813896,1.0,0.24937965,0.0,0.51488835,1.0",0,0,1,0,0,,0,74,,0,image/jpeg
44,45,2147483693,content://secmedia/media/2147483693,/storage/emulated/0/DCIM/Camera/20210606_212107.jpg,1,1623028867503,1623028867,33.79685974121094,-78.74214172363281,1,0,20210606_212107,0.0,cars,,United States,1,US,North Myrtle Beach,0,,,Highway 17 South,,65537,38,"blur=0.285491,brightnessMean=0.406329,contrast=0.769531,featureNumber=0.487973,featurePointDistribution=0.556688,motionBlur=0.148283,outFocusBackground=0.854144,overExposure=0.001416,skylineIncline=0.111408,underExposure=0.007078,totalQuality=1.000000",0,10,4032,1908,4872924,0,1,66,0,"0.5707196,0.17847769,0.9987593,0.53543305,0.5272953,0.0,1.0,1.0,0.5210918,0.0,0.87593055,1.0,0.36972705,0.0,1.0,1.0,0.5210918,0.0,0.7866005,1.0,0.16004963,0.0,1.0,1.0",0,0,1,0,0,,0,75,,0,image/jpeg
45,46,2147483694,content://secmedia/media/2147483694,/storage/emulated/0/DCIM/Camera/20210606_212108.jpg,1,1623028869000,1623028870,33.79685974121094,-78.74214172363281,1,0,20210606_212108,0.0,scenery,,United States,1,US,North Myrtle Beach,0,,,Highway 17 South,,65537,37,"blur=0.275636,brightnessMean=0.364478,contrast=0.757813,featureNumber=0.489472,featurePointDistribution=0.694047,motionBlur=0.428565,outFocusBackground=0.845465,overExposure=0.001563,skylineIncline=0.011577,underExposure=0.002397,totalQuality=0.999999",0,10,4032,1908,2603482,0,1,66,0,"0.034739453,0.35695538,0.2853598,0.81889766,0.023573201,0.0,0.49627793,1.0,0.023573201,0.0,0.37841192,1.0,0.023573201,0.0,0.65384614,1.0,0.019851116,0.0,0.2853598,1.0,0.023573201,0.0,0.8635236,1.0",0,0,1,0,0,,0,76,,0,image/jpeg
46,47,2147483695,content://secmedia/media/2147483695,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210614-123618_Gmail.jpg,1,1623688578528,1623688578,0.0,0.0,1,0,Screenshot_20210614-123618_Gmail,0.0,,,,1,,,0,,,,,65537,42,"blur=0.078137,brightnessMean=0.889889,contrast=0.773438,featureNumber=0.555249,featurePointDistribution=0.932291,motionBlur=0.203810,outFocusBackground=0.949470,overExposure=0.761452,skylineIncline=0.011577,underExposure=0.000007,totalQuality=1.000000",0,11,1080,2280,659283,0,1,66,0,"0.14166667,0.2855263,0.9638889,0.85657895,0.0,0.35657895,1.0,0.83026314,0.0,0.225,1.0,0.85657895,0.0,0.4276316,1.0,0.78289473,0.0,0.13289474,1.0,0.975,0.0,0.4631579,1.0,0.7302632",0,0,1,0,0,,0,77,,0,image/jpeg
47,48,2147483696,content://secmedia/media/2147483696,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210615-134318_Google Play Store.jpg,1,1623778998834,1623778998,0.0,0.0,1,0,Screenshot_20210615-134318_Google Play Store,0.0,documents,,,1,,,0,,,,,65537,43,"blur=0.002280,brightnessMean=0.968181,contrast=0.539063,featureNumber=0.552379,featurePointDistribution=0.773163,motionBlur=0.399401,outFocusBackground=0.962949,overExposure=0.907727,skylineIncline=0.011577,underExposure=0.000040,totalQuality=1.000000",0,12,1080,2280,541282,0,1,66,0,"0.25,0.32105264,0.78333336,0.60657895,0.0,0.2986842,1.0,0.77236843,0.0,0.30789474,1.0,0.9394737,0.0,0.2513158,1.0,0.60657895,0.0,0.0,1.0,0.84210527,0.0,0.32105264,1.0,0.5881579",0,0,1,0,0,,0,78,,0,image/jpeg
48,49,2147483697,content://secmedia/media/2147483697,/storage/emulated/0/DCIM/Camera/20210618_004258.jpg,1,1623991378000,1623991378,37.23527908325195,-80.43694305419922,1,0,20210618_004258,0.0,,,United States,1,US,Blacksburg,0,,,Claytor Square,,65537,44,"blur=0.525382,brightnessMean=0.671156,contrast=0.804688,featureNumber=0.571198,featurePointDistribution=0.997466,motionBlur=0.047768,outFocusBackground=0.778865,overExposure=0.017220,skylineIncline=0.011577,underExposure=0.093505,totalQuality=1.000000",0,13,928,932,576570,0,1,66,0,"0.14224137,0.14270386,0.85668105,0.8927039,0.0,0.0,1.0,0.99570817,0.11530172,0.0,0.8685345,1.0,0.0,0.14270386,1.0,0.889485,0.2036638,0.0,0.76831895,1.0,0.0,0.21351932,1.0,0.77360517",0,0,1,0,-493806956,,0,79,,2,image/jpeg
49,50,2147483698,content://secmedia/media/2147483698,/storage/emulated/0/DCIM/Camera/20210618_004330.jpg,1,1623991410000,1623991410,37.23527908325195,-80.4366683959961,1,0,20210618_004330,0.0,,,United States,1,,,0,,,,,65537,44,"blur=0.985717,brightnessMean=0.693180,contrast=0.730469,featureNumber=0.503072,featurePointDistribution=0.999940,motionBlur=0.125307,outFocusBackground=0.615574,overExposure=0.000688,skylineIncline=0.000000,underExposure=0.016833,totalQuality=0.999999",0,13,1296,1304,642502,0,1,66,0,"0.14197531,0.14263804,0.8919753,0.892638,0.0,0.0,1.0,0.993865,0.13734567,0.0,0.8919753,1.0,0.0,0.14263804,1.0,0.8880368,0.20679012,0.0,0.7731481,1.0,0.0,0.21319018,1.0,0.77300614",0,0,1,0,-493806956,,0,80,,2,image/jpeg
50,52,2147483700,content://secmedia/media/2147483700,/storage/emulated/0/DCIM/Camera/20210703_192737.jpg,1,1625354857000,1625354860,37.22492599487305,-80.41580200195312,1,0,20210703_192737,0.0,cars,,United States,1,US,Blacksburg,0,,,Clay Street Southeast,,65537,54,"blur=0.082188,brightnessMean=0.528650,contrast=0.820313,featureNumber=0.744302,featurePointDistribution=0.530076,motionBlur=0.590393,outFocusBackground=0.916047,overExposure=0.003539,skylineIncline=0.501774,underExposure=0.001117,totalQuality=1.000000",0,14,4608,2184,2628833,0,1,66,0,"0.0703125,0.10714286,0.8203125,0.96428573,0.17838542,0.0,0.65234375,1.0,0.25,0.0,0.60546875,1.0,0.106770836,0.0,0.73828125,1.0,0.28515625,0.0,0.5520833,1.0,0.0,0.0,0.84244794,1.0",0,0,1,0,0,,0,102,,0,image/jpeg
51,53,2147483701,content://secmedia/media/2147483701,/storage/emulated/0/DCIM/Camera/20210703_192751.jpg,1,1625354871000,1625354873,37.22492599487305,-80.41580200195312,1,0,20210703_192751,0.0,,,United States,1,US,Blacksburg,0,,,Clay Street Southeast,,65537,53,"blur=0.204529,brightnessMean=0.546262,contrast=0.824219,featureNumber=0.644928,featurePointDistribution=0.353155,motionBlur=0.304324,outFocusBackground=0.872740,overExposure=0.002642,skylineIncline=0.100704,underExposure=0.000896,totalQuality=1.000000",0,14,4608,2184,1977124,0,1,66,90,"0.28515625,0.0027472528,0.78515625,0.64285713,0.28515625,0.0,0.75911456,1.0,0.20052083,0.0,0.83203125,1.0,0.28515625,0.0,0.640625,1.0,0.09375,0.0,0.93619794,1.0,0.3268229,0.0,0.59375,1.0",0,0,1,0,0,,0,103,,0,image/jpeg
52,54,2147483702,content://secmedia/media/2147483702,/storage/emulated/0/DCIM/Camera/20210703_192759.jpg,1,1625354879000,1625354881,37.22492599487305,-80.41580200195312,1,0,20210703_192759,0.0,,,United States,1,US,Blacksburg,0,,,Clay Street Southeast,,65537,52,"blur=0.036090,brightnessMean=0.485840,contrast=0.800781,featureNumber=0.699124,featurePointDistribution=0.500600,motionBlur=0.587063,outFocusBackground=0.912942,overExposure=0.002201,skylineIncline=0.334225,underExposure=0.000421,totalQuality=1.000000",0,14,4608,2184,2188919,0,1,66,90,"0.3919271,0.10714286,0.7135417,0.9285714,0.38020834,0.0,0.8541667,1.0,0.36328125,0.0,0.9947917,1.0,0.3815104,0.0,0.7369792,1.0,0.0703125,0.0,0.91276044,1.0,0.3919271,0.0,0.6588542,1.0",0,0,1,0,0,,0,104,,0,image/jpeg
53,55,2147483703,content://secmedia/media/2147483703,/storage/emulated/0/DCIM/Camera/20210703_192806.jpg,1,1625354886000,1625354888,37.22492599487305,-80.41580200195312,1,0,20210703_192806,0.0,,,United States,1,US,Blacksburg,0,,,Clay Street Southeast,,65537,51,"blur=0.084925,brightnessMean=0.513161,contrast=0.781250,featureNumber=0.545503,featurePointDistribution=0.518545,motionBlur=0.756634,outFocusBackground=0.867207,overExposure=0.001572,skylineIncline=0.022282,underExposure=0.000000,totalQuality=0.999999",0,14,4608,2184,1805446,0,1,66,0,"0.6067708,0.10714286,0.89192706,0.42857143,0.46484375,0.0,0.93880206,1.0,0.6067708,0.0,0.96223956,1.0,0.35416666,0.0,0.98567706,1.0,0.5703125,0.0,0.83723956,1.0,0.049479168,0.0,0.89192706,1.0",0,0,1,0,0,,0,105,,0,image/jpeg
54,56,2147483704,content://secmedia/media/2147483704,/storage/emulated/0/DCIM/Camera/20210703_192822.jpg,1,1625354902000,1625354903,37.22492599487305,-80.41580200195312,1,0,20210703_192822,0.0,,,United States,1,US,Blacksburg,0,,,Clay Street Southeast,,65537,50,"blur=0.124421,brightnessMean=0.542316,contrast=0.824219,featureNumber=0.736480,featurePointDistribution=0.516990,motionBlur=0.609810,outFocusBackground=0.900865,overExposure=0.002435,skylineIncline=0.000000,underExposure=0.004007,totalQuality=1.000000",0,14,4608,2184,2575415,0,1,66,0,"0.53515625,0.2857143,0.9635417,0.99725276,0.48958334,0.0,0.9635417,1.0,0.4856771,0.0,0.8411458,1.0,0.35546875,0.0,0.9869792,1.0,0.4856771,0.0,0.7526042,1.0,0.12109375,0.0,0.9635417,1.0",0,0,1,0,0,,0,106,,0,image/jpeg
55,57,2147483705,content://secmedia/media/2147483705,/storage/emulated/0/DCIM/Camera/20210703_192830.jpg,1,1625354910000,1625354912,37.22492599487305,-80.41580200195312,1,0,20210703_192830,0.0,,,United States,1,US,Blacksburg,0,,,Clay Street Southeast,,65537,49,"blur=0.494493,brightnessMean=0.567672,contrast=0.664063,featureNumber=0.448466,featurePointDistribution=0.374650,motionBlur=0.449734,outFocusBackground=0.762223,overExposure=0.000736,skylineIncline=0.011577,underExposure=0.000916,totalQuality=0.986460",0,14,4608,2184,1816642,0,1,66,0,"0.17838542,0.25,0.99869794,0.75,0.2955729,0.0,0.76953125,1.0,0.36197916,0.0,0.71744794,1.0,0.20703125,0.0,0.8385417,1.0,0.4127604,0.0,0.6796875,1.0,0.15755208,0.0,1.0,1.0",0,0,1,0,0,,0,107,,0,image/jpeg
56,58,2147483706,content://secmedia/media/2147483706,/storage/emulated/0/DCIM/Camera/20210703_192836.jpg,1,1625354916000,1625354918,37.224918365478516,-80.41584014892578,1,0,20210703_192836,0.0,,,United States,1,US,Blacksburg,0,,,Clay Street Southeast,,65537,48,"blur=0.458620,brightnessMean=0.506838,contrast=0.851563,featureNumber=0.449708,featurePointDistribution=0.996714,motionBlur=0.724561,outFocusBackground=0.864331,overExposure=0.004877,skylineIncline=0.100704,underExposure=0.002181,totalQuality=1.000000",0,14,4608,2184,1901035,0,1,66,0,"0.3203125,0.25,0.78515625,0.85714287,0.3111979,0.0,0.78515625,1.0,0.27083334,0.0,0.62630206,1.0,0.19010417,0.0,0.82161456,1.0,0.27083334,0.0,0.53776044,1.0,0.080729164,0.0,0.92317706,1.0",0,0,1,0,0,,0,108,,0,image/jpeg
57,59,2147483707,content://secmedia/media/2147483707,/storage/emulated/0/DCIM/Camera/20210703_192839.jpg,1,1625354919000,1625354920,37.22492980957031,-80.41588592529297,1,0,20210703_192839,0.0,,,United States,1,US,Blacksburg,0,,,Clay Street Southeast,,65537,47,"blur=0.488988,brightnessMean=0.602649,contrast=0.578125,featureNumber=0.310542,featurePointDistribution=0.999222,motionBlur=0.709677,outFocusBackground=0.804187,overExposure=0.003960,skylineIncline=0.145267,underExposure=0.000007,totalQuality=0.998999",0,14,4608,2184,1586736,0,1,66,0,"0.25,0.60714287,0.92838544,0.89285713,0.27864584,0.0,0.7526042,1.0,0.34114584,0.0,0.69661456,1.0,0.1953125,0.0,0.82682294,1.0,0.38802084,0.0,0.65494794,1.0,0.109375,0.0,0.95182294,1.0",0,0,1,0,0,,0,109,,0,image/jpeg
58,60,2147483708,content://secmedia/media/2147483708,/storage/emulated/0/DCIM/Camera/20210703_192901.jpg,1,1625354942000,1625354944,37.22489929199219,-80.41588592529297,1,0,20210703_192901,0.0,,,United States,1,US,Blacksburg,0,,,Clay Street Southeast,,65537,46,"blur=0.198151,brightnessMean=0.474843,contrast=0.824219,featureNumber=0.648716,featurePointDistribution=0.509868,motionBlur=0.104631,outFocusBackground=0.839850,overExposure=0.004361,skylineIncline=0.056140,underExposure=0.017827,totalQuality=1.000000",0,14,4608,2184,1900794,0,1,66,90,"0.4283854,0.035714287,0.92838544,0.9285714,0.4283854,0.0,0.90234375,1.0,0.3203125,0.0,0.95182294,1.0,0.5,0.0,0.85546875,1.0,0.15625,0.0,0.99869794,1.0,0.53515625,0.0,0.8020833,1.0",0,0,1,0,0,,0,110,,0,image/jpeg
59,61,2147483709,content://secmedia/media/2147483709,/storage/emulated/0/DCIM/Camera/20210703_192907.jpg,1,1625354948000,1625354950,37.22489929199219,-80.41588592529297,1,0,20210703_192907,0.0,,,United States,1,US,Blacksburg,0,,,Clay Street Southeast,,65537,45,"blur=0.060067,brightnessMean=0.458105,contrast=0.851563,featureNumber=0.562692,featurePointDistribution=0.557994,motionBlur=0.425723,outFocusBackground=0.903215,overExposure=0.002729,skylineIncline=0.011577,underExposure=0.005311,totalQuality=1.000000",0,14,4608,2184,1762546,0,1,66,0,"0.17838542,0.035714287,0.78515625,0.96428573,0.23307292,0.0,0.70703125,1.0,0.28515625,0.0,0.640625,1.0,0.16276042,0.0,0.7942708,1.0,0.32421875,0.0,0.5911458,1.0,0.0703125,0.0,0.91276044,1.0",0,0,1,0,0,,0,111,,0,image/jpeg
60,62,2147483710,content://secmedia/media/2147483710,/storage/emulated/0/DCIM/Camera/20210703_200435.jpg,1,1625357075000,1625357077,37.22493362426758,-80.41583251953125,1,0,20210703_200435,0.0,,,United States,1,US,Blacksburg,0,,,Clay Street Southeast,,65537,58,"blur=0.010916,brightnessMean=0.379681,contrast=0.761719,featureNumber=0.751503,featurePointDistribution=0.905396,motionBlur=0.050104,outFocusBackground=0.980952,overExposure=0.001723,skylineIncline=0.239746,underExposure=0.000434,totalQuality=1.000000",0,15,4032,1908,3136945,0,1,66,90,"0.24937965,0.10761155,0.9280397,0.8582677,0.24937965,0.0,0.72208434,1.0,0.24937965,0.0,0.8796526,1.0,0.24937965,0.0,0.60421836,1.0,0.08808933,0.0,0.9280397,1.0,0.24937965,0.0,0.51488835,1.0",0,0,1,0,0,,0,112,,0,image/jpeg
61,63,2147483711,content://secmedia/media/2147483711,/storage/emulated/0/DCIM/Camera/20210703_200439.jpg,1,1625357078995,1625357079,37.224971771240234,-80.41584014892578,1,0,20210703_200439,0.0,,,United States,1,US,Blacksburg,0,,,Clay Street Southeast,,65537,57,"blur=0.243916,brightnessMean=0.411617,contrast=0.871094,featureNumber=0.540902,featurePointDistribution=0.693605,motionBlur=0.388936,outFocusBackground=0.850927,overExposure=0.003679,skylineIncline=0.116761,underExposure=0.007986,totalQuality=1.000000",0,15,4032,1908,4543301,0,1,66,90,"0.17741935,0.28608924,0.67741936,0.92913383,0.17741935,0.0,0.6501241,1.0,0.094292805,0.0,0.72456574,1.0,0.18362282,0.0,0.53846157,1.0,0.0,0.0,0.8399504,1.0,0.21960297,0.0,0.48511165,1.0",0,0,1,0,0,,0,113,,0,image/jpeg
62,64,2147483712,content://secmedia/media/2147483712,/storage/emulated/0/DCIM/Camera/20210703_200440.jpg,1,1625357080000,1625357081,37.224971771240234,-80.41584014892578,1,0,20210703_200440,0.0,,,United States,1,US,Blacksburg,0,,,Clay Street Southeast,,65537,56,"blur=0.010195,brightnessMean=0.398992,contrast=0.812500,featureNumber=0.763971,featurePointDistribution=0.764506,motionBlur=0.235513,outFocusBackground=0.971653,overExposure=0.002577,skylineIncline=0.562395,underExposure=0.001222,totalQuality=1.000000",0,15,4032,1908,3165941,0,1,66,90,"0.24937965,0.002624672,0.82133996,0.4304462,0.24937965,0.0,0.72208434,1.0,0.191067,0.0,0.82133996,1.0,0.24937965,0.0,0.60421836,1.0,0.094292805,0.0,0.9342432,1.0,0.24937965,0.0,0.51488835,1.0",0,0,1,0,0,,0,114,,0,image/jpeg
63,65,2147483713,content://secmedia/media/2147483713,/storage/emulated/0/DCIM/Camera/20210703_200445.jpg,1,1625357085000,1625357087,37.224971771240234,-80.41584014892578,1,0,20210703_200445,0.0,,,United States,1,US,Blacksburg,0,,,Clay Street Southeast,,65537,55,"blur=0.091240,brightnessMean=0.449798,contrast=0.757813,featureNumber=0.689489,featurePointDistribution=0.564091,motionBlur=0.325043,outFocusBackground=0.916909,overExposure=0.001382,skylineIncline=0.813718,underExposure=0.000481,totalQuality=1.000000",0,15,4032,1908,2608292,0,1,66,0,"0.24937965,0.104986876,0.82133996,0.85564303,0.27915633,0.0,0.75186104,1.0,0.34119105,0.0,0.6960298,1.0,0.19602978,0.0,0.8263027,1.0,0.38957816,0.0,0.6550869,1.0,0.084367245,0.0,0.9243176,1.0",0,0,1,0,0,,0,115,,0,image/jpeg
64,74,2147483722,content://secmedia/media/2147483722,/storage/emulated/0/DCIM/Camera/20210707_191202.jpg,1,1625699522000,1625699523,37.229530334472656,-80.41883087158203,1,0,20210707_191202,0.0,,,United States,1,US,Blacksburg,0,,,,,65537,60,"blur=0.014882,brightnessMean=0.658776,contrast=0.824219,featureNumber=0.864888,featurePointDistribution=0.743150,motionBlur=0.017588,outFocusBackground=0.984760,overExposure=0.006951,skylineIncline=0.189831,underExposure=0.001135,totalQuality=1.000000",0,16,4032,1908,4597158,0,1,66,90,"0.45037222,0.39632547,0.5496278,0.6062992,0.26302728,0.0,0.735732,1.0,0.18486352,0.0,0.8151365,1.0,0.32258064,0.002624672,0.67617863,1.0,0.08312655,0.005249344,0.91687346,0.9973753,0.37096775,0.018372703,0.6277916,0.984252",0,0,1,0,2091738101,,0,128,,2,image/jpeg
65,75,2147483723,content://secmedia/media/2147483723,/storage/emulated/0/DCIM/Camera/20210707_191203.jpg,1,1625699524000,1625699524,37.229530334472656,-80.41883087158203,1,0,20210707_191203,0.0,,,United States,1,US,Blacksburg,0,,,,,65537,60,"blur=0.004253,brightnessMean=0.638674,contrast=0.835938,featureNumber=0.855241,featurePointDistribution=0.736173,motionBlur=0.032902,outFocusBackground=0.981841,overExposure=0.006097,skylineIncline=0.145267,underExposure=0.001162,totalQuality=1.000000",0,16,4032,1908,4434390,0,1,66,90,"0.45037222,0.39632547,0.5496278,0.6062992,0.26302728,0.0,0.735732,1.0,0.18486352,0.0,0.8151365,1.0,0.32258064,0.002624672,0.67617863,1.0,0.08312655,0.005249344,0.91687346,0.9973753,0.37096775,0.018372703,0.6277916,0.984252",0,0,1,0,2091738101,,0,129,,2,image/jpeg
