_id,item,category,data1,data2,data3,data4,data5
1,com.samsung.android.video,sec,yes,0,0,,
2,com.samsung.android.videolist,sec,yes,0,0,,
3,com.samsung.android.onlinevideo,sec,yes,0,0,,
4,com.samsung.android.app.withtv|25,no-autofit,no,0,0,,
5,com.samsung.android.smartmirroring,no-autofit,no,0,0,,
6,com.samsung.android.smartfittingtest,3rd,yes,0,0,,
7,com.google.android.youtube,3rd,no,0,0,,
8,com.hulu.plus|0|29,3rd,yes,0,0,,
9,com.skb.btvmobile,3rd,no,5000,0,,
10,com.nttdocomo.android.mediaplayer,3rd,yes,0,0,,
11,jp.co.nttdocomo.videostores,3rd,yes,0,0,,
12,com.directv.dvrscheduler,3rd,yes,0,0,,
13,com.att.tv,3rd,yes,0,0,,
14,com.fullscreen.android,3rd,yes,0,0,,
15,com.anyplex.hls.wish,3rd,yes,0,0,,
16,com.ktmusic.geniemusic,3rd,yes,0,0,,
17,com.clickplayhk,3rd,yes,0,0,,
18,com.now.newsapp,3rd,yes,0,0,,
19,com.amazon.avod.thirdpartyclient|0|29,3rd,yes,0,0,,
20,com.tvb.mytvsuper,3rd,yes,0,2.9.0,,
21,com.fandango,3rd,yes,0,0,,
22,com.mgo.application,3rd,yes,0,0,,
23,com.nextmedia,3rd,yes,0,4.6.0,,
