COL_WEATHER_CONVERTED_ICON_NUM,COL_WEATHER_TIME,COL_WEATHER_CURRENT_TEMP,COL_WEATHER_WEATHER_TEXT,COL_WEATHER_NAME,COL_WEATHER_NAME_ENG,COL_WEATHER_KEY,COL_WEATHER_AQI_INDEX,COL_WEATHER_STATE,COL_WEATHER_STATE_ENG,COL_WEATHER_COUNTRY,COL_WEATHER_COUNTRY_ENG,COL_WEATHER_LOCATION,COL_WEATHER_LATITUDE,COL_WEATHER_LONGITUDE,COL_WEATHER_THEME_CODE,COL_WEATHER_TIMEZONE,COL_WEATHER_IS_DAYLIGHT_SAVING,COL_WEATHER_UPDATE_TIME,COL_WEATHER_SUNRISE_TIME,COL_WEATHER_SUNSET_TIME,COL_WEATHER_IS_DAY_OR_NIGHT,COL_WEATHER_FEELSLIKE_TEMP,COL_WEATHER_HIGH_TEMP,COL_WEATHER_LOW_TEMP,COL_WEATHER_YESTERDAY_HIGH_TEMP,COL_WEATHER_YESTERDAY_LOW_TEMP,COL_WEATHER_ICON_NUM,COL_WEATHER_FORECAST_TEXT,COL_WEATHER_DAY_RAIN_PROBABILITY,COL_WEATHER_DAY_SNOW_PROBABILITY,COL_WEATHER_DAY_HAIL_PROBABILITY,COL_WEATHER_DAY_PRECIPITATION_PROBABILITY,COL_WEATHER_DAY_RAIN_AMOUNT,COL_WEATHER_DAY_SNOW_AMOUNT,COL_WEATHER_DAY_HAIL_AMOUNT,COL_WEATHER_DAY_PRECIPITATION_AMOUNT,COL_WEATHER_NIGHT_RAIN_PROBABILITY,COL_WEATHER_NIGHT_SNOW_PROBABILITY,COL_WEATHER_NIGHT_HAIL_PROBABILITY,COL_WEATHER_NIGHT_PRECIPITATION_PROBABILITY,COL_WEATHER_NIGHT_RAIN_AMOUNT,COL_WEATHER_NIGHT_SNOW_AMOUNT,COL_WEATHER_NIGHT_HAIL_AMOUNT,COL_WEATHER_NIGHT_PRECIPITATION_AMOUNT,COL_WEATHER_URL,COL_WEATHER_ORDER,COL_WEATHER_HAS_INDEX,COL_WEATHER_PRIVACY,COL_WEATHER_BROADCAST,COL_WEATHER_10MIN,COL_WEATHER_PROVIDER_NAME,COL_WEATHER_INSIGHT_SERIALIZED_JSON
1,1626977028000,26.0,Partly Cloudy,Blacksburg,Blacksburg,cityId:current,-1,Virginia,Virginia,United States,United States,47482b4760be8b67d164a7643d7dcc2f4a6a70112357d7b060166f8d57275d24,,,,GMT-04:00,1,1626977233794,1626949108000,1627000632000,3,27.0,27.0,14.0,28.0,15.0,30,,0,0,0,0,0.0,0.0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,https://weather.com/weather/today/l/47482b4760be8b67d164a7643d7dcc2f4a6a70112357d7b060166f8d57275d24?par=samsung_widget&temp=c,0,1,,,,TWC,"{""major"":{""contentName"":""COVID - 19"",""contents"":[{""description"":""678"",""subDescription"":"""",""title"":""Confirmed Cases""},{""description"":""4"",""subDescription"":"""",""title"":""Deaths""}],""imgUrl"":"""",""locationName"":""Virginia"",""reportDate"":""2021-07-21"",""subUrl"":""https://weather.com/coronavirus/l/47482b4760be8b67d164a7643d7dcc2f4a6a70112357d7b060166f8d57275d24?par\u003dsamsung_widget\u0026temp\u003dc#dataSources"",""url"":""https://weather.com/coronavirus/l/47482b4760be8b67d164a7643d7dcc2f4a6a70112357d7b060166f8d57275d24?par\u003dsamsung_widget\u0026temp\u003dc""},""majorPosition"":0,""updateTime"":1626977233798}"
