_id,url,savePath,tempPath,name,chunkCount,status,curBytes,totalBytes,eTag,onlyWifi,force,retryCount,extra,mimeType,title,notificationEnable,notificationVisibility,isFirstDownload,isFirstSuccess,needHttpsToHttpRetry,downloadTime,packageName,md5,retryDelay,curRetryTime,retryDelayStatus,defaultHttpServiceBackUp,chunkRunnableReuse,retryDelayTimeArray,chunkDowngradeRetry,backUpUrlsStr,backUpUrlRetryCount,realDownloadTime,retryScheduleMinutes,independentProcess,auxiliaryJsonobjectString,iconUrl,appVersionCode,taskId
-1329496242,https://v19-us.tiktokcdn.com/8d5dcd4e83ac222896eaef26195f11bc/60d695e1/video/tos/alisg/tos-alisg-v-0000/1ac0e15b4142463fb2f02e88b9be4803/?a=1233&br=2942&bt=1471&cd=0%7C0%7C0&ch=0&cr=3&cs=0&dr=0&ds=6&er=&l=2021062520495401010712911706AD706F&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2l1ZzM7bjU1NjMzODYzNEApaTlmNDg6ZWVmN2dnNDg7aWdhcm9ea3FnYTZgLS1kMC1zczZgXi5eY18zMC5eMy9jNTI6Yw%3D%3D&vl=&vr=,/data/user/0/com.zhiliaoapp.musically/files/commercialize/topview/,,6976688587177757953,1,-3,2836840,2836840,,0,0,0,,,,0,0,0,0,0,37564,,217d30b41530d9a9c74882527e1d53b4,0,0,0,1,0,,0,"[""https:\/\/v16m-us.tiktokcdn.com\/9d36374f14677b5eb216efa0fd26498e\/60d695e1\/video\/tos\/alisg\/tos-alisg-v-0000\/1ac0e15b4142463fb2f02e88b9be4803\/?a=1233&br=2942&bt=1471&cd=0%7C0%7C0&ch=0&cr=3&cs=0&dr=0&ds=6&er=&l=2021062520495401010712911706AD706F&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2l1ZzM7bjU1NjMzODYzNEApaTlmNDg6ZWVmN2dnNDg7aWdhcm9ea3FnYTZgLS1kMC1zczZgXi5eY18zMC5eMy9jNTI6Yw%3D%3D&vl=&vr="",""https:\/\/api16-normal-c-useast1a.tiktokv.com\/aweme\/v1\/play\/?video_id=v10033g50000c392d2jkt8n0adrrufd0&line=0&ratio=540p&media_type=4&vr_type=0&improve_bitrate=0&is_play_url=1&source=PackSourceEnum_FEED""]",0,37178243684,0,0,"{""dbjson_key_expect_file_length"":0,""executor_group"":0,""auto_install"":1,""need_sdk_monitor"":true,""monitor_scene"":""ad_splash_video_preload"",""extra_monitor_status"":[],""dbjson_key_download_prepare_time"":10,""dbjson_last_start_download_time"":1624654194701,""dbjson_key_first_speed_time"":384,""dbjson_key_preconnect_level"":0,""dbjson_key_all_connect_time"":375,""rw_concurrent"":0,""ttmd5_check_status"":0}",,0,bd7a1b2f-4770-41c9-875e-db2d20185918
-1317235189,https://v16m-us.tiktokcdn.com/a5a2c9ef8ecaa15871aa29fd7e53c69d/60c1b3ea/video/tos/alisg/tos-alisg-v-0000/26ca779c2296415a953fd227e887277e/?a=1233&br=1896&bt=948&cd=0%7C0%7C0&ch=0&cr=3&cs=&cv=1&dr=0&ds=6&er=&l=202106100040250101071290193BB22531&lr=all&mime_type=video_mp4&net=0&pl=0&qs=11&rc=MzU4cG50a3ZlNTMzODYzM0ApZTdnPDozaTxkNzVmZzlnZWdsMHEuZS1kMXNgLS1kMDRzczQ0MGE0LzYuXzMxNC0vLmA6Yw%3D%3D&vl=&vr=,/data/user/0/com.zhiliaoapp.musically/files/commercialize/topview/,,6971577703816269058,1,-3,1964187,1964187,,0,0,0,,video/mp4,,0,0,0,0,0,59995,,d5e3f02afb4b65de039862b31163fdf1,0,0,0,1,0,,0,"[""https:\/\/v25-us.tiktokcdn.com\/d272fe634600d114e72489ff9fe79000\/60c1b3ea\/video\/tos\/alisg\/tos-alisg-v-0000\/26ca779c2296415a953fd227e887277e\/?a=1233&br=1896&bt=948&cd=0%7C0%7C0&ch=0&cr=3&cs=&cv=1&dr=0&ds=6&er=&l=202106100040250101071290193BB22531&lr=all&mime_type=video_mp4&net=0&pl=0&qs=11&rc=MzU4cG50a3ZlNTMzODYzM0ApZTdnPDozaTxkNzVmZzlnZWdsMHEuZS1kMXNgLS1kMDRzczQ0MGE0LzYuXzMxNC0vLmA6Yw%3D%3D&vl=&vr="",""https:\/\/api16-normal-c-useast1a.tiktokv.com\/aweme\/v1\/play\/?video_id=v07033g50000c2vb4sgh0qhk1mt532o0&line=0&ratio=540p&media_type=4&vr_type=0&improve_bitrate=0&is_play_url=1&bytevc1=1&quality_type=11&adapt540=1&source=PackSourceEnum_FEED""]",0,49451824043,0,0,"{""dbjson_key_expect_file_length"":0,""executor_group"":0,""auto_install"":1,""need_sdk_monitor"":true,""monitor_scene"":""ad_splash_video_preload"",""extra_monitor_status"":[],""dbjson_key_download_prepare_time"":5,""dbjson_last_start_download_time"":1623285636987,""dbjson_key_first_speed_time"":10540,""dbjson_key_preconnect_level"":0,""dbjson_key_all_connect_time"":10492,""rw_concurrent"":0,""ttmd5_check_status"":0}",,0,9cb189b7-38de-40f4-9b5d-bfb1dd06b113
-1291926208,https://v21-us.tiktokcdn.com/video/tos/alisg/tos-alisg-v-0000/e1332e42890945b7b2421c351fa6330a/?VExpiration=1622622328&VSignature=e61942851508abf0e9db62290698ee87&a=1233&br=4616&bt=2308&cd=0%7C0%7C0&ch=0&cr=3&cs=0&dr=0&ds=6&er=&l=2021060202250701010713018839CF1FD0&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3dmNWRxZWg7NTMzODYzM0ApZTo8Njk8M2RpN2c1PGUzPGdoZmxxNDZucGdgLS1kMDRzc2IvMzJhNTIvNl5iMV42LTI6Yw%3D%3D&vl=&vr=,/storage/emulated/0/Android/data/com.zhiliaoapp.musically/awemeSplashCache/,,6966995951152008450,1,-3,6003395,6003395,,0,0,0,,video/mp4,,0,0,0,0,0,1285,,52fdc7c3866db7af522e28ec615b783d,0,0,0,1,0,,0,"[""https:\/\/v39-us.tiktokcdn.com\/14c3c7af18de4a26182978e9facbddd9\/60b74078\/video\/tos\/alisg\/tos-alisg-v-0000\/e1332e42890945b7b2421c351fa6330a\/?a=1233&br=4616&bt=2308&cd=0%7C0%7C0&ch=0&cr=3&cs=0&dr=0&ds=6&er=&l=2021060202250701010713018839CF1FD0&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3dmNWRxZWg7NTMzODYzM0ApZTo8Njk8M2RpN2c1PGUzPGdoZmxxNDZucGdgLS1kMDRzc2IvMzJhNTIvNl5iMV42LTI6Yw%3D%3D&vl=&vr="",""https:\/\/api16-normal-c-useast1a.tiktokv.com\/aweme\/v1\/play\/?video_id=v07033g50000c2j8seqb9n7at2ocitk0&line=0&ratio=540p&media_type=4&vr_type=0&improve_bitrate=0&is_play_url=1&source=PackSourceEnum_FEED""]",0,1154266406,0,0,"{""dbjson_key_expect_file_length"":0,""executor_group"":0,""auto_install"":1,""need_sdk_monitor"":true,""monitor_scene"":""ad_splash_video_preload"",""extra_monitor_status"":[],""dbjson_key_download_prepare_time"":14,""dbjson_last_start_download_time"":1622600709179,""dbjson_key_first_speed_time"":130,""dbjson_key_preconnect_level"":0,""dbjson_key_all_connect_time"":111,""rw_concurrent"":0,""ttmd5_check_status"":0}",,0,478b1cea-af09-4803-bade-4085cabd3419
-1282725846,https://v16m-us.tiktokcdn.com/10a8a636dc9f329935b5f3c617707189/60a4f5d7/video/tos/alisg/tos-alisg-v-0000/b5588cbcc13345b9b26cd8957bea4184/?a=1233&br=2186&bt=1093&cd=0%7C0%7C0&ch=0&cr=3&cs=0&dr=0&ds=6&er=&l=202105190525520101071290943BE4852C&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2l4cDVrb2ppNTMzODYzM0ApODQ8ODxkZWU7N2Y6ZTVmaWdkYnE0amg1b2VgLS1kMDRzczAuLmM1YGFeYC9iYjJjLjU6Yw%3D%3D&vl=&vr=,/storage/emulated/0/Android/data/com.zhiliaoapp.musically/awemeSplashCache/,,6963408972271389953,1,-3,3184031,3184031,,0,0,0,,video/mp4,,0,0,0,0,0,34744,,f7799704df35083db497572ff1b79327,0,0,0,1,0,,0,"[""https:\/\/v19-us.tiktokcdn.com\/55c390a1e4bbc2732727c94819928240\/60a4f5d7\/video\/tos\/alisg\/tos-alisg-v-0000\/b5588cbcc13345b9b26cd8957bea4184\/?a=1233&br=2186&bt=1093&cd=0%7C0%7C0&ch=0&cr=3&cs=0&dr=0&ds=6&er=&l=202105190525520101071290943BE4852C&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2l4cDVrb2ppNTMzODYzM0ApODQ8ODxkZWU7N2Y6ZTVmaWdkYnE0amg1b2VgLS1kMDRzczAuLmM1YGFeYC9iYjJjLjU6Yw%3D%3D&vl=&vr="",""https:\/\/api16-normal-c-useast1a.tiktokv.com\/aweme\/v1\/play\/?video_id=v07033g50000c2hfrg8lkhm27mtuefg0&line=0&ratio=540p&media_type=4&vr_type=0&improve_bitrate=0&is_play_url=1&source=PackSourceEnum_FEED""]",0,34230473373,0,0,"{""dbjson_key_expect_file_length"":0,""executor_group"":0,""need_sdk_monitor"":true,""monitor_scene"":""ad_splash_video_preload"",""extra_monitor_status"":[],""dbjson_key_download_prepare_time"":3,""dbjson_last_start_download_time"":1621401952326,""dbjson_key_first_speed_time"":512,""dbjson_key_preconnect_level"":0,""dbjson_key_all_connect_time"":493,""rw_concurrent"":0,""ttmd5_check_status"":0}",,0,
-1258247879,https://v16m-us.tiktokcdn.com/887502044aa4bff90e8723b931ec4d19/60b9fee1/video/tos/alisg/tos-alisg-v-0000/24222ff68cff4019986674a9cdc6a608/?a=1233&br=2494&bt=1247&cd=0%7C0%7C0&ch=0&cr=3&cs=0&dr=0&ds=6&er=&l=2021060404221901010712911433EF9B2C&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2tmbzg8NW1vNTMzODYzM0ApOWQzM2ZpaWVoN2c2Njs7NGdqbDZvXzVsbHBgLS1kMDRzczZhL2MtMjVgNjJfX2NjMzA6Yw%3D%3D&vl=&vr=,/storage/emulated/0/Android/data/com.zhiliaoapp.musically/awemeSplashCache/,,6969708139159620865,1,-3,968516,968516,,0,0,0,,video/mp4,,0,0,0,0,0,486,,127dc0b54ed276565e4ad368b3595554,0,0,0,1,0,,0,"[""https:\/\/v19-us.tiktokcdn.com\/a2b0d4defc72ba3cf7a687eaa4780c3a\/60b9fee1\/video\/tos\/alisg\/tos-alisg-v-0000\/24222ff68cff4019986674a9cdc6a608\/?a=1233&br=2494&bt=1247&cd=0%7C0%7C0&ch=0&cr=3&cs=0&dr=0&ds=6&er=&l=2021060404221901010712911433EF9B2C&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2tmbzg8NW1vNTMzODYzM0ApOWQzM2ZpaWVoN2c2Njs7NGdqbDZvXzVsbHBgLS1kMDRzczZhL2MtMjVgNjJfX2NjMzA6Yw%3D%3D&vl=&vr="",""https:\/\/api16-normal-c-useast1a.tiktokv.com\/aweme\/v1\/play\/?video_id=v07033g50000c2slojo289b5rl9cohm0&line=0&ratio=540p&media_type=4&vr_type=0&improve_bitrate=0&is_play_url=1&source=PackSourceEnum_FEED""]",0,332249062,0,0,"{""dbjson_key_expect_file_length"":0,""executor_group"":0,""auto_install"":1,""need_sdk_monitor"":true,""monitor_scene"":""ad_splash_video_preload"",""extra_monitor_status"":[],""dbjson_key_download_prepare_time"":14,""dbjson_last_start_download_time"":1622780538989,""dbjson_key_first_speed_time"":152,""dbjson_key_preconnect_level"":0,""dbjson_key_all_connect_time"":116,""rw_concurrent"":0,""ttmd5_check_status"":0}",,0,baa3edae-ac9b-4134-9c67-506e8fcbf59c
-1231067150,https://sf16-webcast.tiktokcdn.com/obj/maliva/webcast-va/08e37e5da73fbcb309f94895311fcb78.zip,/data/user/0/com.zhiliaoapp.musically/app_assets/08e37e5da73fbcb309f94895311fcb78,,/75cfb618ba30a6b6bfae91c429ae49d3,1,-3,191571,191571,,0,0,0,,application/zip,,0,0,0,0,0,12181,,,0,0,0,1,0,,0,,0,10837466662,0,0,"{""dbjson_key_expect_file_length"":0,""executor_group"":0,""need_sdk_monitor"":true,""extra_monitor_status"":[],""dbjson_key_download_prepare_time"":2,""dbjson_last_start_download_time"":1618092197042,""dbjson_key_first_speed_time"":1339,""dbjson_key_preconnect_level"":0,""dbjson_key_all_connect_time"":1328,""rw_concurrent"":0,""ttmd5_check_status"":2}",,0,
-1091656424,https://v39-us.tiktokcdn.com/7ab6515b2b906f8d00dbd4d99024c814/60ce81f0/video/tos/alisg/tos-alisg-v-0000/18ccf4138be841bebd9dbd968194d97f/?a=1233&br=2842&bt=1421&cd=0%7C0%7C0&ch=0&cr=3&cs=0&dr=0&ds=6&er=&l=202106191746410101071301840B745F44&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=am9uN2xyeDNyNjMzODYzNEApPDczMzM8aTtlN2c3ZDk8NWdjNDUxY2dqNjJgLS1kMC1zcy1jLjMtMGJiYi5hL2JeNS46Yw%3D%3D&vl=&vr=,/data/user/0/com.zhiliaoapp.musically/files/commercialize/topview/,,6975082053717003521,1,-3,2741544,2741544,,0,0,0,,video/mp4,,0,0,0,0,0,76366,,367bede38afc6afa2b4d6cd1097fa316,0,0,0,1,0,,0,"[""https:\/\/v21-us.tiktokcdn.com\/video\/tos\/alisg\/tos-alisg-v-0000\/18ccf4138be841bebd9dbd968194d97f\/?VExpiration=1624146416&VSignature=43575742cc0b00a34c9dea1c756e67d1&a=1233&br=2842&bt=1421&cd=0%7C0%7C0&ch=0&cr=3&cs=0&dr=0&ds=6&er=&l=202106191746410101071301840B745F44&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=am9uN2xyeDNyNjMzODYzNEApPDczMzM8aTtlN2c3ZDk8NWdjNDUxY2dqNjJgLS1kMC1zcy1jLjMtMGJiYi5hL2JeNS46Yw%3D%3D&vl=&vr="",""https:\/\/api16-normal-c-useast1a.tiktokv.com\/aweme\/v1\/play\/?video_id=v10033g50000c35o90mujofi448k7lfg&line=0&ratio=540p&media_type=4&vr_type=0&improve_bitrate=0&is_play_url=1&source=PackSourceEnum_FEED""]",0,74992760597,0,0,"{""dbjson_key_expect_file_length"":0,""executor_group"":0,""auto_install"":1,""need_sdk_monitor"":true,""monitor_scene"":""ad_splash_video_preload"",""extra_monitor_status"":[],""dbjson_key_download_prepare_time"":4,""dbjson_last_start_download_time"":1624124802400,""dbjson_key_first_speed_time"":1372,""dbjson_key_preconnect_level"":0,""dbjson_key_all_connect_time"":1336,""rw_concurrent"":0,""ttmd5_check_status"":0}",,0,8d372af8-f688-4b9b-9510-290a88633a6e
-1059935813,https://v39-us.tiktokcdn.com/ab60246b06dd68eb9286e6fe8fbd87be/60d69a9e/video/tos/useast2a/tos-useast2a-pve-0068/04cbfe5960a24f00b4f176d0f1a3fddc/?a=1233&br=1542&bt=771&cd=0%7C0%7C0&ch=0&cr=3&cs=&cv=1&dr=0&ds=6&er=&l=2021062521095301010712901513AD5D85&lr=all&mime_type=video_mp4&net=0&pl=0&qs=11&rc=amdvOjZ1cWllNjMzNzczM0ApMzZkNmc5Z2RlNzU5OTZnZGdjby41cmVtcF5gLS1kMTZzczBgNS4zLTUwNWEuNF40LV86Yw%3D%3D&vl=&vr=,/data/user/0/com.zhiliaoapp.musically/files/commercialize/topview/,,6977410948009053445,1,-3,2852274,2852274,,0,0,0,,,,0,0,0,0,0,1281,,8f7f4175108148c7fdf8fb73a8e1245e,0,0,0,1,0,,0,"[""https:\/\/v25-us.tiktokcdn.com\/bb54aab577a054e810149061011fd586\/60d69a9e\/video\/tos\/useast2a\/tos-useast2a-pve-0068\/04cbfe5960a24f00b4f176d0f1a3fddc\/?a=1233&br=1542&bt=771&cd=0%7C0%7C0&ch=0&cr=3&cs=&cv=1&dr=0&ds=6&er=&l=2021062521095301010712901513AD5D85&lr=all&mime_type=video_mp4&net=0&pl=0&qs=11&rc=amdvOjZ1cWllNjMzNzczM0ApMzZkNmc5Z2RlNzU5OTZnZGdjby41cmVtcF5gLS1kMTZzczBgNS4zLTUwNWEuNF40LV86Yw%3D%3D&vl=&vr="",""https:\/\/api16-normal-c-useast1a.tiktokv.com\/aweme\/v1\/play\/?video_id=v09044g40000c3absfpnhru3871lrdfg&line=0&ratio=540p&media_type=4&vr_type=0&improve_bitrate=0&is_play_url=1&bytevc1=1&quality_type=11&adapt540=1&source=PackSourceEnum_FEED""]",0,831769010,0,0,"{""dbjson_key_expect_file_length"":0,""executor_group"":0,""auto_install"":1,""need_sdk_monitor"":true,""monitor_scene"":""ad_splash_video_preload"",""extra_monitor_status"":[],""dbjson_key_download_prepare_time"":10,""dbjson_last_start_download_time"":1624655394045,""dbjson_key_first_speed_time"":447,""dbjson_key_preconnect_level"":0,""dbjson_key_all_connect_time"":442,""rw_concurrent"":0,""ttmd5_check_status"":0}",,0,efc9fc75-069f-4068-903e-0725300f8fa5
-1029765246,https://sf16-webcast.tiktokcdn.com/obj/maliva/webcast-va/c91b5b05055519684f7ba74b87b515fa.zip,/data/user/0/com.zhiliaoapp.musically/app_assets/c91b5b05055519684f7ba74b87b515fa,,/cb470a69ae4ee5bc1f1c87ee70b9303b,1,-3,206045,206045,,0,0,0,,application/zip,,0,0,0,0,0,2268,,,0,0,0,1,0,,0,,0,2018970364,0,0,"{""dbjson_key_expect_file_length"":0,""executor_group"":0,""need_sdk_monitor"":true,""extra_monitor_status"":[],""dbjson_key_download_prepare_time"":1,""dbjson_last_start_download_time"":1618092200200,""dbjson_key_first_speed_time"":243,""dbjson_key_preconnect_level"":0,""dbjson_key_all_connect_time"":220,""rw_concurrent"":0,""ttmd5_check_status"":2}",,0,
-1014341880,https://v16m-us.tiktokcdn.com/5f79e306be581810ff24be873f88de8b/60b9feef/video/tos/alisg/tos-alisg-v-0000/59bee63032ae4326be98b01f65e4e471/?a=1233&br=2812&bt=1406&cd=0%7C0%7C0&ch=0&cr=3&cs=&cv=1&dr=0&ds=6&er=&l=2021060404221901010712911433EF9B2C&lr=all&mime_type=video_mp4&net=0&pl=0&qs=11&rc=M3dmNWRxZWg7NTMzODYzM0ApOmU5ZWhmZzw5N2g1NWU4NGdoZmxxNDZucGdgLS1kMDRzczRgYTBjNTEuLjZhMGJfNTA6Yw%3D%3D&vl=&vr=,/storage/emulated/0/Android/data/com.zhiliaoapp.musically/awemeSplashCache/,,6969572506449497346,1,-3,3676793,3676793,,0,0,0,,video/mp4,,0,0,0,0,0,775,,04a697074f82a52ab692d5857fee934b,0,0,0,1,0,,0,"[""https:\/\/v19-us.tiktokcdn.com\/90f88e796148009eb0f31b65b61ea525\/60b9feef\/video\/tos\/alisg\/tos-alisg-v-0000\/59bee63032ae4326be98b01f65e4e471\/?a=1233&br=2812&bt=1406&cd=0%7C0%7C0&ch=0&cr=3&cs=&cv=1&dr=0&ds=6&er=&l=2021060404221901010712911433EF9B2C&lr=all&mime_type=video_mp4&net=0&pl=0&qs=11&rc=M3dmNWRxZWg7NTMzODYzM0ApOmU5ZWhmZzw5N2g1NWU4NGdoZmxxNDZucGdgLS1kMDRzczRgYTBjNTEuLjZhMGJfNTA6Yw%3D%3D&vl=&vr="",""https:\/\/api16-normal-c-useast1a.tiktokv.com\/aweme\/v1\/play\/?video_id=v07033g50000c2j8seqb9n7at2ocitk0&line=0&ratio=540p&media_type=4&vr_type=0&improve_bitrate=0&is_play_url=1&bytevc1=1&quality_type=11&adapt540=1&source=PackSourceEnum_FEED""]",0,636568593,0,0,"{""dbjson_key_expect_file_length"":0,""executor_group"":0,""auto_install"":1,""need_sdk_monitor"":true,""monitor_scene"":""ad_splash_video_preload"",""extra_monitor_status"":[],""dbjson_key_download_prepare_time"":22,""dbjson_last_start_download_time"":1622780538974,""dbjson_key_first_speed_time"":136,""dbjson_key_preconnect_level"":0,""dbjson_key_all_connect_time"":130,""rw_concurrent"":0,""ttmd5_check_status"":0}",,0,9ebee05d-46b7-4a14-b0ca-c5479bbf163e
-932739237,https://v39-us.tiktokcdn.com/81214a4683e63f30a633815181c1946f/60a0ea25/video/tos/alisg/tos-alisg-v-0000/ec8421aae9164a0e8a29098cdb252491/?a=1233&br=1436&bt=718&cd=0%7C0%7C0&ch=0&cr=3&cs=&cv=1&dr=0&ds=6&er=&l=202105160347000101920560674D1801C3&lr=all&mime_type=video_mp4&net=0&pl=0&qs=11&rc=anFoeDx2O2c3NTMzODYzM0ApZGU5ZjRlZTs5Nzs8ZDU1NWdlXmEvM20ucGFgLS1kMDRzcy4xNjU1Nl5iMi0zXzFiLzM6Yw%3D%3D&vl=&vr=,/storage/emulated/0/Android/data/com.zhiliaoapp.musically/awemeSplashCache/,,6960985182400810242,1,-3,1579430,1579430,,0,0,0,,video/mp4,,0,0,0,0,0,26342,,40d0219f87a7930c15957e903bc11941,0,0,0,1,0,,0,"[""https:\/\/v25-us.tiktokcdn.com\/63696eaa9fb5f6ccc45be5954f2e41d9\/60a0ea25\/video\/tos\/alisg\/tos-alisg-v-0000\/ec8421aae9164a0e8a29098cdb252491\/?a=1233&br=1436&bt=718&cd=0%7C0%7C0&ch=0&cr=3&cs=&cv=1&dr=0&ds=6&er=&l=202105160347000101920560674D1801C3&lr=all&mime_type=video_mp4&net=0&pl=0&qs=11&rc=anFoeDx2O2c3NTMzODYzM0ApZGU5ZjRlZTs5Nzs8ZDU1NWdlXmEvM20ucGFgLS1kMDRzcy4xNjU1Nl5iMi0zXzFiLzM6Yw%3D%3D&vl=&vr="",""https:\/\/api16-normal-c-useast1a.tiktokv.com\/aweme\/v1\/play\/?video_id=v07033g50000c2d4sd18ps692udeanhg&line=0&ratio=540p&media_type=4&vr_type=0&improve_bitrate=0&is_play_url=1&bytevc1=1&quality_type=11&adapt540=1&source=PackSourceEnum_FEED""]",0,24881944522,0,0,"{""dbjson_key_expect_file_length"":0,""executor_group"":0,""need_sdk_monitor"":true,""monitor_scene"":""ad_splash_video_preload"",""extra_monitor_status"":[],""dbjson_key_download_prepare_time"":7,""dbjson_last_start_download_time"":1621136821712,""dbjson_key_first_speed_time"":1457,""dbjson_key_preconnect_level"":0,""dbjson_key_all_connect_time"":1437,""rw_concurrent"":0,""ttmd5_check_status"":0}",,0,
-864147579,https://v16m-us.tiktokcdn.com/9bafa90f0c5c0d6c0cec77a379dee7ab/60c1b3f8/video/tos/useast2a/tos-useast2a-pve-0068/d3b57c6803ac4ac9b43120656a951458/?a=1233&br=1490&bt=745&cd=0%7C0%7C0&ch=0&cr=3&cs=&cv=1&dr=0&ds=6&er=&l=202106100040250101071290193BB22531&lr=all&mime_type=video_mp4&net=0&pl=0&qs=11&rc=M29oaDs8c3NtNTMzNzgzM0ApPDM8Nmk8aDw6NzczODY0M2dzaTZeZDYwY3BgLS1kLzZzczQvNV8uLS4xYTI0LmA2LV46Yw%3D%3D&vl=&vr=,/data/user/0/com.zhiliaoapp.musically/files/commercialize/topview/,,6969663936291523845,1,-3,2881104,2881104,,0,0,0,,video/mp4,,0,0,0,0,0,61820,,d06a1a8e74b52c154571f1d08fb34d31,0,0,0,1,0,,0,"[""https:\/\/v25-us.tiktokcdn.com\/5585b9579e3968967c632b7627295703\/60c1b3f8\/video\/tos\/useast2a\/tos-useast2a-pve-0068\/d3b57c6803ac4ac9b43120656a951458\/?a=1233&br=1490&bt=745&cd=0%7C0%7C0&ch=0&cr=3&cs=&cv=1&dr=0&ds=6&er=&l=202106100040250101071290193BB22531&lr=all&mime_type=video_mp4&net=0&pl=0&qs=11&rc=M29oaDs8c3NtNTMzNzgzM0ApPDM8Nmk8aDw6NzczODY0M2dzaTZeZDYwY3BgLS1kLzZzczQvNV8uLS4xYTI0LmA2LV46Yw%3D%3D&vl=&vr="",""https:\/\/api16-normal-c-useast1a.tiktokv.com\/aweme\/v1\/play\/?video_id=v09025g40000c2sjfp3p99g8ae9ellv0&line=0&ratio=540p&media_type=4&vr_type=0&improve_bitrate=0&is_play_url=1&bytevc1=1&quality_type=11&adapt540=1&source=PackSourceEnum_FEED""]",0,57615767843,0,0,"{""dbjson_key_expect_file_length"":0,""executor_group"":0,""auto_install"":1,""need_sdk_monitor"":true,""monitor_scene"":""ad_splash_video_preload"",""extra_monitor_status"":[],""dbjson_key_download_prepare_time"":10,""dbjson_last_start_download_time"":1623285637004,""dbjson_key_first_speed_time"":4199,""dbjson_key_preconnect_level"":0,""dbjson_key_all_connect_time"":4153,""rw_concurrent"":0,""ttmd5_check_status"":0}",,0,87be880b-3d16-40b5-8e36-a29ffd358fdc
-824317944,https://v19-us.tiktokcdn.com/25e5e3ac6822bc18e44d2af7865aa2f0/60cc5c5b/video/tos/alisg/tos-alisg-v-0000/7878f147bfe4409ba1624cab134bfe5d/?a=1233&br=2810&bt=1405&cd=0%7C0%7C0&ch=0&cr=3&cs=0&dr=0&ds=6&er=&l=202106180241080101071301830FBE17CC&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajQ6bnQ8OHE4NjMzODYzM0ApPDVmNGdmOTw1N2hlZDc3NGdhMWxfNDRwNTJgLS1kMDRzcy81XjVgXy8vYjE1YzAuLWM6Yw%3D%3D&vl=&vr=,/data/user/0/com.zhiliaoapp.musically/files/commercialize/topview/,,6974507643062799618,1,-3,9913864,9913864,,0,0,0,,,,0,0,0,0,0,104758,,26d2d270c6b5f658705fff1681662afa,0,0,0,1,0,,0,"[""https:\/\/v16m-us.tiktokcdn.com\/79e20fc6b1999bdbf31b9c8294e924ed\/60cc5c5b\/video\/tos\/alisg\/tos-alisg-v-0000\/7878f147bfe4409ba1624cab134bfe5d\/?a=1233&br=2810&bt=1405&cd=0%7C0%7C0&ch=0&cr=3&cs=0&dr=0&ds=6&er=&l=202106180241080101071301830FBE17CC&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajQ6bnQ8OHE4NjMzODYzM0ApPDVmNGdmOTw1N2hlZDc3NGdhMWxfNDRwNTJgLS1kMDRzcy81XjVgXy8vYjE1YzAuLWM6Yw%3D%3D&vl=&vr="",""https:\/\/api16-normal-c-useast1a.tiktokv.com\/aweme\/v1\/play\/?video_id=v07033g50000c3558ns5797qbko741dg&line=0&ratio=540p&media_type=4&vr_type=0&improve_bitrate=0&is_play_url=1&source=PackSourceEnum_FEED""]",0,104283664335,0,0,"{""dbjson_key_expect_file_length"":0,""executor_group"":0,""auto_install"":1,""need_sdk_monitor"":true,""monitor_scene"":""ad_splash_video_preload"",""extra_monitor_status"":[],""dbjson_key_download_prepare_time"":3,""dbjson_last_start_download_time"":1623984069191,""dbjson_key_first_speed_time"":472,""dbjson_key_preconnect_level"":0,""dbjson_key_all_connect_time"":464,""rw_concurrent"":0,""ttmd5_check_status"":0}",,0,ec546e93-be34-4c27-8fb4-0d97866d3604
