_id,message_id,message_url,message_body_url,message_read_url,title,extra,unread,unread_orig,deleted,timestamp,raw_message_object,expiration_timestamp
11,HMNNsOjdEeu1tAJCFnJMTA,https://device-api.urbanairship.com/api/user/hiOO0jz3Q_-xJJG7RQxiLg/messages/message/HMNNsOjdEeu1tAJCFnJMTA/,https://device-api.urbanairship.com/api/user/hiOO0jz3Q_-xJJG7RQxiLg/messages/message/HMNNsOjdEeu1tAJCFnJMTA/body/,https://device-api.urbanairship.com/api/user/hiOO0jz3Q_-xJJG7RQxiLg/messages/message/HMNNsOjdEeu1tAJCFnJMTA/read/,Helping connect every student,"{""image_height"":""800"",""com.urbanairship.listing.template"":""text"",""body_text"":""With the power of our biggest and best network ever, we're continuing to help close the homework gap. How? By offering school districts and families free internet, free mobile hotspots and access to affordable laptops and tablets for 10 million eligible households."",""image_url"":""https:\/\/kyocmsprdwusto1.blob.core.windows.net\/assets\/android\/xxxhdpi\/IAM_584_Project10Million_07.20.21_v1.png"",""button_url"":""https:\/\/t-mo.co\/3AX7GK5"",""media_accessibility"":""T-Mobile. Project 10 million."",""custom_message_id"":""584"",""image_width"":""1560"",""button_title"":""Find out more"",""legal_text"":""Available to 10 million eligible households over five years.""}",1,1,,2021-07-20 09:03:34,"{""unread"":true,""message_sent"":""2021-07-20 09:03:34"",""message_id"":""HMNNsOjdEeu1tAJCFnJMTA"",""message_reporting"":{""message_id"":""HMNNsOjdEeu1tAJCFnJMTA""},""title"":""Helping connect every student"",""message_url"":""https:\/\/device-api.urbanairship.com\/api\/user\/hiOO0jz3Q_-xJJG7RQxiLg\/messages\/message\/HMNNsOjdEeu1tAJCFnJMTA\/"",""content_size"":4054,""content_type"":""text\/html"",""message_read_url"":""https:\/\/device-api.urbanairship.com\/api\/user\/hiOO0jz3Q_-xJJG7RQxiLg\/messages\/message\/HMNNsOjdEeu1tAJCFnJMTA\/read\/"",""extra"":{""image_height"":""800"",""com.urbanairship.listing.template"":""text"",""body_text"":""With the power of our biggest and best network ever, we're continuing to help close the homework gap. How? By offering school districts and families free internet, free mobile hotspots and access to affordable laptops and tablets for 10 million eligible households."",""image_url"":""https:\/\/kyocmsprdwusto1.blob.core.windows.net\/assets\/android\/xxxhdpi\/IAM_584_Project10Million_07.20.21_v1.png"",""button_url"":""https:\/\/t-mo.co\/3AX7GK5"",""media_accessibility"":""T-Mobile. Project 10 million."",""custom_message_id"":""584"",""image_width"":""1560"",""button_title"":""Find out more"",""legal_text"":""Available to 10 million eligible households over five years.""},""message_body_url"":""https:\/\/device-api.urbanairship.com\/api\/user\/hiOO0jz3Q_-xJJG7RQxiLg\/messages\/message\/HMNNsOjdEeu1tAJCFnJMTA\/body\/"",""message_expiry"":""2021-08-03 09:00:59""}",2021-08-03 09:00:59
