type,word,wordgroup,wordvalue,flags,CultureId,numericvalue
0,version,0,0,20,9,0
1,:,0,0,0,9,1
2,winter,25,107,0,9,0
2,spring,25,108,0,9,0
2,summer,25,109,0,9,0
2,autumn,25,110,0,9,0
2,1. 0.250,25,111,0,9,0
2,2. 0.250,25,112,0,9,0
2,3. 0.250,25,113,0,9,0
2,4. 0.250,25,114,0,9,0
2,1. 0.500,25,115,0,9,0
2,2. 0.500,25,116,0,9,0
1,am,4,37,0,9,0
1,a.m.,4,37,0,9,0
1,a.m,4,37,0,9,0
1,a m,4,37,0,9,0
1,pm,4,38,0,9,0
1,p.m.,4,38,0,9,0
1,p.m,4,38,0,9,0
1,p m,4,38,0,9,0
1,o'clock,9,39,8,9,0
1,at,9,39,4,9,0
1,the,9,40,36,9,0
1,on the,9,40,36,9,0
1,of,9,40,37,9,0
1,about,9,40,37,9,0
1,this,1,3,16,9,0
1,on this,1,3,16,9,0
1,next,1,2,16,9,0
1,coming,1,2,16,9,0
1,upcoming,1,2,16,9,0
1,on next,1,2,16,9,0
1,on coming,1,2,16,9,0
1,on upcoming,1,2,16,9,0
1,the next,1,2,516,9,0
1,the coming,1,2,516,9,0
1,the upcoming,1,2,516,9,0
1,last,1,1,16,9,0
1,previous,1,1,16,9,0
1,on last,1,1,16,9,0
1,the last,1,1,516,9,0
1,the previous,1,1,516,9,0
1,after next,1,75,0,9,0
1,after coming,1,75,0,9,0
1,after upcoming,1,75,0,9,0
1,before last,1,76,0,9,0
1,after,7,68,4,9,0
1,past,7,68,5,9,0
1,till,7,69,8197,9,0
1,to,7,69,8197,9,0
1,0.250 of,11,50,0,9,0
1,a 0.250,11,50,0,9,0
1,a 0.250 of,11,50,0,9,0
1,0.500 of,11,51,0,9,0
1,a 0.500,11,51,0,9,0
1,a 0.500 of,11,51,0,9,0
1,0.750 of,11,52,0,9,0
1,one,11,49,1,9,0
1,tonight,6,21,0,9,0
1,tonights,6,21,0,9,0
1,tonight's,6,21,0,9,0
1,minute,2,64,8,9,0
1,a minute,2,64,64,9,0
1,minutes,2,64,8,9,0
1,min,2,64,8,9,0
1,min.,2,64,8,9,0
1,mins,2,64,8,9,0
1,hour,2,65,8,9,0
1,an hour,2,65,64,9,0
1,hours,2,65,8,9,0
1,second,2,41,8,9,0
1,2nd,2,41,8,9,0
1,a second,2,41,64,9,0
1,seconds,2,41,8,9,0
1,sec,2,41,8,9,0
1,secs,2,41,8,9,0
1,sec.,2,41,8,9,0
1,evening,4,17,0,9,0
1,evenings,4,17,0,9,0
1,evening's,4,17,0,9,0
1,morning,4,15,0,9,0
1,mornings,4,15,0,9,0
1,morning's,4,15,0,9,0
1,night,4,18,0,9,0
1,nights,4,18,0,9,0
1,night's,4,18,0,9,0
1,afternoon,4,16,0,9,0
1,afternoons,4,16,0,9,0
1,afternoon's,4,16,0,9,0
1,all day,4,72,0,9,0
1,work day,4,79,0,9,0
1,breakfast,4,53,0,9,0
1,breakfasts,4,53,0,9,0
1,breakfast's,4,53,0,9,0
1,brunch,4,54,0,9,0
