_id,media_id,_data,_size,format,date_added,date_modified,mime_type,title,description,_display_name,picasa_id,orientation,datetaken,mini_thumb_magic,bucket_id,bucket_display_name,isprivate,duration,bookmark,artist,album,resolution,tags,category,language,media_type,old_id,is_drm,width,height,owner_package_name,color_standard,color_transfer,color_range,_hash,is_pending,date_expires,is_trashed,group_id,primary_directory,secondary_directory,document_id,instance_id,original_document_id,relative_path,volume_name,date_touched,datetime,latitude,longitude,addr,is_favorite,is_hide,sef_file_type,sef_file_sub_type,sef_file_types,burst_group_id,best_image,reusable,spherical_mosaic,smartcrop_rect,smartcrop_rect_ratio,image_clusterid,image_quality,image_screener,captured_url,captured_app,is_360_video,recordingtype,recording_mode,type3dvideo,is_hdr10_video,video_view_mode,video_codec_info,audio_codec_info,resumePos,isPlayed,group_type,cloud_server_id,cloud_revision,hash,cloud_thumb_path,cloud_cached_path,_data2,cloud_server_path,cloud_original_size,is_cloud,dirty,deleted,timestamp,generation_added,generation_modified,xmp,original_file_hash,date_metadata,date_restored,revitalized_type,revitalized_time,revitalized_path,dynamic_view_info,need_parse
2147483670,49,/storage/emulated/0/DCIM/Camera/20210519_205210.jpg,6046089,14336,1621471930,1621471930,image/jpeg,20210519_205210,,20210519_205210.jpg,,90.0,1621471930225,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483670,,,,,,DCIM/Camera/,external_primary,,1621471930225,37.22382736206055,-80.41773223876953,"United States|Virginia|Montgomery County|Blacksburg|null|null|Washington Street Southwest|null|null|435-443 Washington St SW, Blacksburg, VA 24060, USA",0,,,,",2721,",,,,,"1005,70,3310,1025,1005,0,2910,1905,770,0,3310,1905,1005,0,2435,1905,285,0,3670,1905,1030,0,2100,1905","0.24937965,0.036745407,0.82133996,0.53805774,0.24937965,0.0,0.72208434,1.0,0.191067,0.0,0.82133996,1.0,0.24937965,0.0,0.60421836,1.0,0.0707196,0.0,0.91067,1.0,0.25558314,0.0,0.5210918,1.0",23.0,1.0,"blur=0.086636,brightnessMean=0.550894,contrast=0.839844,featureNumber=0.730172,featurePointDistribution=0.518729,motionBlur=0.352479,outFocusBackground=0.941176,overExposure=0.002891,skylineIncline=0.022282,underExposure=0.002517,totalQuality=1.000000",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1621473179478,201,204,,,1621471930231.0,,,,,,
2147483671,50,/storage/emulated/0/DCIM/Camera/20210519_205213.jpg,5535443,14336,1621471933,1621471933,image/jpeg,20210519_205213,,20210519_205213.jpg,,90.0,1621471933351,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483671,,,,,,DCIM/Camera/,external_primary,,1621471933351,37.22382736206055,-80.41773223876953,"United States|Virginia|Montgomery County|Blacksburg|null|null|Washington Street Southwest|null|null|435-443 Washington St SW, Blacksburg, VA 24060, USA",0,,,,",2721,",,,,,"1005,480,2015,1635,965,0,2870,1905,950,0,3490,1905,965,0,2395,1905,570,0,3955,1905,945,0,2015,1905","0.24937965,0.2519685,0.5,0.8582677,0.23945409,0.0,0.7121588,1.0,0.235732,0.0,0.86600494,1.0,0.23945409,0.0,0.5942928,1.0,0.1414392,0.0,0.9813896,1.0,0.23449132,0.0,0.5,1.0",22.0,1.0,"blur=0.161844,brightnessMean=0.562498,contrast=0.707031,featureNumber=0.607441,featurePointDistribution=0.824085,motionBlur=0.844715,outFocusBackground=0.962759,overExposure=0.007472,skylineIncline=0.635465,underExposure=0.000007,totalQuality=0.000000",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1621473179462,206,209,,,1621471933359.0,,,,,,
2147483672,51,/storage/emulated/0/DCIM/Camera/20210519_205217.jpg,6286243,14336,1621471937,1621471937,image/jpeg,20210519_205217,,20210519_205217.jpg,,90.0,1621471937153,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483672,,,,,,DCIM/Camera/,external_primary,,1621471937153,37.22382736206055,-80.41773223876953,"United States|Virginia|Montgomery County|Blacksburg|null|null|Washington Street Southwest|null|null|435-443 Washington St SW, Blacksburg, VA 24060, USA",0,,,,",2721,",,,,,"285,1295,2015,1770,110,0,2015,1905,285,0,2825,1905,285,0,1715,1905,285,0,3670,1905,285,0,1355,1905","0.0707196,0.67979,0.5,0.92913383,0.027295286,0.0,0.5,1.0,0.0707196,0.0,0.7009926,1.0,0.0707196,0.0,0.4255583,1.0,0.0707196,0.0,0.91067,1.0,0.0707196,0.0,0.33622828,1.0",21.0,1.0,"blur=0.000352,brightnessMean=0.682690,contrast=0.777344,featureNumber=0.813381,featurePointDistribution=0.640585,motionBlur=0.128142,outFocusBackground=0.978718,overExposure=0.006190,skylineIncline=0.116761,underExposure=0.000561,totalQuality=1.000000",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1621473179395,211,214,,,1621471937161.0,,,,,,
2147483674,53,/storage/emulated/0/DCIM/Camera/20210519_205250.jpg,6786196,14336,1621471970,1621471970,image/jpeg,20210519_205250,,20210519_205250.jpg,,90.0,1621471970791,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483674,,,,,,DCIM/Camera/,external_primary,,1621471970791,37.2239875793457,-80.41763305664062,"United States|Virginia|Montgomery County|Blacksburg|null|null|Washington Street Southwest|null|null|435-443 Washington St SW, Blacksburg, VA 24060, USA",0,,,,",2721,",,,,,"430,480,3740,1705,430,0,2335,1905,430,0,2970,1905,465,0,1895,1905,355,0,3740,1905,610,0,1680,1905","0.10669975,0.2519685,0.9280397,0.8950131,0.10669975,0.0,0.5794045,1.0,0.10669975,0.0,0.7369727,1.0,0.115384616,0.0,0.47022334,1.0,0.08808933,0.0,0.9280397,1.0,0.15136476,0.0,0.41687346,1.0",20.0,1.0,"blur=0.014798,brightnessMean=0.541643,contrast=0.875000,featureNumber=0.855281,featurePointDistribution=0.696874,motionBlur=0.576958,outFocusBackground=0.970146,overExposure=0.005355,skylineIncline=0.373436,underExposure=0.010517,totalQuality=1.000000",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1621473187953,224,227,,,1621471970803.0,,,,,,
2147483675,54,/storage/emulated/0/DCIM/Camera/20210519_205305.jpg,4431972,14336,1621471985,1621471985,image/jpeg,20210519_205305,,20210519_205305.jpg,,90.0,1621471985025,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483675,,,,,,DCIM/Camera/,external_primary,,1621471985025,37.2239875793457,-80.41763305664062,"United States|Virginia|Montgomery County|Blacksburg|null|null|Washington Street Southwest|null|null|435-443 Washington St SW, Blacksburg, VA 24060, USA",0,,,,",2721,",,,,,"1150,5,4025,1705,1150,0,3055,1905,1150,0,3690,1905,1150,0,2580,1905,645,0,4030,1905,1150,0,2220,1905","0.2853598,0.002624672,0.9987593,0.8950131,0.2853598,0.0,0.7580645,1.0,0.2853598,0.0,0.9156327,1.0,0.2853598,0.0,0.6401985,1.0,0.16004963,0.0,1.0,1.0,0.2853598,0.0,0.5508685,1.0",19.0,1.0,"blur=0.023843,brightnessMean=0.441741,contrast=0.816406,featureNumber=0.588811,featurePointDistribution=0.934498,motionBlur=0.392007,outFocusBackground=0.968420,overExposure=0.001289,skylineIncline=0.858281,underExposure=0.003005,totalQuality=1.000000",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1621473187939,229,232,,,1621471985040.0,,,,,,
2147483676,55,/storage/emulated/0/DCIM/Camera/20210519_205310.jpg,3971142,14336,1621471990,1621471990,image/jpeg,20210519_205310,,20210519_205310.jpg,,90.0,1621471990561,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483676,,,,,,DCIM/Camera/,external_primary,,1621471990561,37.2239875793457,-80.41763305664062,"United States|Virginia|Montgomery County|Blacksburg|null|null|Washington Street Southwest|null|null|435-443 Washington St SW, Blacksburg, VA 24060, USA",0,,,,",2721,",,,,,"715,955,3450,1705,715,0,2620,1905,715,0,3255,1905,715,0,2145,1905,350,0,3735,1905,770,0,1840,1905","0.17741935,0.5013123,0.8560794,0.8950131,0.17741935,0.0,0.6501241,1.0,0.17741935,0.0,0.8076923,1.0,0.17741935,0.0,0.5322581,1.0,0.08684864,0.0,0.926799,1.0,0.191067,0.0,0.4565757,1.0",18.0,1.0,"blur=0.486500,brightnessMean=0.504321,contrast=0.820313,featureNumber=0.421454,featurePointDistribution=0.461616,motionBlur=0.799280,outFocusBackground=0.691546,overExposure=0.002557,skylineIncline=0.278958,underExposure=0.000995,totalQuality=0.950205",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1621473187924,234,237,,,1621471990569.0,,,,,,
2147483677,59,/storage/emulated/0/DCIM/Camera/20210606_175209.jpg,1904139,14336,1623016330,1623016330,image/jpeg,20210606_175209,,20210606_175209.jpg,,90.0,1623016329000,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483677,,,,,,DCIM/Camera/,external_primary,,1623016329000,33.747825622558594,-78.80804443359375,"United States|South Carolina|Horry County|Myrtle Beach|null|null|Costa Verde Drive|null|null|8400 Costa Verde Dr, Myrtle Beach, SC 29572, USA",0,,,,",2721,",,,,,"1005,345,2445,1430,540,0,2445,1905,950,0,3490,1905,1005,0,2435,1905,570,0,3955,1905,1150,0,2220,1905","0.24937965,0.18110237,0.60669976,0.7506562,0.13399504,0.0,0.60669976,1.0,0.235732,0.0,0.86600494,1.0,0.24937965,0.0,0.60421836,1.0,0.1414392,0.0,0.9813896,1.0,0.2853598,0.0,0.5508685,1.0",29.0,1.0,"blur=0.109099,brightnessMean=0.681451,contrast=0.722656,featureNumber=0.571063,featurePointDistribution=0.862069,motionBlur=0.344321,outFocusBackground=0.914866,overExposure=0.012600,skylineIncline=0.022282,underExposure=0.001242,totalQuality=1.000000",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1623016837924,282,285,,,1623016329348.0,,,,,,
2147483678,60,/storage/emulated/0/DCIM/Camera/20210606_175210.jpg,1896478,14336,1623016331,1623016331,image/jpeg,20210606_175210,,20210606_175210.jpg,,90.0,1623016331000,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483678,,,,,,DCIM/Camera/,external_primary,,1623016331000,33.747825622558594,-78.80804443359375,"United States|South Carolina|Horry County|Myrtle Beach|null|null|Costa Verde Drive|null|null|8400 Costa Verde Dr, Myrtle Beach, SC 29572, USA",0,,,,",2721,",,,,,"1005,345,2445,1430,540,0,2445,1905,950,0,3490,1905,1005,0,2435,1905,570,0,3955,1905,1150,0,2220,1905","0.24937965,0.18110237,0.60669976,0.7506562,0.13399504,0.0,0.60669976,1.0,0.235732,0.0,0.86600494,1.0,0.24937965,0.0,0.60421836,1.0,0.1414392,0.0,0.9813896,1.0,0.2853598,0.0,0.5508685,1.0",29.0,1.0,"blur=0.172362,brightnessMean=0.684902,contrast=0.734375,featureNumber=0.572068,featurePointDistribution=0.888883,motionBlur=0.369783,outFocusBackground=0.925374,overExposure=0.034723,skylineIncline=0.011577,underExposure=0.001162,totalQuality=1.000000",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1623016837891,287,290,,,1623016331178.0,,,,,,
2147483679,61,/storage/emulated/0/DCIM/Camera/20210606_175236.jpg,1889056,14336,1623016357,1623016357,image/jpeg,20210606_175236,,20210606_175236.jpg,,90.0,1623016356000,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483679,,,,,,DCIM/Camera/,external_primary,,1623016356000,33.74782180786133,-78.80809020996094,"United States|South Carolina|Horry County|Myrtle Beach|null|null|Costa Verde Drive|null|null|8400 Costa Verde Dr, Myrtle Beach, SC 29572, USA",0,,,,",2721,",,,,,"2300,345,3020,1430,1900,0,3805,1905,1265,0,3805,1905,1725,0,3155,1905,40,0,3425,1905,1870,0,2940,1905","0.5707196,0.18110237,0.74937963,0.7506562,0.471464,0.0,0.94416875,1.0,0.3138958,0.0,0.94416875,1.0,0.4280397,0.0,0.7828784,1.0,0.009925558,0.0,0.8498759,1.0,0.46401986,0.0,0.72952855,1.0",28.0,1.0,"blur=0.103033,brightnessMean=0.598879,contrast=0.730469,featureNumber=0.514736,featurePointDistribution=0.575954,motionBlur=0.593495,outFocusBackground=0.849595,overExposure=0.036793,skylineIncline=0.056140,underExposure=0.000568,totalQuality=1.000000",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1623016837853,292,295,,,1623016356515.0,,,,,,
2147483680,62,/storage/emulated/0/DCIM/Camera/20210606_175238.jpg,1985550,14336,1623016359,1623016359,image/jpeg,20210606_175238,,20210606_175238.jpg,,90.0,1623016358000,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483680,,,,,,DCIM/Camera/,external_primary,,1623016358000,33.74782180786133,-78.80809020996094,"United States|South Carolina|Horry County|Myrtle Beach|null|null|Costa Verde Drive|null|null|8400 Costa Verde Dr, Myrtle Beach, SC 29572, USA",0,,,,",2721,",,,,,"1295,480,2445,1430,1205,0,3110,1905,1235,0,3775,1905,1015,0,2445,1905,0,0,3385,1905,1295,0,2365,1905","0.32133996,0.2519685,0.60669976,0.7506562,0.29900745,0.0,0.7717122,1.0,0.30645162,0.0,0.93672454,1.0,0.25186104,0.0,0.60669976,1.0,0.0,0.0,0.8399504,1.0,0.32133996,0.0,0.5868486,1.0",27.0,1.0,"blur=0.132904,brightnessMean=0.526061,contrast=0.800781,featureNumber=0.510279,featurePointDistribution=0.624847,motionBlur=0.737801,outFocusBackground=0.873941,overExposure=0.008674,skylineIncline=0.858281,underExposure=0.006170,totalQuality=0.999999",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1623016837845,297,300,,,1623016358577.0,,,,,,
2147483681,63,/storage/emulated/0/DCIM/Camera/20210606_175241.jpg,2393254,14336,1623016362,1623016362,image/jpeg,20210606_175241,,20210606_175241.jpg,,90.0,1623016361000,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483681,,,,,,DCIM/Camera/,external_primary,,1623016361000,33.74782180786133,-78.80809020996094,"United States|South Carolina|Horry County|Myrtle Beach|null|null|Costa Verde Drive|null|null|8400 Costa Verde Dr, Myrtle Beach, SC 29572, USA",0,,,,",2721,",,,,,"0,545,2445,1635,0,0,1905,1905,0,0,2540,1905,0,0,1430,1905,0,0,3385,1905,0,0,1070,1905","0.0,0.28608924,0.60669976,0.8582677,0.0,0.0,0.4727047,1.0,0.0,0.0,0.6302729,1.0,0.0,0.0,0.3548387,1.0,0.0,0.0,0.8399504,1.0,0.0,0.0,0.26550868,1.0",26.0,1.0,"blur=0.143742,brightnessMean=0.547721,contrast=0.667969,featureNumber=0.539474,featurePointDistribution=0.563789,motionBlur=0.566966,outFocusBackground=0.897848,overExposure=0.000194,skylineIncline=0.106056,underExposure=0.002063,totalQuality=0.999996",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1623016837837,302,305,,,1623016361500.0,,,,,,
2147483683,65,/storage/emulated/0/DCIM/Camera/20210606_183933.jpg,5316471,14336,1623019173,1623019173,image/jpeg,20210606_183933,,20210606_183933.jpg,,90.0,1623019173498,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483683,,,,,,DCIM/Camera/,external_primary,,1623019173498,,,,0,,,,",2721,",,,,,"2590,275,4025,1770,2125,0,4030,1905,1490,0,4030,1905,2590,0,4020,1905,645,0,4030,1905,2875,0,3945,1905","0.6426799,0.14435695,0.9987593,0.92913383,0.5272953,0.0,1.0,1.0,0.36972705,0.0,1.0,1.0,0.6426799,0.0,0.9975186,1.0,0.16004963,0.0,1.0,1.0,0.7133995,0.0,0.9789082,1.0",30.0,1.0,"blur=0.052997,brightnessMean=0.561951,contrast=0.738281,featureNumber=0.767147,featurePointDistribution=0.737704,motionBlur=0.638182,outFocusBackground=0.946805,overExposure=0.003592,skylineIncline=0.000000,underExposure=0.000300,totalQuality=1.000000",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1623027002967,312,315,,,1623019173507.0,,,,,,
2147483684,66,/storage/emulated/0/DCIM/Camera/20210606_205000.jpg,2598742,14336,1623027002,1623027002,image/jpeg,20210606_205000,,20210606_205000.jpg,,0.0,1623027000000,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483684,,,,,,DCIM/Camera/,external_primary,,1623027000000,33.796878814697266,-78.74237823486328,"United States|South Carolina|Horry County|North Myrtle Beach|null|null|U.S. 17|null|null|4815 US-17, North Myrtle Beach, SC 29582, USA",0,,,,",2721,",,,,,"715,340,3740,1765,1060,0,2965,1905,1300,0,2730,1905,745,0,3285,1905,1480,0,2550,1905,355,0,3740,1905","0.17741935,0.17847769,0.9280397,0.9265092,0.26302728,0.0,0.735732,1.0,0.32258064,0.0,0.67741936,1.0,0.18486352,0.0,0.8151365,1.0,0.36724564,0.0,0.6327543,1.0,0.08808933,0.0,0.9280397,1.0",36.0,1.0,"blur=0.309281,brightnessMean=0.421097,contrast=0.714844,featureNumber=0.546425,featurePointDistribution=0.768530,motionBlur=0.605590,outFocusBackground=0.851618,overExposure=0.000487,skylineIncline=0.000000,underExposure=0.002731,totalQuality=1.000000",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1623027468750,317,319,,,1623027000955.0,,,,,,
2147483685,67,/storage/emulated/0/DCIM/Camera/20210606_205003.jpg,2554619,14336,1623027005,1623027005,image/jpeg,20210606_205003,,20210606_205003.jpg,,0.0,1623027003000,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483685,,,,,,DCIM/Camera/,external_primary,,1623027003000,33.79692077636719,-78.74238586425781,"United States|South Carolina|Horry County|North Myrtle Beach|null|null|U.S. 17|null|null|4815 US-17, North Myrtle Beach, SC 29582, USA",0,,,,",2721,",,,,,"1435,950,2730,1495,1210,0,3115,1905,1225,0,2655,1905,700,0,3240,1905,1390,0,2460,1905,305,0,3690,1905","0.3560794,0.49868765,0.67741936,0.7847769,0.30024815,0.0,0.77295285,1.0,0.30397022,0.0,0.65880895,1.0,0.17369728,0.0,0.8039702,1.0,0.34491315,0.0,0.61042184,1.0,0.07568238,0.0,0.9156327,1.0",35.0,1.0,"blur=0.121576,brightnessMean=0.416817,contrast=0.660156,featureNumber=0.596085,featurePointDistribution=0.781387,motionBlur=0.647637,outFocusBackground=0.902771,overExposure=0.000127,skylineIncline=0.412647,underExposure=0.002157,totalQuality=1.000000",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1623027468738,322,325,,,1623027003740.0,,,,,,
2147483687,69,/storage/emulated/0/DCIM/Camera/20210606_205023.jpg,2646099,14336,1623027026,1623027026,image/jpeg,20210606_205023,,20210606_205023.jpg,,90.0,1623027024000,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483687,,,,,,DCIM/Camera/,external_primary,,1623027024000,33.79692077636719,-78.74238586425781,"United States|South Carolina|Horry County|North Myrtle Beach|null|null|U.S. 17|null|null|4815 US-17, North Myrtle Beach, SC 29582, USA",0,,,,",2721,",,,,,"1295,5,3020,1770,1115,0,3020,1905,765,0,3305,1905,1435,0,2865,1905,285,0,3670,1905,1580,0,2650,1905","0.32133996,0.002624672,0.74937963,0.92913383,0.27667493,0.0,0.74937963,1.0,0.18982631,0.0,0.82009923,1.0,0.3560794,0.0,0.7109181,1.0,0.0707196,0.0,0.91067,1.0,0.39205956,0.0,0.6575682,1.0",33.0,1.0,"blur=0.336135,brightnessMean=0.407284,contrast=0.781250,featureNumber=0.583221,featurePointDistribution=0.735339,motionBlur=0.103677,outFocusBackground=0.877461,overExposure=0.001636,skylineIncline=0.000000,underExposure=0.002270,totalQuality=1.000000",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1623027477372,332,335,,,1623027024299.0,,,,,,
2147483688,70,/storage/emulated/0/DCIM/Camera/20210606_205028.jpg,2576834,14336,1623027031,1623027031,image/jpeg,20210606_205028,,20210606_205028.jpg,,90.0,1623027029000,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483688,,,,,,DCIM/Camera/,external_primary,,1623027029000,33.796878814697266,-78.74246215820312,"United States|South Carolina|Horry County|Myrtle Beach|null|null|U.S. 17|null|null|4815A US-17, Myrtle Beach, SC 29577, USA",0,,,,",2721,",,,,,"1005,615,2875,1500,970,0,2875,1905,1000,0,3540,1905,1005,0,2435,1905,95,0,3480,1905,1005,0,2075,1905","0.24937965,0.32283464,0.7133995,0.78740156,0.24069479,0.0,0.7133995,1.0,0.24813896,0.0,0.8784119,1.0,0.24937965,0.0,0.60421836,1.0,0.023573201,0.0,0.8635236,1.0,0.24937965,0.0,0.51488835,1.0",32.0,1.0,"blur=0.251565,brightnessMean=0.467118,contrast=0.835938,featureNumber=0.608942,featurePointDistribution=0.734537,motionBlur=0.103605,outFocusBackground=0.851616,overExposure=0.002451,skylineIncline=0.061493,underExposure=0.001569,totalQuality=1.000000",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1623027477365,337,340,,,1623027029201.0,,,,,,
2147483689,71,/storage/emulated/0/DCIM/Camera/20210606_205129.jpg,2343200,14336,1623027091,1623027091,image/jpeg,20210606_205129,,20210606_205129.jpg,,90.0,1623027089000,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483689,,,,,,DCIM/Camera/,external_primary,,1623027089000,33.7968864440918,-78.74240112304688,"United States|South Carolina|Horry County|Myrtle Beach|null|null|U.S. 17|null|null|4815A US-17, Myrtle Beach, SC 29577, USA",0,,,,",2721,",,,,,"1295,140,2730,1295,825,0,2730,1905,1235,0,3775,1905,1295,0,2725,1905,95,0,3480,1905,1435,0,2505,1905","0.32133996,0.07349081,0.67741936,0.67979,0.20471464,0.0,0.67741936,1.0,0.30645162,0.0,0.93672454,1.0,0.32133996,0.0,0.67617863,1.0,0.023573201,0.0,0.8635236,1.0,0.3560794,0.0,0.6215881,1.0",31.0,0.0,"blur=0.585095,brightnessMean=0.396969,contrast=0.769531,featureNumber=0.405735,featurePointDistribution=0.155321,motionBlur=0.561860,outFocusBackground=0.588290,overExposure=0.001863,skylineIncline=0.457211,underExposure=0.000955,totalQuality=0.008546",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1623027477353,342,345,,,1623027089629.0,,,,,,
2147483690,72,/storage/emulated/0/DCIM/Camera/20210606_212041.jpg,2315635,14336,1623028844,1623028844,image/jpeg,20210606_212041,,20210606_212041.jpg,,0.0,1623028841000,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483690,,,,,,DCIM/Camera/,external_primary,,1623028841000,33.79685974121094,-78.74214172363281,"United States|South Carolina|Horry County|North Myrtle Beach|null|null|Highway 17 South|null|null|4815 Hwy 17 S, North Myrtle Beach, SC 29582, USA",0,,,,",2721,",,,,,"2590,405,3885,950,2075,0,3980,1905,2550,0,3980,1905,1440,0,3980,1905,1430,0,2500,1905,595,0,3980,1905","0.6426799,0.21259843,0.96401983,0.49868765,0.51488835,0.0,0.98759305,1.0,0.6327543,0.0,0.98759305,1.0,0.3573201,0.0,0.98759305,1.0,0.3548387,0.0,0.6203474,1.0,0.14764269,0.0,0.98759305,1.0",41.0,1.0,"blur=0.262686,brightnessMean=0.361016,contrast=0.785156,featureNumber=0.511123,featurePointDistribution=0.722610,motionBlur=0.552500,outFocusBackground=0.886389,overExposure=0.001569,skylineIncline=0.245099,underExposure=0.000775,totalQuality=1.000000",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1623262867665,347,349,,,1623028841904.0,,,,,,
2147483691,73,/storage/emulated/0/DCIM/Camera/20210606_212045.jpg,2531447,14336,1623028848,1623028848,image/jpeg,20210606_212045,,20210606_212045.jpg,,90.0,1623028845000,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483691,,,,,,DCIM/Camera/,external_primary,,1623028845000,33.79685974121094,-78.74214172363281,"United States|South Carolina|Horry County|North Myrtle Beach|null|null|Highway 17 South|null|null|4815 Hwy 17 S, North Myrtle Beach, SC 29582, USA",0,,,,",2721,",,,,,"575,615,1870,1635,570,0,2475,1905,570,0,3110,1905,535,0,1965,1905,570,0,3955,1905,575,0,1645,1905","0.1426799,0.32283464,0.46401986,0.8582677,0.1414392,0.0,0.6141439,1.0,0.1414392,0.0,0.7717122,1.0,0.13275434,0.0,0.48759305,1.0,0.1414392,0.0,0.9813896,1.0,0.1426799,0.0,0.40818858,1.0",40.0,1.0,"blur=0.135734,brightnessMean=0.389102,contrast=0.750000,featureNumber=0.559437,featurePointDistribution=0.769603,motionBlur=0.368096,outFocusBackground=0.946530,overExposure=0.001696,skylineIncline=0.155972,underExposure=0.000027,totalQuality=1.000000",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1623262867642,352,355,,,1623028846074.0,,,,,,
2147483692,74,/storage/emulated/0/DCIM/Camera/20210606_212055.jpg,5662973,14336,1623028855,1623028855,image/jpeg,20210606_212055,,20210606_212055.jpg,,90.0,1623028855224,,-1739773001,Camera,,,,,,4032×1908,,,,1,,0,4032,1908,com.sec.android.app.camera,,,,,0,,0,2147483692,,,,,,DCIM/Camera/,external_primary,,1623028855224,33.79685974121094,-78.74214172363281,"United States|South Carolina|Horry County|North Myrtle Beach|null|null|Highway 17 South|null|null|4815 Hwy 17 S, North Myrtle Beach, SC 29582, USA",0,,,,",2721,",,,,,"860,615,2155,1840,820,0,2725,1905,855,0,3395,1905,820,0,2250,1905,570,0,3955,1905,1005,0,2075,1905","0.2133995,0.32283464,0.53473943,0.96587926,0.20347394,0.0,0.67617863,1.0,0.21215881,0.0,0.8424318,1.0,0.20347394,0.0,0.55831265,1.0,0.1414392,0.0,0.9813896,1.0,0.24937965,0.0,0.51488835,1.0",39.0,1.0,"blur=0.011125,brightnessMean=0.338969,contrast=0.714844,featureNumber=0.647706,featurePointDistribution=0.632030,motionBlur=0.436008,outFocusBackground=0.945802,overExposure=0.000481,skylineIncline=0.323521,underExposure=0.002177,totalQuality=1.000000",,,,,,,,,,,,,,,,,,,,,,1,1.0,,1623262867624,357,360,,,1623028855241.0,,,,,,
