RecordId,formal,alias
1,Frequently,자 주
2,Frequently,자 주 사 용
3,Frequently,자 주 사 용
4,Frequently,자 주 연 락
5,Frequently,자 주 연 락
6,Frequently,자 주 통 화
7,Frequently,자 주 통 화
8,Frequently,자 주 전 화
9,Frequently,자 주 전 화
10,Frequently,자 주 쓰 는
11,Frequently,자 주 쓰 는
12,Frequently,자 주 쓰 이 는
13,Frequently,자 주 쓰 이 는
14,Frequently,자 주 찾 는
15,Frequently,자 주 찾 는
16,Frequently,많 이
17,Frequently,많 이 사 용
18,Frequently,많 이 사 용
19,Frequently,많 이 연 락
20,Frequently,많 이 연 락
21,Frequently,많 이 통 화
22,Frequently,많 이 통 화
23,Frequently,많 이 쓰 는
24,Frequently,많 이 쓰 는
25,Frequently,많 이 쓰 이 는
26,Frequently,많 이 쓰 이 는
27,Favorite,즐 겨 찾 기
28,Favorite,즐 겨 찾 기
29,Favorite,즐 겨 찾 는
30,Favorite,즐 겨 찾 는
