id,uid,type,oriPath,displayName,path,name,bucketId,bucketName,mimeType,size,createDate,modifyDate,addDate,deleteDate,addVerCode,extra
1,1,1,/storage/emulated/0/DCIM/Screenshots,Screenshot_20210404-230627_Instagram.jpg,/storage/emulated/0/.hidex_dont_delete_me/files/h/i/d/e/x/1,d30b055fc7f2d3e1c4f36bbed4a41bba_6a7067.hidex,1,Default,image/jpeg,507122,1617591987000,1617591987000,1623779560044,0,30300012,"{""from"":1,""checkLost"":0,""width"":1080,""height"":2280,""orientation"":0}"
2,1,1,/storage/emulated/0/DCIM/Camera,20210606_175245.jpg,/storage/emulated/0/.hidex_dont_delete_me/files/h/i/d/e/x/1,6b8c748c5e7699808b5ce377da976b02_6a7067.hidex,1,Default,image/jpeg,1851288,1623016366000,1623016366000,1623779560089,0,30300012,"{""from"":1,""checkLost"":0,""width"":4032,""height"":1908,""orientation"":0}"
3,1,1,/storage/emulated/0/DCIM/Camera,20210606_205007.jpg,/storage/emulated/0/.hidex_dont_delete_me/files/h/i/d/e/x/1,6c216dd82aaaf3a3f45517c804b39caa_6a7067.hidex,1,Default,image/jpeg,2560868,1623027009000,1623027009000,1623779560115,0,30300012,"{""from"":1,""checkLost"":0,""width"":4032,""height"":1908,""orientation"":0}"
