data_id,raw_contact_id,normalized_name,name_type
1,1,1B1515..42464C32,0
1,1,1B151542464C32,2
1,1,1B1515.42464C32.,1
1,1,.1B1515.42464C32,1
1,1,.42464C32.1B1515,1
1,1,42464C321B1515,2
1,1,42464C32..1B1515,1
1,1,42464C32.1B1515.,1
3,2,2E524E504642324C.2E2A4C32,0
3,2,2E524E504642324C2E2A4C32,2
3,2,2E2A4C32.2E524E504642324C,1
3,2,2E2A4C322E524E504642324C,2
5,3,54463A2E32.422A3A40,0
5,3,54463A2E32422A3A40,2
5,3,422A3A40.54463A2E32,1
5,3,422A3A4054463A2E32,2
