start_time,end_time,all_power,screen_power,screen_on_time,screen_off_time,screen_on_discharge,screen_off_discharge
1626717084575,1626717985504,6.71101911600681,0.0,0,900930,0,1
1626717985504,1626718884584,4.232456276870153,0.0,0,899043,0,1
1626718884584,1626719785476,4.317785544653134,0.0,0,900953,0,0
1626719785476,1626720684605,4.5416183170882505,0.0,0,899069,0,1
1626720684605,1626721585494,4.6851429834414375,0.0,0,900903,0,2
1626721585494,1626722484541,3.9863058548676236,0.0,0,899072,0,1
1626722484541,1626723385470,4.32399799506652,0.0,0,900928,0,1
1626723385470,1626724285507,13.986904452487579,0.0,0,899995,0,3
1626724285507,1626725184432,4.771978494141649,0.0,0,898972,0,0
1626725184432,1626726085465,4.348835766964612,0.0,0,901038,0,2
1626726085465,1626726984465,4.192180231233351,0.0,0,898990,0,1
1626726984465,1626727885791,4.614236916981326,0.0,0,901361,0,0
1626727885791,1626728784168,4.0699454376722315,0.0,0,898328,0,2
1626728784168,1626729684479,4.436608709348548,0.0,0,900321,0,0
1626729684479,1626730585397,4.5604564631319136,0.0,0,900915,0,3
1626730585397,1626731195498,13.230524910859913,1.2960000000000012,71884,538169,0,0
1626731195498,1626731830404,55.981311548856915,13.850999999999999,553560,81391,21,0
1626731830404,1626732535080,7.020399287279815,0.7560000000000002,34739,610235,0,2
1626732535080,1626733145614,38.443641552490135,8.215,360948,309229,10,2
1626733145614,1626733894447,56.983800260440624,11.561,548612,200251,18,1
1626733894447,1626734749922,15.198698285997125,1.6480000000000032,81690,753253,2,1
1626734749922,1626735385448,5.699910561475917,0.0,0,656066,0,2
1626735385448,1626736285416,4.789177232412385,0.0,0,899969,0,2
1626736285416,1626737185421,5.80763481201393,0.0,0,899983,0,1
1626737185421,1626738085409,4.389957366496219,0.0,0,900046,0,0
1626738085409,1626738985369,7.795109582817531,0.0,0,899941,0,1
1626738985369,1626739885409,4.937958305369193,0.0,0,899960,0,3
1626739885409,1626740785281,3.990742951430093,0.0,0,899974,0,1
1626740785281,1626741684183,4.981369739748516,0.0,0,898858,0,1
1626741684183,1626742451251,20.95263622297034,3.023999999999994,139055,627956,3,3
1626746205260,1626747287206,8.670415606671035,0.0,5024,1076860,0,0
1626747287206,1626748041217,4.147851769767366,0.0,0,754020,0,3
1626748041217,1626748818246,8.405170936136159,0.272,19049,758017,0,2
1626748818246,1626749581304,75.16704022266913,19.767000000000003,758477,4548,5,0
1626749581304,1626750384181,39.26916214338023,8.837,344446,458393,38,0
1626750384181,1626750991185,3.38712903058007,0.0,0,607040,0,1
1626750991185,1626751740739,5.456298939162593,0.0,0,650973,0,0
1626751740739,1626752533266,8.849511935470446,0.0,0,842986,0,2
1626752533266,1626753385264,6.298031496293248,0.0,0,900042,0,2
1626753385264,1626753601135,1.4719521648196405,0.0,0,215973,0,2
