start_time,end_time,all_power,screen_power,screen_on_time,screen_off_time,screen_on_discharge,screen_off_discharge
1626753601135,1626754285093,3.847344221487191,0.0,0,683976,0,1
1626754285093,1626755300277,5.0851715128397075,0.0,0,957037,0,1
1626755300277,1626755978243,3.6259881193098806,0.0,0,736056,0,1
1626755978243,1626756685063,3.196559670125339,0.0,0,706875,0,2
1626756685063,1626757492834,4.466258218529106,0.0,0,807731,0,0
1626757492834,1626758485170,9.355358103909566,0.0,0,992295,0,3
1626758485170,1626759385147,4.293347425707822,0.0,0,899982,0,1
1626759385147,1626760285288,4.020294917296269,0.0,0,900107,0,1
1626760285288,1626761185107,7.032550813671207,0.0,0,899900,0,1
1626761185107,1626762086113,6.438730541262174,0.0,0,900974,0,2
1626762086113,1626762985059,4.2881349676318905,0.0,0,898956,0,1
1626762985059,1626763886124,4.512170227127342,0.0,0,901059,0,1
1626763886124,1626764538119,6.0120053154036555,0.0,0,651969,0,2
1626764538119,1626765686108,11.33902495779634,0.0,0,1147977,0,2
1626765686108,1626766585085,4.558195304045597,0.0,0,899011,0,3
1626766585085,1626767485071,3.986039107967116,0.0,0,900001,0,1
1626767485071,1626768385999,4.331675221757905,0.0,0,900928,0,1
1626768385999,1626769285088,3.970795690168785,0.0,0,899085,0,1
1626769285088,1626770184967,4.54883466459134,0.0,0,899903,0,1
1626770184967,1626771084966,4.247111983249795,0.0,0,900005,0,1
1626771084966,1626771985378,4.456006998805151,0.0,0,900357,0,2
1626771985378,1626772884995,4.237885583498155,0.0,0,899643,0,1
1626772884995,1626773784942,4.294723908681419,0.0,0,899952,0,1
1626773784942,1626774685967,4.305259848007324,0.0,0,901012,0,2
1626774685967,1626775585070,4.203034509606994,0.0,0,899000,0,1
1626775585070,1626776485937,4.312277061150667,0.0,0,900992,0,1
1626776485937,1626777384901,3.96601931294947,0.0,0,898964,0,1
1626777384901,1626778208779,4.123822381765137,0.0,0,823862,0,1
1626778208779,1626779185000,10.82406438930326,0.0,0,976143,0,1
1626779185000,1626780084953,6.25016171389268,0.0,0,899989,0,2
1626780084953,1626780985926,4.316823753716847,0.0,0,900986,0,3
1626780985926,1626781884953,5.032462882551727,0.0,0,898993,0,1
1626781884953,1626782785898,4.31302648105077,0.0,0,900982,0,1
1626782785898,1626783684861,3.955707285494782,0.0,0,899004,0,1
1626783684861,1626784585964,5.560647954477304,0.0,0,901061,0,1
1626784585964,1626785484833,3.9641516050377845,0.0,0,898910,0,1
1626785484833,1626786385877,4.548658914372481,0.0,0,900986,0,1
1626786385877,1626787285571,4.001665503041011,0.0,0,899623,0,1
1626787285571,1626788185918,4.91385296451017,0.0,0,900422,0,1
1626788185918,1626789084874,3.9589848847645044,0.0,0,898970,0,2
1626789084874,1626789984822,4.300532514210374,0.0,0,899991,0,1
1626789984822,1626790885878,5.016724076830258,0.0,0,900993,0,1
1626790885878,1626791784843,3.9849983472706185,0.0,0,898990,0,1
1626791784843,1626792685820,4.347186348053924,0.0,0,900988,0,1
1626792685820,1626793585905,4.266976488882108,0.0,0,899977,0,1
1626793585905,1626794484813,4.516674638014024,0.0,0,898998,0,1
1626794484813,1626795338192,6.627851828058397,0.0,0,853276,0,3
1626795338192,1626796286090,10.257084852351682,0.0,0,947991,0,0
1626796286090,1626797051787,4.636889054004996,0.0,0,765710,0,3
1626797051787,1626797723811,5.35025866574216,0.0,0,671992,0,1
1626797723811,1626798641770,4.340565599348224,0.0,0,918005,0,1
1626798641770,1626799563822,7.441475161037147,0.0,0,922027,0,2
1626799563822,1626800527794,7.895176640236571,0.0,0,963954,0,1
1626800527794,1626801591735,5.827088977899734,0.0,0,1063948,0,1
1626801591735,1626802210007,7.880700377348148,0.0,0,618302,0,2
1626802210007,1626803248397,14.486974455039103,0.0,0,977700,0,2
1626803248397,1626803860015,6.296030594545584,0.0,0,672279,0,3
1626803860015,1626804461705,3.159580307910346,0.0,0,601714,0,2
1626804461705,1626805284752,4.5856876405284765,0.0,0,823009,0,1
1626805284752,1626806185717,6.397600726376197,0.0,0,900999,0,1
1626806185717,1626807085701,18.566570207003394,2.1839999999999975,91787,808213,5,2
1626807085701,1626807689014,20.164645739893558,1.421000000000003,101313,501986,3,3
1626807689014,1626808341422,39.6048360742069,4.972999999999999,241577,373072,12,1
1626808341422,1626809095767,6.460720991201583,0.0,0,792068,0,0
1626809095767,1626809785503,3.8547271984484723,0.0,0,634021,0,2
1626809785503,1626810686283,7.908801468314323,0.0,0,956291,0,1
1626810686283,1626811388389,9.176286424626028,0.0,0,641619,0,1
1626811388389,1626812025048,7.548682599553786,0.3710000000000022,19347,678040,0,4
1626812025048,1626812636612,16.571710582148967,3.1629999999999967,138894,472650,5,0
1626812636612,1626813262497,32.8378277346892,8.637999999999998,356516,269382,7,2
1626813262497,1626813985652,10.61302053682175,0.277000000000001,6322,716809,2,1
1626813985652,1626815185485,6.905925004336268,0.0,0,899996,0,2
1626815185485,1626816085677,6.803922829219346,0.0,0,1200016,0,0
1626816085677,1626816985647,6.513634796804467,0.0,0,900003,0,1
1626816985647,1626817586085,4.220546423852852,0.0,0,600392,0,1
1626817586085,1626818784635,5.560944305971475,0.0,0,1198562,0,1
1626818784635,1626819684583,4.336129580529814,0.0,0,899989,0,1
1626819684583,1626820548178,4.302457287839616,0.0,0,863585,0,1
1626820548178,1626821485620,10.667572638988531,0.0,0,937414,0,1
1626821485620,1626822385584,4.890177667149487,0.0,0,899957,0,2
1626822385584,1626823285570,4.322788412384739,0.0,0,900005,0,1
1626823285570,1626824185617,4.45789043010177,0.0,0,900007,0,1
1626824185617,1626825085564,5.640323529351917,0.0,0,899976,0,1
1626825085564,1626825985625,4.400519420225919,0.0,0,899969,0,0
1626825985625,1626826884582,4.270394490039621,0.0,0,899035,0,1
1626826884582,1626827785527,7.92470819538778,0.0,0,900954,0,1
1626827785527,1626828685586,5.343691783847362,0.0,0,900027,0,2
1626828685586,1626829585500,4.25438263873184,0.0,0,899958,0,3
1626829585500,1626830484511,4.3093944223139715,0.0,0,899012,0,1
1626830484511,1626831384486,9.838423454685085,0.0,0,899967,0,0
1626831384486,1626832285558,4.2652174459342405,0.0,0,901004,0,1
1626832285558,1626833185497,4.365489998490489,0.0,0,899983,0,2
1626833185497,1626833785904,12.778453452487497,1.006999999999998,38367,562044,3,2
1626833785904,1626834496581,7.950136557625683,0.0,0,693609,0,1
1626834496581,1626835304276,5.202390236790393,0.0,0,804983,0,1
1626835304276,1626836126454,5.9795895692016074,0.0,0,841969,0,0
1626836126454,1626836785485,2.889707247835986,0.0,0,659026,0,3
1626836785485,1626837685487,6.32572522109524,0.0,0,899975,0,2
1626837685487,1626838585433,10.18320354581033,0.0,0,900003,0,1
1626838585433,1626839485387,4.896547697032474,0.0,0,899960,0,2
1626839485387,1626840385456,4.369020857338228,0.0,0,900026,0,0
1626840385456,1626841285448,4.552750782039993,0.0,0,899978,0,1
1626841285448,1626842185408,4.731131787713366,0.0,0,900005,0,1
1626842185408,1626842194354,0.38176720818569265,0.0,0,9037,0,2
1626842194354,1626843085267,5.749351265370365,0.0,0,890922,0,0
1626843085267,1626843985313,4.286794814986365,0.0,0,900007,0,1
1626843985313,1626844884380,4.3398788555657575,0.0,0,899018,0,3
1626844884380,1626845785295,4.32941952902172,0.0,0,900934,0,1
1626845785295,1626846685756,4.312254136071715,0.0,0,900435,0,2
1626846685756,1626847585275,7.8877082956720415,0.0,0,899584,0,0
1626847585275,1626848485218,6.449717616152839,0.0,0,899951,0,2
1626848485218,1626849385322,7.921654779414553,0.0,0,900043,0,3
1626849385322,1626850285315,4.237919084930695,0.0,0,899986,0,0
1626850285315,1626851185247,4.294591026670105,0.0,0,899987,0,3
1626851185247,1626852085309,3.99454353993724,0.0,0,900034,0,1
1626852085309,1626852985365,4.426114050538899,0.0,0,900011,0,0
1626852985365,1626853885266,5.078843023422564,0.0,0,899950,0,2
1626853885266,1626854785267,4.3094884585783575,0.0,0,899978,0,3
1626854785267,1626855685234,4.295131186547337,0.0,0,899986,0,0
1626855685234,1626856585226,4.235973480609118,0.0,0,899959,0,3
1626856585226,1626857485483,4.3255014346368625,0.0,0,900028,0,1
1626857485483,1626858385261,4.370102313114899,0.0,0,900017,0,1
1626858385261,1626859285252,4.547383126644263,0.0,0,899976,0,0
1626859285252,1626860185128,4.0687776966807405,0.0,0,899927,0,2
1626860185128,1626861085177,4.805998088829824,0.0,0,900024,0,4
1626861085177,1626861985176,4.746094317357461,0.0,0,900020,0,1
1626861985176,1626862660661,4.4174169701985875,0.0,0,675495,0,0
1626862660661,1626863785215,8.711973504879325,0.0,0,1124484,0,4
1626863785215,1626864685195,4.314051350146656,0.0,0,900003,0,2
1626864685195,1626865585158,4.226079519615382,0.0,0,899954,0,1
1626865585158,1626866485116,4.3327035784787995,0.0,0,900004,0,2
1626866485116,1626867386195,5.938187733226414,0.0,0,901051,0,2
1626867386195,1626868285142,4.982510608359462,0.0,0,898970,0,1
1626868285142,1626869185116,4.418319392572698,0.0,0,899972,0,0
1626869185116,1626870085106,3.971482562923825,0.0,0,899978,0,2
1626870085106,1626870985162,5.892016334329924,0.0,0,899974,0,1
1626870985162,1626871885104,4.218833793131353,0.0,0,900024,0,4
1626871885104,1626872785097,4.303788109387028,0.0,0,899945,0,1
1626872785097,1626873685102,4.52033261263432,0.0,0,900034,0,1
1626873685102,1626874585082,4.864924526924597,0.0,0,899962,0,2
1626874585082,1626875485046,4.565160737561996,0.0,0,899997,0,1
1626875485046,1626876118167,6.183429499698377,0.0,0,633127,0,1
1626876118167,1626876984747,7.868511230946069,0.0,0,747880,0,0
1626876984747,1626877968106,15.247181472669354,0.0,0,1019983,0,3
1626877968106,1626878341062,4.207208356097453,0.0,1732,453208,1,4
1626883178033,1626884040238,44.10018248545806,0.0,26344,835743,1,1
1626884040238,1626884654553,0.5579906534922472,0.26,3979,0,1,0
1626898610479,1626899386842,5.555308862743014,0.015000000000000013,0,0,0,0
1626899386842,1626900062031,4.939946431060225,0.0,0,675199,0,2
1626900062031,1626900671298,9.470384602156837,0.0,0,609249,0,0
1626900671298,1626901286147,6.712516005162776,0.0,0,614848,0,2
1626901286147,1626901908801,11.276880700782115,0.0,0,622658,0,2
1626901908801,1626902785772,4.82590339082487,0.0,0,876984,0,2
1626902785772,1626903455801,14.654908514522134,0.9049999999999999,101291,565745,4,2
1626903455801,1626904079284,17.854321938395245,1.8180000000000003,85259,541153,3,4
1626904079284,1626904884828,7.130761807223891,0.10599999999999987,5926,799609,0,1
1626904884828,1626906040456,7.0945958931256285,0.0,0,820997,0,3
1626906040456,1626906838608,5.177189749335142,0.0,0,979025,0,1
1626906838608,1626907584774,5.139433484395568,0.0,0,900013,0,2
1626907584774,1626908642168,4.674000149113056,0.0,0,817979,0,1
1626908642168,1626909603562,6.439093760153142,0.0,0,1200783,0,2
1626909603562,1626910231082,11.418624891299345,0.0,0,627511,0,2
1626910231082,1626910927596,7.456675301670657,0.0,8027,646632,0,3
1626910927596,1626911785708,4.228478877413778,0.0,0,899986,0,1
1626911785708,1626912728666,9.74108353437876,0.0,0,942970,0,0
1626912728666,1626913601458,8.005388915694397,0.0,12204,845820,1,2
1626913601458,1626914486669,7.04946328195129,0.2589999999999999,9072,890914,1,0
1626914486669,1626915450692,6.080959694165102,0.0,0,899988,0,2
1626915450692,1626916360830,7.880450438197073,0.13600000000000012,5344,968768,1,1
1626916360830,1626916962336,55.07427722533997,8.349,393479,207985,0,0
1626916962336,1626917571121,77.66321323585188,14.264999999999999,608840,0,30,0
1626917571121,1626918189576,77.6247013951658,14.331000000000003,618421,0,5,0
1626918189576,1626918803205,77.62972438839017,14.283999999999999,613639,0,21,0
1626918803205,1626919411382,73.94167165496305,13.887999999999998,608200,0,44,0
1626919411382,1626920013614,62.82509524413706,12.772000000000006,602183,0,6,0
1626920013614,1626920623604,55.53558235345429,10.60799999999999,610019,0,20,0
1626920623604,1626921243331,55.77501882967533,10.974000000000004,619740,0,26,0
1626921243331,1626921848911,49.92063821837212,6.727000000000004,605587,0,6,0
1626921848911,1626922465614,52.508161180855495,7.4339999999999975,616677,0,16,0
1626922465614,1626923071442,55.20525293584592,10.590000000000003,605861,0,24,0
1626923071442,1626923680305,55.27510175502789,10.580999999999989,608795,0,7,0
1626923680305,1626924283648,51.07423060819269,10.546999999999997,603347,0,15,0
1626924283648,1626924884913,50.29105682415161,10.361000000000018,601326,0,24,0
1626924884913,1626925491693,54.76375354327479,10.764999999999986,606766,0,6,0
1626925491693,1626926097631,54.11791451529416,10.63300000000001,605906,0,16,0
1626926097631,1626926400424,26.568022455875735,5.292000000000002,302803,0,15,0
1626926400424,1626927013568,55.09512902263691,10.567000000000007,613194,0,8,0
1626927013568,1626927650719,53.058490196860475,10.994999999999976,637119,0,16,0
1626927650719,1626928255597,51.79007004135019,10.588999999999999,604879,0,30,0
1626928255597,1626928884196,54.099707124482165,11.116000000000014,628658,0,0,0
1626928884196,1626929494382,47.05808363963956,10.609999999999985,610155,0,16,0
1626929494382,1626930115899,55.227003394330495,11.087000000000018,621546,0,26,0
1626930115899,1626930743594,72.0777535713994,14.193999999999988,627641,0,3,0
1626930743594,1626931357614,73.84247354363765,14.057999999999993,613978,0,21,0
1626931357614,1626931961545,31.399682123269713,3.975999999999999,185354,418620,30,2
1626931961545,1626932785648,6.277457013170306,0.0,0,824111,0,1
1626932785648,1626933684584,5.300837974893284,0.0,0,898941,0,1
1626933684584,1626934585585,6.16723788947661,0.0,0,901014,0,3
1626934585585,1626935484652,10.640522277992886,0.0,0,899052,0,1
1626935484652,1626936085528,4.738414680014785,0.0,0,600876,0,2
1626936085528,1626936797456,4.009087096071653,0.0,0,711966,0,2
1626936797456,1626937879484,5.723806908494453,0.0,0,1081996,0,1
1626937879484,1626938657685,4.104076447551279,0.0,0,778199,0,3
1626938657685,1626939358943,7.143346137521121,0.0,0,701197,0,0
1626939358943,1626939985481,4.523271207530115,0.0,0,626574,0,1
1626939985481,1626940885453,4.597177206330798,0.0,0,899975,0,2
1626940885453,1626941785484,4.6978732617076275,0.0,0,900051,0,1
1626941785484,1626942685437,4.334935075210296,0.0,0,899967,0,1
1626942685437,1626943584486,4.888407090564215,0.0,0,899033,0,1
1626943584486,1626944485449,4.457278871007929,0.0,0,900944,0,2
1626944485449,1626945384433,5.651958121074358,0.0,0,898988,0,1
1626945384433,1626946284466,8.905541035320084,0.0,0,900036,0,2
1626946284466,1626947185442,4.340693762777391,0.0,0,900956,0,2
1626947185442,1626948085376,4.6688247433360175,0.0,0,899982,0,1
1626948085376,1626948985448,4.464419289877242,0.0,0,899998,0,1
1626948985448,1626949885386,5.194377130049816,0.0,0,899964,0,1
1626949885386,1626950784401,4.2961725028415,0.0,0,899057,0,2
1626950784401,1626951685343,4.6793617500391065,0.0,0,900927,0,1
1626951685343,1626952585389,5.7910228665957675,0.0,0,900039,0,2
1626952585389,1626953485283,5.000156389770609,0.0,0,899962,0,1
1626953485283,1626954385345,4.55667460174368,0.0,0,900041,0,1
1626954385345,1626955285305,4.508379316206629,0.0,0,899937,0,2
1626955285305,1626956185332,4.6289394836665,0.0,0,900010,0,1
1626956185332,1626957085807,4.234333702076583,0.0,0,900491,0,1
1626957085807,1626957985374,6.071729315808398,0.0,0,899523,0,2
1626957985374,1626958885270,4.320689271654373,0.0,0,899929,0,2
1626958885270,1626959497176,4.219864332161933,0.0,0,611903,0,2
1626959497176,1626960373285,6.995158867679947,0.0,0,876099,0,1
1626960373285,1626961455750,6.587582901930773,0.0,0,1082428,0,0
1626961455750,1626962486360,4.848284225327461,0.0,0,1030608,0,3
1626962486360,1626963385275,5.903240071713981,0.0,0,898969,0,0
1626963385275,1626964285323,5.487598819487857,0.0,0,899963,0,2
1626964285323,1626965185306,5.886714239704361,0.0,0,900046,0,1
1626965185306,1626966085291,12.914164806399413,0.0,0,899985,0,2
1626966085291,1626966985219,5.328144066205141,0.0,0,899986,0,1
1626966985219,1626967885148,5.346886603156008,0.0,0,899955,0,2
1626967885148,1626968785522,4.602624249834207,0.0,0,900298,0,1
1626968785522,1626969686188,5.209156855030869,0.0,0,900673,0,2
1626969686188,1626970585230,4.7524955476581,0.0,0,899043,0,1
1626970585230,1626971485198,4.889391981843573,0.0,0,899956,0,1
1626971485198,1626972386188,4.600673403665951,0.0,0,901002,0,1
1626972386188,1626973285187,4.790227051643797,0.0,0,898987,0,1
1626973285187,1626974185165,5.365148697727591,0.0,0,899993,0,2
1626974185165,1626975086261,5.885688692369058,0.0,0,901034,0,1
1626975086261,1626975985205,5.95915013467561,0.0,0,898981,0,3
1626975985205,1626976885107,4.563753625798199,0.0,0,899943,0,0
1626976885107,1626977784263,10.014680397058328,0.0,0,899102,0,4
1626977784263,1626978384685,46.46956733144816,10.778999999999996,465698,134727,12,1
1626978384685,1626979047287,29.09659705417289,5.835000000000036,259031,403449,7,1
1626979047287,1626979885166,6.840143264895005,0.07599999999996498,5544,832453,0,2
1626979885166,1626980786099,7.523762330831232,0.0,0,900941,0,1
1626980786099,1626980811366,4.416137362783502,0.4670000000000414,21362,3852,0,0
1626980823387,1626980911720,0.1135881666655223,0.0,2387,0,0,0
1626980911720,1626980997986,4.330274333332227,0.8279999999999745,86213,0,0,0
1626981048420,1626981063822,0.38184741666736954,0.24099999999998545,8888,0,0,0
1626981117039,1626981131653,0.3994673055558451,0.20199999999999818,8053,0,0,0
1626981143297,1626981315235,0.0894069166679401,0.0,2667,0,0,0
1626981315235,1626981329947,0.8132038888888928,0.2270000000000323,8314,0,0,0
