_id,date_added,__log
1,2021-04-15,"2021-04-15 01:32:08
secMp
volume_name	is_cloud	media_type	count()	_data
external_primary	1	1	12	/storage/emulated/0/DCIM/Screenshots/Screenshot_20210403-151343_Google Play services.jpg

"
