__absPath,__Title,__absID,__mediaType,__width,__height,__orientation,__originPath,__originTitle,__deleteTime,__storageType,__burstGroupID,__bestImage,__cloudServerId,__cloudTP,__restoreExtra,__volumeName,__volumeValid,__expiredPeriod
/storage/emulated/0/Android/.Trash/com.sec.android.gallery3d/-2346912234871457289,-2346912234871457289,2147483730,3,1920,1080,90,/storage/emulated/0/DCIM/Camera/20210720_150407.mp4,20210720_150407.mp4,1626807858550,1,0,0,,,"{""__is360Video"":false,""__isDrm"":false,""__isFavourite"":false,""__fileDuration"":1943,""__recordingMode"":0,""__sefFileSubType"":0,""__sefFileType"":0,""__size"":2659051,""__group_type"":0,""__dateTaken"":1626807850000,""__latitude"":37.225,""__longitude"":-80.4158,""__mimeType"":""video\/mp4"",""__resolution"":""1920×1080"",""__recordingType"":0,""__isHdr10Video"":false,""__cloudOriginalSize"":0,""__cloudRevision"":-1,""__relativePath"":""DCIM\/Camera\/"",""__origin_file_hash"":""""}",/storage/emulated/0,1,30
