RecordId,formal,alias
1,Smart View,smart view
2,Smart View,smartview
3,Smart View,mirroring
4,Smart View,screen mirroring
5,Smart View,allsharecast
6,Smart View,allshare cast
7,Smart View,miracast
8,Smart View,screen cast
