oid,target_token,type,priority,log,persistence_group,target_key
205,,startService,1,"{""type"":""startService"",""timestamp"":""2021-07-22T18:07:15.767Z"",""device"":{""sdkName"":""appcenter.android"",""sdkVersion"":""3.3.0"",""model"":""SM-N970U1"",""oemName"":""samsung"",""osName"":""Android"",""osVersion"":""11"",""osBuild"":""RP1A.200720.012"",""osApiLevel"":30,""locale"":""en_US"",""timeZoneOffset"":-240,""screenSize"":""1080x2064"",""appVersion"":""6.31"",""carrierName"":""T-Mobile"",""carrierCountry"":""us"",""appBuild"":""2026310402"",""appNamespace"":""com.microsoft.skydrive""},""services"":[""Crashes""]}",group_core,
