RecordId,formal,alias
1,1,a
2,1,the
3,10,10 to 15
4,10,ten to fifteen
5,15,quarter of an hour
6,15,quarter
7,2,a couple
8,2,a couple of
9,3,a few
10,3,few
11,3,several
12,3,a few clicks
13,3,a smidge
14,30,30th
15,30,half
16,45,three quarters of an hour
