name,seq
accounts,20
contacts,9223372034707292160
raw_contacts,9223372034707292160
stream_items,9223372034707292160
stream_item_photos,9223372034707292160
photo_files,9223372034707292160
data,9223372034707292160
groups,9223372034707292164
directories,9223372034707292160
mimetypes,18
debug,4
