RecordId,formal,alias
1,Approximately,약
2,Approximately,대 략
3,Approximately,즈 음
4,Approximately,쯤
5,Approximately,정 도
6,Approximately,경
7,Approximately,근 처
8,Approximately,전 후
9,Exactly,정 확 히
10,Exactly,딱
11,Exactly,정 각
12,Exactly,정 시
13,TightApproximately,지 금 바 로
14,TightApproximately,바 로
15,TightApproximately,곧
16,TightApproximately,즉 시
