_id,event_id,time_stamp,extra
1,1,1611196548987,android.intent.action.LOCALE_CHANGED
2,1,1617476950967,android.intent.action.LOCKED_BOOT_COMPLETED
3,1,1617476966183,android.net.conn.TETHER_STATE_CHANGED
4,1,1617476975262,android.intent.action.TIME_SET
5,1,1617476982602,android.net.wifi.STATE_CHANGE
6,1,1617476982603,android.net.wifi.STATE_CHANGE
7,1,1617476983069,android.net.wifi.STATE_CHANGE
8,1,1617476983085,android.net.wifi.STATE_CHANGE
9,1,1617476983132,android.net.wifi.STATE_CHANGE
10,1,1617476983148,android.net.wifi.STATE_CHANGE
11,1,1617476983180,android.net.wifi.STATE_CHANGE
12,1,1617476983188,android.net.wifi.STATE_CHANGE
13,1,1617476988874,android.net.wifi.STATE_CHANGE
14,1,1617476989025,android.net.wifi.STATE_CHANGE
15,1,1617476997774,android.net.wifi.STATE_CHANGE
16,1,1617476997968,android.net.wifi.STATE_CHANGE
17,1,1617476998019,android.net.wifi.STATE_CHANGE
18,1,1617476998057,android.net.wifi.STATE_CHANGE
19,1,1617477008488,android.net.wifi.STATE_CHANGE
20,1,1617477033985,android.net.wifi.STATE_CHANGE
21,1,1617477034055,android.net.conn.TETHER_STATE_CHANGED
22,1,1617501865282,android.net.wifi.STATE_CHANGE
23,1,1617501865295,android.net.conn.TETHER_STATE_CHANGED
24,1,1617510975819,android.net.wifi.STATE_CHANGE
25,1,1617510975830,android.net.conn.TETHER_STATE_CHANGED
26,1,1617563944968,android.net.wifi.STATE_CHANGE
27,1,1617563944985,android.net.conn.TETHER_STATE_CHANGED
28,1,1617592455461,android.net.wifi.STATE_CHANGE
29,1,1617592455506,android.net.wifi.STATE_CHANGE
30,1,1617592455538,android.net.conn.TETHER_STATE_CHANGED
31,1,1617593797023,android.net.wifi.STATE_CHANGE
32,1,1617593797034,android.net.conn.TETHER_STATE_CHANGED
33,1,1617597458657,android.net.wifi.STATE_CHANGE
34,1,1617597458684,android.net.conn.TETHER_STATE_CHANGED
35,1,1617627775635,android.net.wifi.STATE_CHANGE
36,1,1617627775657,android.net.conn.TETHER_STATE_CHANGED
37,1,1617720524971,android.net.wifi.STATE_CHANGE
38,1,1617720524997,android.net.conn.TETHER_STATE_CHANGED
39,1,1617758274835,android.net.wifi.STATE_CHANGE
40,1,1617758274862,android.net.conn.TETHER_STATE_CHANGED
41,1,1617824039901,android.net.wifi.STATE_CHANGE
42,1,1617824039935,android.net.conn.TETHER_STATE_CHANGED
43,1,1617915359858,android.net.wifi.STATE_CHANGE
44,1,1617915359886,android.net.conn.TETHER_STATE_CHANGED
45,1,1618066272688,android.net.wifi.STATE_CHANGE
46,1,1618066272712,android.net.conn.TETHER_STATE_CHANGED
47,1,1618091022834,android.net.wifi.STATE_CHANGE
48,1,1618091022860,android.net.conn.TETHER_STATE_CHANGED
49,1,1618097535893,android.net.wifi.STATE_CHANGE
50,1,1618097535917,android.net.conn.TETHER_STATE_CHANGED
51,1,1618197346125,android.net.wifi.STATE_CHANGE
52,1,1618197346140,android.net.conn.TETHER_STATE_CHANGED
53,1,1618319969857,android.net.wifi.STATE_CHANGE
54,1,1618319969887,android.net.conn.TETHER_STATE_CHANGED
55,1,1618338112856,android.net.wifi.STATE_CHANGE
56,1,1618338112881,android.net.conn.TETHER_STATE_CHANGED
57,1,1618369728117,android.net.wifi.STATE_CHANGE
58,1,1618369728141,android.net.conn.TETHER_STATE_CHANGED
59,1,1618425749225,android.net.wifi.STATE_CHANGE
60,1,1618425749254,android.net.conn.TETHER_STATE_CHANGED
61,1,1618458086558,android.net.wifi.STATE_CHANGE
62,1,1618458086588,android.net.conn.TETHER_STATE_CHANGED
63,1,1618463822908,android.net.wifi.STATE_CHANGE
64,1,1618463822943,android.net.conn.TETHER_STATE_CHANGED
65,1,1618473750676,android.net.wifi.STATE_CHANGE
66,1,1618473750691,android.net.conn.TETHER_STATE_CHANGED
67,1,1618475920817,android.intent.action.TIME_SET
68,1,1618475920824,android.net.wifi.STATE_CHANGE
69,1,1618475920859,android.net.conn.TETHER_STATE_CHANGED
70,1,1618477288818,android.net.wifi.STATE_CHANGE
71,1,1618477288831,android.net.conn.TETHER_STATE_CHANGED
72,1,1618480829088,android.net.wifi.STATE_CHANGE
73,1,1618480829100,android.net.conn.TETHER_STATE_CHANGED
74,1,1618484369380,android.net.wifi.STATE_CHANGE
75,1,1618484369404,android.net.conn.TETHER_STATE_CHANGED
76,1,1618487909629,android.net.wifi.STATE_CHANGE
77,1,1618487909643,android.net.conn.TETHER_STATE_CHANGED
78,1,1618491449861,android.net.wifi.STATE_CHANGE
79,1,1618491449873,android.net.conn.TETHER_STATE_CHANGED
80,1,1618494990139,android.net.wifi.STATE_CHANGE
81,1,1618494990156,android.net.conn.TETHER_STATE_CHANGED
82,1,1618517464781,android.net.wifi.STATE_CHANGE
83,1,1618517464812,android.net.conn.TETHER_STATE_CHANGED
84,1,1618593381651,android.net.wifi.STATE_CHANGE
85,1,1618593381683,android.net.conn.TETHER_STATE_CHANGED
86,1,1618696956016,android.net.wifi.STATE_CHANGE
87,1,1618696956034,android.net.conn.TETHER_STATE_CHANGED
88,1,1618700708429,android.net.wifi.STATE_CHANGE
89,1,1618700708448,android.net.conn.TETHER_STATE_CHANGED
90,1,1618751294877,android.net.wifi.STATE_CHANGE
91,1,1618751294902,android.net.conn.TETHER_STATE_CHANGED
92,1,1618766072009,android.net.wifi.STATE_CHANGE
93,1,1618766072042,android.net.conn.TETHER_STATE_CHANGED
94,1,1618791511197,android.net.wifi.STATE_CHANGE
95,1,1618791511222,android.net.conn.TETHER_STATE_CHANGED
96,1,1618868346192,android.net.wifi.STATE_CHANGE
97,1,1618868346217,android.net.conn.TETHER_STATE_CHANGED
98,1,1618948249019,android.net.wifi.STATE_CHANGE
99,1,1618948249046,android.net.conn.TETHER_STATE_CHANGED
100,1,1619028980367,android.net.wifi.STATE_CHANGE
101,1,1619028980410,android.net.conn.TETHER_STATE_CHANGED
102,1,1619109035064,android.net.wifi.STATE_CHANGE
103,1,1619109035075,android.net.conn.TETHER_STATE_CHANGED
104,1,1619245580499,android.net.wifi.STATE_CHANGE
105,1,1619245580527,android.net.conn.TETHER_STATE_CHANGED
106,1,1619339412584,android.net.wifi.STATE_CHANGE
107,1,1619339412605,android.net.conn.TETHER_STATE_CHANGED
108,1,1619378867664,android.net.wifi.STATE_CHANGE
109,1,1619378867697,android.net.conn.TETHER_STATE_CHANGED
110,1,1619411461404,android.net.wifi.STATE_CHANGE
111,1,1619411461438,android.net.conn.TETHER_STATE_CHANGED
112,1,1619450508426,android.net.wifi.STATE_CHANGE
113,1,1619450508454,android.net.conn.TETHER_STATE_CHANGED
114,1,1619468307890,android.intent.action.TIME_SET
115,1,1619468307897,android.net.wifi.STATE_CHANGE
116,1,1619468307925,android.net.conn.TETHER_STATE_CHANGED
117,1,1619468326966,android.net.wifi.STATE_CHANGE
118,1,1619468326978,android.net.conn.TETHER_STATE_CHANGED
119,1,1619471867222,android.net.wifi.STATE_CHANGE
120,1,1619471867235,android.net.conn.TETHER_STATE_CHANGED
121,1,1619475407458,android.net.wifi.STATE_CHANGE
122,1,1619475407472,android.net.conn.TETHER_STATE_CHANGED
123,1,1619478947662,android.net.wifi.STATE_CHANGE
124,1,1619478947674,android.net.conn.TETHER_STATE_CHANGED
125,1,1619482487923,android.net.wifi.STATE_CHANGE
126,1,1619482487937,android.net.conn.TETHER_STATE_CHANGED
127,1,1619486028182,android.net.wifi.STATE_CHANGE
128,1,1619486028202,android.net.conn.TETHER_STATE_CHANGED
129,1,1619490066488,android.net.wifi.STATE_CHANGE
130,1,1619490066502,android.net.conn.TETHER_STATE_CHANGED
131,1,1619494376599,android.net.wifi.STATE_CHANGE
132,1,1619494376625,android.net.conn.TETHER_STATE_CHANGED
133,1,1619648503689,android.net.wifi.STATE_CHANGE
134,1,1619648503717,android.net.conn.TETHER_STATE_CHANGED
135,1,1619726560233,android.net.wifi.STATE_CHANGE
136,1,1619726560250,android.net.conn.TETHER_STATE_CHANGED
137,1,1619778039816,android.net.wifi.STATE_CHANGE
138,1,1619778039839,android.net.conn.TETHER_STATE_CHANGED
139,1,1620155487653,android.intent.action.LOCKED_BOOT_COMPLETED
140,1,1620202394126,android.net.conn.TETHER_STATE_CHANGED
141,1,1620202397421,android.net.wifi.STATE_CHANGE
142,1,1620202397423,android.net.wifi.STATE_CHANGE
143,1,1620202397918,android.net.wifi.STATE_CHANGE
144,1,1620202397920,android.net.wifi.STATE_CHANGE
145,1,1620202397983,android.net.wifi.STATE_CHANGE
146,1,1620202397994,android.net.wifi.STATE_CHANGE
147,1,1620202398009,android.net.wifi.STATE_CHANGE
148,1,1620202398011,android.net.wifi.STATE_CHANGE
149,1,1620202400463,android.net.wifi.STATE_CHANGE
150,1,1620202400529,android.net.wifi.STATE_CHANGE
151,1,1620202450403,android.net.wifi.STATE_CHANGE
152,1,1620202450413,android.net.wifi.STATE_CHANGE
153,1,1620202450444,android.net.conn.TETHER_STATE_CHANGED
154,1,1620202450456,android.net.wifi.STATE_CHANGE
155,1,1620202450489,android.net.wifi.STATE_CHANGE
156,1,1620202450532,android.net.wifi.STATE_CHANGE
157,1,1620202451206,android.net.wifi.STATE_CHANGE
158,1,1620202899965,android.intent.action.LOCKED_BOOT_COMPLETED
159,1,1620202900107,android.net.wifi.STATE_CHANGE
160,1,1620202900117,android.net.conn.TETHER_STATE_CHANGED
161,1,1620202912707,android.net.wifi.STATE_CHANGE
