row_id,items_row_id,clusters_row_id,view_type,rank,cluster_rank,write_sequence_id,do_not_show_before_timestamp_ms,do_not_show_after_timestamp_ms,nested_cluster_row_id,display_timestamp_ms,messages_in_view_bitmap
3211,145,,51,9223370415655075746,,431,,,,1621199700061,3
3212,145,,98,9223370415655075746,,431,,,,1621199700061,3
3213,145,,88,9223370415655075746,,431,,,,1621199700061,3
3214,145,8.0,62,9223370415655075746,9223370415655075746,431,,,,1621199700061,3
3215,145,,57,9223370415655075746,,431,,,,1621199700061,3
3216,145,,109,9223370415655075746,,431,,,,1621199700061,3
3217,145,,108,9223370415655075746,,431,,,,1621199700061,3
3218,145,,58,9223370415655075746,,431,,,,1621199700061,3
3219,145,,117,9223370415655075746,,431,,,,1621199700061,3
3220,145,,59,9223370415655075746,,431,,,,1621199700061,3
3221,145,8.0,2,9223370415655075746,,431,,,,1621199700061,3
3222,145,8.0,107,9223370415655075746,,431,,,,1621199700061,3
3223,145,1.0,2,9223370415655075746,,431,,,,1621199700061,3
3224,145,1.0,107,9223370415655075746,,431,,,,1621199700061,3
3225,146,,100,9223370415595420003,,433,,,,1621259355804,3
3226,146,,116,9223370415595420003,,433,,,,1621259355804,3
3227,146,,45,9223370415595420003,,433,,,,1621259355804,3
3228,146,,51,9223370415595420003,,433,,,,1621259355804,3
3229,146,,98,9223370415595420003,,433,,,,1621259355804,3
3230,146,,88,9223370415595420003,,433,,,,1621259355804,3
3231,146,8.0,62,9223370415595420003,9223370415595420003,433,,,,1621259355804,3
3232,146,,57,9223370415595420003,,433,,,,1621259355804,3
3233,146,,109,9223370415595420003,,433,,,,1621259355804,3
3234,146,,108,9223370415595420003,,433,,,,1621259355804,3
3235,146,,58,9223370415595420003,,433,,,,1621259355804,3
3236,146,,117,9223370415595420003,,433,,,,1621259355804,3
3237,146,,59,9223370415595420003,,433,,,,1621259355804,3
3238,146,8.0,2,9223370415595420003,,433,,,,1621259355804,3
3239,146,8.0,107,9223370415595420003,,433,,,,1621259355804,3
3240,146,1.0,2,9223370415595420003,,433,,,,1621259355804,3
3241,146,1.0,107,9223370415595420003,,433,,,,1621259355804,3
3242,147,,100,9223370415574999434,,435,,,,1621279776373,3
3243,147,,116,9223370415574999434,,435,,,,1621279776373,3
3244,147,,45,9223370415574999434,,435,,,,1621279776373,3
3245,147,,51,9223370415574999434,,435,,,,1621279776373,3
3246,147,,98,9223370415574999434,,435,,,,1621279776373,3
3247,147,,88,9223370415574999434,,435,,,,1621279776373,3
3248,147,8.0,62,9223370415574999434,9223370415574999434,435,,,,1621279776373,3
3249,147,,57,9223370415574999434,,435,,,,1621279776373,3
3250,147,,109,9223370415574999434,,435,,,,1621279776373,3
3251,147,,108,9223370415574999434,,435,,,,1621279776373,3
3252,147,,58,9223370415574999434,,435,,,,1621279776373,3
3253,147,,117,9223370415574999434,,435,,,,1621279776373,3
3254,147,,59,9223370415574999434,,435,,,,1621279776373,3
3255,147,8.0,2,9223370415574999434,,435,,,,1621279776373,3
3256,147,8.0,107,9223370415574999434,,435,,,,1621279776373,3
3257,147,1.0,2,9223370415574999434,,435,,,,1621279776373,3
3258,147,1.0,107,9223370415574999434,,435,,,,1621279776373,3
3259,148,,100,9223370415550520240,,437,,,,1621304255567,3
3260,148,,116,9223370415550520240,,437,,,,1621304255567,3
3261,148,,45,9223370415550520240,,437,,,,1621304255567,3
3262,148,,51,9223370415550520240,,437,,,,1621304255567,3
3263,148,,98,9223370415550520240,,437,,,,1621304255567,3
3264,148,,88,9223370415550520240,,437,,,,1621304255567,3
3265,148,8.0,62,9223370415550520240,9223370415550520240,437,,,,1621304255567,3
3266,148,,57,9223370415550520240,,437,,,,1621304255567,3
3267,148,,109,9223370415550520240,,437,,,,1621304255567,3
3268,148,,108,9223370415550520240,,437,,,,1621304255567,3
3269,148,,58,9223370415550520240,,437,,,,1621304255567,3
3270,148,,117,9223370415550520240,,437,,,,1621304255567,3
3271,148,,59,9223370415550520240,,437,,,,1621304255567,3
3272,148,8.0,2,9223370415550520240,,437,,,,1621304255567,3
3273,148,8.0,107,9223370415550520240,,437,,,,1621304255567,3
3274,148,1.0,2,9223370415550520240,,437,,,,1621304255567,3
3275,148,1.0,107,9223370415550520240,,437,,,,1621304255567,3
3276,149,,100,9223370415497512415,,439,,,,1621357263392,3
3277,149,,116,9223370415497512415,,439,,,,1621357263392,3
3278,149,,45,9223370415497512415,,439,,,,1621357263392,3
3279,149,,51,9223370415497512415,,439,,,,1621357263392,3
3280,149,,98,9223370415497512415,,439,,,,1621357263392,3
3281,149,,88,9223370415497512415,,439,,,,1621357263392,3
3282,149,8.0,62,9223370415497512415,9223370415497512415,439,,,,1621357263392,3
3283,149,,57,9223370415497512415,,439,,,,1621357263392,3
3284,149,,109,9223370415497512415,,439,,,,1621357263392,3
3285,149,,108,9223370415497512415,,439,,,,1621357263392,3
3286,149,,58,9223370415497512415,,439,,,,1621357263392,3
3287,149,,117,9223370415497512415,,439,,,,1621357263392,3
3288,149,,59,9223370415497512415,,439,,,,1621357263392,3
3289,149,8.0,2,9223370415497512415,,439,,,,1621357263392,3
3290,149,8.0,107,9223370415497512415,,439,,,,1621357263392,3
3291,149,1.0,2,9223370415497512415,,439,,,,1621357263392,3
3292,149,1.0,107,9223370415497512415,,439,,,,1621357263392,3
3293,150,,100,9223370415413266295,,441,,,,1621441509512,3
3294,150,,116,9223370415413266295,,441,,,,1621441509512,3
3295,150,,45,9223370415413266295,,441,,,,1621441509512,3
3296,150,,51,9223370415413266295,,441,,,,1621441509512,3
3297,150,,98,9223370415413266295,,441,,,,1621441509512,3
3298,150,,88,9223370415413266295,,441,,,,1621441509512,3
3299,150,8.0,62,9223370415413266295,9223370415413266295,441,,,,1621441509512,3
3300,150,,57,9223370415413266295,,441,,,,1621441509512,3
3301,150,,109,9223370415413266295,,441,,,,1621441509512,3
3302,150,,108,9223370415413266295,,441,,,,1621441509512,3
3303,150,,58,9223370415413266295,,441,,,,1621441509512,3
3304,150,,117,9223370415413266295,,441,,,,1621441509512,3
3305,150,,59,9223370415413266295,,441,,,,1621441509512,3
3306,150,8.0,2,9223370415413266295,,441,,,,1621441509512,3
3307,150,8.0,107,9223370415413266295,,441,,,,1621441509512,3
3308,150,1.0,2,9223370415413266295,,441,,,,1621441509512,3
3309,150,1.0,107,9223370415413266295,,441,,,,1621441509512,3
3310,151,,100,9223370415383007026,,443,,,,1621471768781,3
3311,151,,116,9223370415383007026,,443,,,,1621471768781,3
3312,151,,45,9223370415383007026,,443,,,,1621471768781,3
3313,151,,51,9223370415383007026,,443,,,,1621471768781,3
3314,151,,98,9223370415383007026,,443,,,,1621471768781,3
3315,151,,88,9223370415383007026,,443,,,,1621471768781,3
3316,151,8.0,62,9223370415383007026,9223370415383007026,443,,,,1621471768781,3
3317,151,,57,9223370415383007026,,443,,,,1621471768781,3
3318,151,,109,9223370415383007026,,443,,,,1621471768781,3
3319,151,,108,9223370415383007026,,443,,,,1621471768781,3
3320,151,,58,9223370415383007026,,443,,,,1621471768781,3
3321,151,,117,9223370415383007026,,443,,,,1621471768781,3
3322,151,,59,9223370415383007026,,443,,,,1621471768781,3
3323,151,8.0,2,9223370415383007026,,443,,,,1621471768781,3
3324,151,8.0,107,9223370415383007026,,443,,,,1621471768781,3
3325,151,1.0,2,9223370415383007026,,443,,,,1621471768781,3
3326,151,1.0,107,9223370415383007026,,443,,,,1621471768781,3
3386,152,,116,9223370415357172416,,454,,,,1621497603391,2
3387,152,,45,9223370415357172416,,454,,,,1621497603391,2
3388,152,,49,9223370415357172416,,454,,,,1621497603391,2
3389,152,,62,9223370415357172416,,454,,,,1621497603391,2
3390,152,,96,9223370415357172416,,454,,,,1621497603391,2
3391,152,,57,9223370415357172416,,454,,,,1621497603391,2
3392,152,,109,9223370415357172416,,454,,,,1621497603391,2
3393,152,,58,9223370415357172416,,454,,,,1621497603391,2
3394,152,,117,9223370415357172416,,454,,,,1621497603391,2
3395,152,,78,9223370415357172416,,454,,,,1621497603391,2
3396,152,1.0,2,9223370415357172416,,454,,,,1621497603391,2
3397,152,6.0,2,9223370415357172416,,454,,,,1621497603391,2
3398,154,,100,9223370415304270481,,455,,,,1621550505326,3
3399,154,,116,9223370415304270481,,455,,,,1621550505326,3
3400,154,,45,9223370415304270481,,455,,,,1621550505326,3
3401,154,,51,9223370415304270481,,455,,,,1621550505326,3
3402,154,,98,9223370415304270481,,455,,,,1621550505326,3
3403,154,,88,9223370415304270481,,455,,,,1621550505326,3
3404,154,8.0,62,9223370415304270481,9223370415304270481,455,,,,1621550505326,3
3405,154,,57,9223370415304270481,,455,,,,1621550505326,3
3406,154,,109,9223370415304270481,,455,,,,1621550505326,3
3407,154,,108,9223370415304270481,,455,,,,1621550505326,3
3408,154,,58,9223370415304270481,,455,,,,1621550505326,3
3409,154,,117,9223370415304270481,,455,,,,1621550505326,3
3410,154,,59,9223370415304270481,,455,,,,1621550505326,3
3411,154,8.0,2,9223370415304270481,,455,,,,1621550505326,3
3412,154,8.0,107,9223370415304270481,,455,,,,1621550505326,3
3413,154,1.0,2,9223370415304270481,,455,,,,1621550505326,3
3414,154,1.0,107,9223370415304270481,,455,,,,1621550505326,3
3457,155,,116,9223370415290608259,,464,,,,1621564167548,2
3458,155,,45,9223370415290608259,,464,,,,1621564167548,2
3459,155,,49,9223370415290608259,,464,,,,1621564167548,2
3460,155,,62,9223370415290608259,,464,,,,1621564167548,2
3461,155,,96,9223370415290608259,,464,,,,1621564167548,2
3462,155,,57,9223370415290608259,,464,,,,1621564167548,2
3463,155,,109,9223370415290608259,,464,,,,1621564167548,2
3464,155,,58,9223370415290608259,,464,,,,1621564167548,2
3465,155,,117,9223370415290608259,,464,,,,1621564167548,2
3466,155,,78,9223370415290608259,,464,,,,1621564167548,2
3467,155,1.0,2,9223370415290608259,,464,,,,1621564167548,2
3468,155,6.0,2,9223370415290608259,,464,,,,1621564167548,2
3469,156,,100,9223370415248978376,,465,,,,1621605797431,3
3470,156,,116,9223370415248978376,,465,,,,1621605797431,3
3471,156,,45,9223370415248978376,,465,,,,1621605797431,3
3472,156,,51,9223370415248978376,,465,,,,1621605797431,3
3473,156,,98,9223370415248978376,,465,,,,1621605797431,3
3474,156,,88,9223370415248978376,,465,,,,1621605797431,3
3475,156,8.0,62,9223370415248978376,9223370415248978376,465,,,,1621605797431,3
3476,156,,57,9223370415248978376,,465,,,,1621605797431,3
3477,156,,109,9223370415248978376,,465,,,,1621605797431,3
3478,156,,108,9223370415248978376,,465,,,,1621605797431,3
3479,156,,58,9223370415248978376,,465,,,,1621605797431,3
3480,156,,117,9223370415248978376,,465,,,,1621605797431,3
3481,156,,59,9223370415248978376,,465,,,,1621605797431,3
3482,156,8.0,2,9223370415248978376,,465,,,,1621605797431,3
3483,156,8.0,107,9223370415248978376,,465,,,,1621605797431,3
3484,156,1.0,2,9223370415248978376,,465,,,,1621605797431,3
3485,156,1.0,107,9223370415248978376,,465,,,,1621605797431,3
3486,157,,100,9223370415073667611,,467,,,,1621781108196,3
3487,157,,116,9223370415073667611,,467,,,,1621781108196,3
3488,157,,45,9223370415073667611,,467,,,,1621781108196,3
3489,157,,51,9223370415073667611,,467,,,,1621781108196,3
3490,157,,98,9223370415073667611,,467,,,,1621781108196,3
3491,157,,88,9223370415073667611,,467,,,,1621781108196,3
3492,157,8.0,62,9223370415073667611,9223370415073667611,467,,,,1621781108196,3
3493,157,,57,9223370415073667611,,467,,,,1621781108196,3
3494,157,,109,9223370415073667611,,467,,,,1621781108196,3
3495,157,,108,9223370415073667611,,467,,,,1621781108196,3
3496,157,,58,9223370415073667611,,467,,,,1621781108196,3
3497,157,,117,9223370415073667611,,467,,,,1621781108196,3
3498,157,,59,9223370415073667611,,467,,,,1621781108196,3
3499,157,8.0,2,9223370415073667611,,467,,,,1621781108196,3
3500,157,8.0,107,9223370415073667611,,467,,,,1621781108196,3
3501,157,1.0,2,9223370415073667611,,467,,,,1621781108196,3
3502,157,1.0,107,9223370415073667611,,467,,,,1621781108196,3
3503,158,,100,9223370414962346060,,469,,,,1621892429747,3
3504,158,,116,9223370414962346060,,469,,,,1621892429747,3
3505,158,,45,9223370414962346060,,469,,,,1621892429747,3
3506,158,,51,9223370414962346060,,469,,,,1621892429747,3
3507,158,,98,9223370414962346060,,469,,,,1621892429747,3
3508,158,,88,9223370414962346060,,469,,,,1621892429747,3
3509,158,8.0,62,9223370414962346060,9223370414962346060,469,,,,1621892429747,3
3510,158,,57,9223370414962346060,,469,,,,1621892429747,3
3511,158,,109,9223370414962346060,,469,,,,1621892429747,3
3512,158,,108,9223370414962346060,,469,,,,1621892429747,3
3513,158,,58,9223370414962346060,,469,,,,1621892429747,3
3514,158,,117,9223370414962346060,,469,,,,1621892429747,3
3515,158,,59,9223370414962346060,,469,,,,1621892429747,3
3516,158,8.0,2,9223370414962346060,,469,,,,1621892429747,3
3517,158,8.0,107,9223370414962346060,,469,,,,1621892429747,3
3518,158,1.0,2,9223370414962346060,,469,,,,1621892429747,3
3519,158,1.0,107,9223370414962346060,,469,,,,1621892429747,3
3537,160,,100,9223370414898170151,,469,,,,1621956605656,3
3538,160,,116,9223370414898170151,,469,,,,1621956605656,3
3539,160,,45,9223370414898170151,,469,,,,1621956605656,3
3540,160,,51,9223370414898170151,,469,,,,1621956605656,3
3541,160,,98,9223370414898170151,,469,,,,1621956605656,3
3542,160,,88,9223370414898170151,,469,,,,1621956605656,3
3543,160,8.0,62,9223370414898170151,9223370414898170151,469,,,,1621956605656,3
3544,160,,57,9223370414898170151,,469,,,,1621956605656,3
3545,160,,109,9223370414898170151,,469,,,,1621956605656,3
3546,160,,108,9223370414898170151,,469,,,,1621956605656,3
3547,160,,58,9223370414898170151,,469,,,,1621956605656,3
3548,160,,117,9223370414898170151,,469,,,,1621956605656,3
3549,160,,59,9223370414898170151,,469,,,,1621956605656,3
3550,160,8.0,2,9223370414898170151,,469,,,,1621956605656,3
3551,160,8.0,107,9223370414898170151,,469,,,,1621956605656,3
3552,160,1.0,2,9223370414898170151,,469,,,,1621956605656,3
3553,160,1.0,107,9223370414898170151,,469,,,,1621956605656,3
3613,162,,116,9223370414873161939,,478,,,,1621981613868,2
3614,162,,45,9223370414873161939,,478,,,,1621981613868,2
3615,162,,49,9223370414873161939,,478,,,,1621981613868,2
3616,162,,62,9223370414873161939,,478,,,,1621981613868,2
3617,162,,96,9223370414873161939,,478,,,,1621981613868,2
3618,162,,57,9223370414873161939,,478,,,,1621981613868,2
3619,162,,109,9223370414873161939,,478,,,,1621981613868,2
3620,162,,58,9223370414873161939,,478,,,,1621981613868,2
3621,162,,117,9223370414873161939,,478,,,,1621981613868,2
3622,162,,78,9223370414873161939,,478,,,,1621981613868,2
3623,162,1.0,2,9223370414873161939,,478,,,,1621981613868,2
3624,162,6.0,2,9223370414873161939,,478,,,,1621981613868,2
3630,163,,100,9223370414772650337,,480,,,,1622082125470,3
3631,163,,116,9223370414772650337,,480,,,,1622082125470,3
3632,163,,45,9223370414772650337,,480,,,,1622082125470,3
3633,163,,51,9223370414772650337,,480,,,,1622082125470,3
3634,163,,98,9223370414772650337,,480,,,,1622082125470,3
3635,163,,88,9223370414772650337,,480,,,,1622082125470,3
3636,163,8.0,62,9223370414772650337,9223370414772650337,480,,,,1622082125470,3
3637,163,,57,9223370414772650337,,480,,,,1622082125470,3
3638,163,,109,9223370414772650337,,480,,,,1622082125470,3
3639,163,,108,9223370414772650337,,480,,,,1622082125470,3
3640,163,,58,9223370414772650337,,480,,,,1622082125470,3
3641,163,,117,9223370414772650337,,480,,,,1622082125470,3
3642,163,,59,9223370414772650337,,480,,,,1622082125470,3
3643,163,8.0,2,9223370414772650337,,480,,,,1622082125470,3
3644,163,8.0,107,9223370414772650337,,480,,,,1622082125470,3
3645,163,1.0,2,9223370414772650337,,480,,,,1622082125470,3
3646,163,1.0,107,9223370414772650337,,480,,,,1622082125470,3
3647,164,,100,9223370414731065511,,482,,,,1622123710296,3
3648,164,,116,9223370414731065511,,482,,,,1622123710296,3
3649,164,,45,9223370414731065511,,482,,,,1622123710296,3
3650,164,,51,9223370414731065511,,482,,,,1622123710296,3
3651,164,,98,9223370414731065511,,482,,,,1622123710296,3
3652,164,,88,9223370414731065511,,482,,,,1622123710296,3
3653,164,8.0,62,9223370414731065511,9223370414731065511,482,,,,1622123710296,3
3654,164,,57,9223370414731065511,,482,,,,1622123710296,3
3655,164,,109,9223370414731065511,,482,,,,1622123710296,3
3656,164,,108,9223370414731065511,,482,,,,1622123710296,3
3657,164,,58,9223370414731065511,,482,,,,1622123710296,3
3658,164,,117,9223370414731065511,,482,,,,1622123710296,3
3659,164,,59,9223370414731065511,,482,,,,1622123710296,3
3660,164,8.0,2,9223370414731065511,,482,,,,1622123710296,3
3661,164,8.0,107,9223370414731065511,,482,,,,1622123710296,3
3662,164,1.0,2,9223370414731065511,,482,,,,1622123710296,3
3663,164,1.0,107,9223370414731065511,,482,,,,1622123710296,3
3681,166,,100,9223370414707961494,,484,,,,1622146814313,3
3682,166,,116,9223370414707961494,,484,,,,1622146814313,3
3683,166,,45,9223370414707961494,,484,,,,1622146814313,3
3684,166,,51,9223370414707961494,,484,,,,1622146814313,3
3685,166,,98,9223370414707961494,,484,,,,1622146814313,3
3686,166,,88,9223370414707961494,,484,,,,1622146814313,3
3687,166,8.0,62,9223370414707961494,9223370414707961494,484,,,,1622146814313,3
3688,166,,57,9223370414707961494,,484,,,,1622146814313,3
3689,166,,109,9223370414707961494,,484,,,,1622146814313,3
3690,166,,108,9223370414707961494,,484,,,,1622146814313,3
3691,166,,58,9223370414707961494,,484,,,,1622146814313,3
3692,166,,117,9223370414707961494,,484,,,,1622146814313,3
3693,166,,59,9223370414707961494,,484,,,,1622146814313,3
3694,166,8.0,2,9223370414707961494,,484,,,,1622146814313,3
3695,166,8.0,107,9223370414707961494,,484,,,,1622146814313,3
3696,166,1.0,2,9223370414707961494,,484,,,,1622146814313,3
3697,166,1.0,107,9223370414707961494,,484,,,,1622146814313,3
3698,167,,100,9223370414636112112,,486,,,,1622218663695,3
3699,167,,116,9223370414636112112,,486,,,,1622218663695,3
3700,167,,45,9223370414636112112,,486,,,,1622218663695,3
3701,167,,51,9223370414636112112,,486,,,,1622218663695,3
3702,167,,98,9223370414636112112,,486,,,,1622218663695,3
3703,167,,88,9223370414636112112,,486,,,,1622218663695,3
3704,167,8.0,62,9223370414636112112,9223370414636112112,486,,,,1622218663695,3
3705,167,,57,9223370414636112112,,486,,,,1622218663695,3
3706,167,,109,9223370414636112112,,486,,,,1622218663695,3
3707,167,,108,9223370414636112112,,486,,,,1622218663695,3
3708,167,,58,9223370414636112112,,486,,,,1622218663695,3
3709,167,,117,9223370414636112112,,486,,,,1622218663695,3
3710,167,,59,9223370414636112112,,486,,,,1622218663695,3
3711,167,8.0,2,9223370414636112112,,486,,,,1622218663695,3
3712,167,8.0,107,9223370414636112112,,486,,,,1622218663695,3
3713,167,1.0,2,9223370414636112112,,486,,,,1622218663695,3
3714,167,1.0,107,9223370414636112112,,486,,,,1622218663695,3
3715,168,,100,9223370414598309555,,488,,,,1622256466252,3
3716,168,,116,9223370414598309555,,488,,,,1622256466252,3
3717,168,,45,9223370414598309555,,488,,,,1622256466252,3
3718,168,,51,9223370414598309555,,488,,,,1622256466252,3
3719,168,,98,9223370414598309555,,488,,,,1622256466252,3
3720,168,,88,9223370414598309555,,488,,,,1622256466252,3
3721,168,8.0,62,9223370414598309555,9223370414598309555,488,,,,1622256466252,3
3722,168,,57,9223370414598309555,,488,,,,1622256466252,3
3723,168,,109,9223370414598309555,,488,,,,1622256466252,3
3724,168,,108,9223370414598309555,,488,,,,1622256466252,3
3725,168,,58,9223370414598309555,,488,,,,1622256466252,3
3726,168,,117,9223370414598309555,,488,,,,1622256466252,3
3727,168,,59,9223370414598309555,,488,,,,1622256466252,3
3728,168,8.0,2,9223370414598309555,,488,,,,1622256466252,3
3729,168,8.0,107,9223370414598309555,,488,,,,1622256466252,3
3730,168,1.0,2,9223370414598309555,,488,,,,1622256466252,3
3731,168,1.0,107,9223370414598309555,,488,,,,1622256466252,3
3737,169,,100,9223370414555007780,,491,,,,1622299768027,3
3738,169,,116,9223370414555007780,,491,,,,1622299768027,3
3739,169,,45,9223370414555007780,,491,,,,1622299768027,3
3740,169,,51,9223370414555007780,,491,,,,1622299768027,3
3741,169,,98,9223370414555007780,,491,,,,1622299768027,3
3742,169,,88,9223370414555007780,,491,,,,1622299768027,3
3743,169,8.0,62,9223370414555007780,9223370414555007780,491,,,,1622299768027,3
3744,169,,57,9223370414555007780,,491,,,,1622299768027,3
3745,169,,109,9223370414555007780,,491,,,,1622299768027,3
3746,169,,108,9223370414555007780,,491,,,,1622299768027,3
3747,169,,58,9223370414555007780,,491,,,,1622299768027,3
3748,169,,117,9223370414555007780,,491,,,,1622299768027,3
3749,169,,59,9223370414555007780,,491,,,,1622299768027,3
3750,169,8.0,2,9223370414555007780,,491,,,,1622299768027,3
3751,169,8.0,107,9223370414555007780,,491,,,,1622299768027,3
3752,169,1.0,2,9223370414555007780,,491,,,,1622299768027,3
3753,169,1.0,107,9223370414555007780,,491,,,,1622299768027,3
3754,170,,100,9223370414529219112,,491,,,,1622325556695,3
3755,170,,116,9223370414529219112,,491,,,,1622325556695,3
3756,170,,45,9223370414529219112,,491,,,,1622325556695,3
3757,170,,51,9223370414529219112,,491,,,,1622325556695,3
3758,170,,98,9223370414529219112,,491,,,,1622325556695,3
3759,170,,88,9223370414529219112,,491,,,,1622325556695,3
3760,170,8.0,62,9223370414529219112,9223370414529219112,491,,,,1622325556695,3
3761,170,,57,9223370414529219112,,491,,,,1622325556695,3
3762,170,,109,9223370414529219112,,491,,,,1622325556695,3
3763,170,,108,9223370414529219112,,491,,,,1622325556695,3
3764,170,,58,9223370414529219112,,491,,,,1622325556695,3
3765,170,,117,9223370414529219112,,491,,,,1622325556695,3
3766,170,,59,9223370414529219112,,491,,,,1622325556695,3
3767,170,8.0,2,9223370414529219112,,491,,,,1622325556695,3
3768,170,8.0,107,9223370414529219112,,491,,,,1622325556695,3
3769,170,1.0,2,9223370414529219112,,491,,,,1622325556695,3
3770,170,1.0,107,9223370414529219112,,491,,,,1622325556695,3
3771,171,,100,9223370414454987359,,493,,,,1622399788448,3
3772,171,,116,9223370414454987359,,493,,,,1622399788448,3
3773,171,,45,9223370414454987359,,493,,,,1622399788448,3
3774,171,,51,9223370414454987359,,493,,,,1622399788448,3
3775,171,,98,9223370414454987359,,493,,,,1622399788448,3
3776,171,,88,9223370414454987359,,493,,,,1622399788448,3
3777,171,8.0,62,9223370414454987359,9223370414454987359,493,,,,1622399788448,3
3778,171,,57,9223370414454987359,,493,,,,1622399788448,3
3779,171,,109,9223370414454987359,,493,,,,1622399788448,3
3780,171,,108,9223370414454987359,,493,,,,1622399788448,3
3781,171,,58,9223370414454987359,,493,,,,1622399788448,3
3782,171,,117,9223370414454987359,,493,,,,1622399788448,3
3783,171,,59,9223370414454987359,,493,,,,1622399788448,3
3784,171,8.0,2,9223370414454987359,,493,,,,1622399788448,3
3785,171,8.0,107,9223370414454987359,,493,,,,1622399788448,3
3786,171,1.0,2,9223370414454987359,,493,,,,1622399788448,3
3787,171,1.0,107,9223370414454987359,,493,,,,1622399788448,3
3805,173,,100,9223370414426376590,,495,,,,1622428399217,3
3806,173,,116,9223370414426376590,,495,,,,1622428399217,3
3807,173,,45,9223370414426376590,,495,,,,1622428399217,3
3808,173,,51,9223370414426376590,,495,,,,1622428399217,3
3809,173,,98,9223370414426376590,,495,,,,1622428399217,3
3810,173,,88,9223370414426376590,,495,,,,1622428399217,3
3811,173,8.0,62,9223370414426376590,9223370414426376590,495,,,,1622428399217,3
3812,173,,57,9223370414426376590,,495,,,,1622428399217,3
3813,173,,109,9223370414426376590,,495,,,,1622428399217,3
3814,173,,108,9223370414426376590,,495,,,,1622428399217,3
3815,173,,58,9223370414426376590,,495,,,,1622428399217,3
3816,173,,117,9223370414426376590,,495,,,,1622428399217,3
3817,173,,59,9223370414426376590,,495,,,,1622428399217,3
3818,173,8.0,2,9223370414426376590,,495,,,,1622428399217,3
3819,173,8.0,107,9223370414426376590,,495,,,,1622428399217,3
3820,173,1.0,2,9223370414426376590,,495,,,,1622428399217,3
3821,173,1.0,107,9223370414426376590,,495,,,,1622428399217,3
3822,174,,100,9223370414424451411,,495,,,,1622430324396,3
3823,174,,116,9223370414424451411,,495,,,,1622430324396,3
3824,174,,45,9223370414424451411,,495,,,,1622430324396,3
