id,url,title,visit_count,typed_count,last_visit_time,hidden
1,http://www.google.com/m?client=ms-android-samsung-rev2&source=android-home,,1,1,13268163128938013,0
2,https://www.google.com/webhp?client=ms-android-samsung-rev2&source=android-home&gws_rd=ssl,,1,0,13268163128938013,0
