_id,item,category,data1,data2,data3,data4,data5
93,cn.ishansong,ALL,-1,,,,
94,com.haier.uhome.washer,ALL,-1,,,,
95,com.idol.android,ALL,-1,,,,
96,com.pingan.paces.ccms,ALL,-1,,,,
97,com.niwodai.universityloan,ALL,-1,,,,
98,com.boyaa.enginekmqp.main,ALL,-1,,,,
99,com.caimi.creditcard,ALL,-1,,,,
100,com.happyplay.gxmj,ALL,-1,,,,
101,com.cmplay.tiles2_cn.baidu,ALL,-1,,,,
102,com.outfit7.mytalkingangelafree,ALL,-1,,,,
103,com.wepie.snake,ALL,-1,,,,
104,com.kiloo.subwaysurf.bd,ALL,-1,,,,
105,com.soulgame.slithersg.bd,ALL,-1,,,,
106,com.popcap.pvz2cthdbddk,ALL,-1,,,,
107,com.wodidashi.wolf,ALL,-1,,,,
108,com.chinahr.android.m,ALL,-1,,,,
109,com.wepie.snake.baidu,ALL,-1,,,,
110,com.minitech.miniworld.TMobile.baidu,ALL,-1,,,,
111,com.baidu.video,ALL,-1,,,,
112,com.xiandanjia.android,ALL,-1,,,,
113,com.jfpal.dianshua,ALL,-1,,,,
114,com.zhongduomei.rrmj.society,ALL,-1,,,,
115,com.changshuo.ui,ALL,-1,,,,
116,com.pfu.popstar.Samsung,ALL,-1,,,,
117,com.xunlei.downloadprovider,ALL,-1,,,,
118,com.adsafe,ALL,-1,,,,
119,com.xwtec.sd.mobileclient,ALL,-1,,,,
120,com.zengame.djddz.samsung,ALL,-1,,,,
121,com.autohome.usedcar,ALL,-1,,,,
122,com.turbochilli.rollingsky_cn.baidu,ALL,-1,,,,
123,com.syqy.wecash,ALL,-1,,,,
124,com.msxf.msg,ALL,-1,,,,
125,com.quanben.novel,ALL,-1,,,,
126,com.tencent.now,ALL,-1,,,,
127,com.soufun.app,ALL,-1,,,,
128,com.xxqp.dz,ALL,-1,,,,
129,com.remennovel,ALL,-1,,,,
130,com.epay.impay.ui.flinmen,ALL,-1,,,,
131,com.zhongcai500,ALL,-1,,,,
132,com.msxf.loan,ALL,-1,,,,
133,com.nxy.sc,ALL,-1,,,,
134,com.haodai.flashloan,ALL,-1,,,,
135,com.haieruhome.www.uHomeHaierGoodAir,ALL,-1,,,,
136,com.youloft.calendar,ALL,-1,,,,
137,com.drcom.DuoDian,ALL,-1,,,,
138,bubei.tingshu,ALL,-1,,,,
139,cn.cntvnews,ALL,-1,,,,
140,com.mianfei.book,ALL,-1,,,,
141,cmb.pb,ALL,-1,,,,
142,com.babytree.apps.pregnancy,ALL,-1,,,,
143,com.babytree.apps.lama,ALL,-1,,,,
144,com.mimidai,ALL,-1,,,,
145,com.qunl.zllniuniu,ALL,-1,,,,
146,com.kdmfxsgg.novel,ALL,-1,,,,
147,com.kuaikan.comic,ALL,-1,,,,
148,com.enniu.lingyongqian,ALL,-1,,,,
149,com.haodou.recipe,ALL,-1,,,,
150,com.iflytek.ggread.mfxsdq,ALL,-1,,,,
151,com.lofter.android,ALL,-1,,,,
152,com.jiayuan,ALL,-1,,,,
153,com.tencent.tmgp.twottddzzrb,ALL,-1,,,,
154,cn.kdqbxs.reader,ALL,-1,,,,
155,com.zengame.ttddzzrb.samsung,ALL,-1,,,,
156,com.meelive.ingkee,ALL,-1,,,,
157,com.tencent.qt.qtl,ALL,-1,,,,
158,com.ximalaya.ting.android,ALL,-1,,,,
159,com.autonavi.minimap,WHITE,-1,,,,
