_id,item,category,data1,data2,data3,data4,data5
1,com.happyelements.AndroidAnimal,ALL,-1,,,,
2,com.dianping.v1,ALL,-1,,,,
3,com.lu.flashlightpro,ALL,-1,,,,
4,com.qihoo.appstore,ALL,-1,,,,
5,com.example.gpstestapp,ALL,-1,,,,
6,com.sdu.didi.psnger,ALL,-1,,,,
7,com.moji.mjweather,ALL,-1,,,,
8,com.tencent.peng,ALL,-1,,,,
9,com.zj_lab.fireworks3,ALL,-1,,,,
10,com.hifun.jsqj,ALL,-1,,,,
11,com.hifun.ttmmx,ALL,-1,,,,
12,com.xltx.pangstar,ALL,-1,,,,
13,com.yodo1.skisafari2,ALL,-1,,,,
14,com.cmge.hellokitty,ALL,-1,,,,
15,com.DBGame.DiabloLOL,ALL,-1,,,,
16,com.gameley.tar,ALL,-1,,,,
17,com.wpd.game.popstar,ALL,-1,,,,
18,com.tencent.tmgp.fireworks3,ALL,-1,,,,
19,com.example.fusedtest,ALL,-1,,,,
20,com.youku.phone,ALL,-1,,,,
21,com.baidu.BaiduMap,NAVI,-1,,,,
22,com.autonavi.minimap,NAVI,-1,,,,
23,com.sogou.map.android.maps,NAVI,-1,,,,
24,com.tencent.map,NAVI,-1,,,,
25,com.pdager,NAVI,-1,,,,
26,com.baidu.map.location,SYSTEMNLP,-1,,,,
27,com.amap.android.location,SYSTEMNLP,-1,,,,
28,ctrip.android.view,ALL,-1,,,,
29,com.netease.newsreader.activity,ALL,-1,,,,
30,com.sohu.sohuvideo,ALL,-1,,,,
31,com.tudou.android,ALL,-1,,,,
32,com.didapinche.booking,ALL,-1,,,,
33,com.cubic.choosecar,ALL,-1,,,,
34,com.qihoo.browser,ALL,-1,,,,
35,com.duowan.kiwi,ALL,-1,,,,
36,com.yongche.android,ALL,-1,,,,
37,com.ztgame.bob,ALL,-1,,,,
38,com.ifeng.news2,ALL,-1,,,,
39,com.hupu.games,ALL,-1,,,,
40,com.android.haitong,ALL,-1,,,,
41,com.moxiu.launcher,ALL,-1,,,,
42,com.qihoo.video,ALL,-1,,,,
43,cn.com.spdb.mobilebank.per,ALL,-1,,,,
44,com.anjuke.android.app,ALL,-1,,,,
45,com.baihe,ALL,-1,,,,
46,com.pingan.papd,ALL,-1,,,,
47,cn.etouch.ecalendar,ALL,-1,,,,
48,com.cubic.autohome,ALL,-1,,,,
49,cn.j.hers,ALL,-1,,,,
50,com.anjuke.android.newbroker,ALL,-1,,,,
51,com.lingan.seeyou,ALL,-1,,,,
52,com.mfp.jelly.baidu,ALL,-1,,,,
53,com.spdbccc.app,ALL,-1,,,,
54,com.zhanyou.yeyeshow,ALL,-1,,,,
55,com.jsmcc,ALL,-1,,,,
56,com.qihoo360.launcher,ALL,-1,,,,
57,com.androidesk,ALL,-1,,,,
58,com.funshion.video.mobile,ALL,-1,,,,
59,com.androidesk.livewallpaper,ALL,-1,,,,
60,com.zcbl.bjjj_driving,ALL,-1,,,,
61,com.pingan.lifeinsurance,ALL,-1,,,,
62,com.xtuone.android.syllabus,ALL,-1,,,,
63,com.mas.wawagame.BDDKlord,ALL,-1,,,,
64,com.thestore.main,ALL,-1,,,,
65,com.iboxpay.minicashbox,ALL,-1,,,,
66,com.hc.hulakorea,ALL,-1,,,,
67,com.taobao.appcenter,ALL,-1,,,,
68,org.fungo.fungolive,ALL,-1,,,,
69,android.zhibo8,ALL,-1,,,,
70,com.fanli.android.apps,ALL,-1,,,,
71,com.zxd.moxiu.live,ALL,-1,,,,
72,com.paem,ALL,-1,,,,
73,com.wuba.huoyun,ALL,-1,,,,
74,com.kuaibao.skuaidi,ALL,-1,,,,
75,com.nfyg.hsbb,ALL,-1,,,,
76,com.pinguo.edit.sdk,ALL,-1,,,,
77,fm.qingting.qtradio,ALL,-1,,,,
78,com.yiche.autoeasy,ALL,-1,,,,
79,com.caimi.kuaidai,ALL,-1,,,,
80,com.samoyed.credit,ALL,-1,,,,
81,com.maidrobot.activity,ALL,-1,,,,
82,com.wuba,ALL,-1,,,,
83,com.yitong.mbank.psbc,ALL,-1,,,,
84,com.fenqile.fenqile,ALL,-1,,,,
85,cn.mama.pregnant,ALL,-1,,,,
86,com.kandian.vodapp,ALL,-1,,,,
87,com.chinapnr.android.supay.activity,ALL,-1,,,,
88,com.cib.cibmb,ALL,-1,,,,
89,me.ele.crowdsource,ALL,-1,,,,
90,cn.com.weshare.jiekuan,ALL,-1,,,,
91,com.dp.android.elong,ALL,-1,,,,
92,com.wodi.who,ALL,-1,,,,
