accounts_id,_package,value
1,com.google.android.apps.docs,2
1,com.zhiliaoapp.musically,2
1,com.google.ar.core,2
1,com.app.tgtg,2
1,com.google.android.gm,2
1,com.google.android.apps.maps,2
1,com.google.android.apps.photos,2
1,com.google.android.videos,2
1,com.cargurus.mobileApp,2
1,com.waze,2
