id,state,worker_class_name,input_merger_class_name,input,output,initial_delay,interval_duration,flex_duration,run_attempt_count,backoff_policy,backoff_delay_duration,period_start_time,minimum_retention_duration,schedule_requested_at,run_in_foreground,required_network_type,requires_charging,requires_device_idle,requires_battery_not_low,requires_storage_not_low,trigger_content_update_delay,trigger_max_content_delay,content_uri_triggers
96530afc-4f5c-4fef-a775-f0d0ad32cafd,0,com.google.apps.tiktok.contrib.work.TikTokListenableWorker,androidx.work.OverwritingInputMerger,b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',259708408,0,0,0,0,30000,1626743392661,0,1626743392728,0,0,1,0,0,0,-1,-1,
3ab78194-a42f-4af1-a410-e6988c426f5c,0,com.google.apps.tiktok.contrib.work.TikTokListenableWorker,androidx.work.OverwritingInputMerger,b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',605308407,0,0,0,0,30000,1626743392734,0,1626743392794,0,0,0,0,0,0,-1,-1,
