account_id,storage_id,region_id,region_state,serialized_region,owner_user_id,owner_account_id,priority
115829802936701284672,,b'n7Evxp_OaJXd5SOYYLXT',,b'r\x14n7Evxp_OaJXd5SOYYLXTzB\n\x1a\n\x18\n\n\x08\xaa\xa3\xda#\x10\xe3\x83\xf9L\x12\n\x08\xa4\xd3\xaf#\x10\x87\xbc\xc3L\x12\x05Local\x1a\x17\n\x15IMPLICIT_REGION_LOCAL0\x02:\x02\x08\x04\x82\x01\x1d\n\x17\n\x15\x08\x05\x12\x11ANONYMIZED_BOUNDS\x10\x01\x18\x01\xa0\x01\x80\x80\x80\n\xa8\x01\x80\x80\x80\n\xc0\x01\x9e\xb7\xb4\xe5\xac/\xca\x01\x1a\n\x15115829802936701284672\x12\x010',b'0',b'115829802936701284672',
