adminUid,sealedState,sealedPinCode,sealedExitUiPackage,sealedExitUiClass,sealedPowerDialogOptionMode,sealedModeStringOn,sealedModeStringOff,sealedModeStringOption,sealedHomeActivity,statusBarMode,statusBarClockState,statusBarIconsState,statusBarNotificationsState,usbMassStorageState,usbMassStorageStateIndependentSealed,usbNetState,usbNetSource,usbNetDest,notificationMessagesState,autoRotationState,autoRotationValue,inputRestrictionState,multiWindowFixed,multiWindowPercentageSplit,sealedPowerDialogItems,powerCustomItemsState,powerCustomItems,extendedCallInfoState,settingsState,notificationMessagesMask,checkCoverPopupState,navigationBarMode,recentLongPressActivity,recentLongPressMode,batteryLevelColourItems,volumeControlStream,LTESettingState,wifiConnectedMessageState,toastEnabledState,toastShowPackageNameState,customOperatorName,sensorDisabled,infraredState,callScreenItems,sealedHardKeyIntentState,lockScreenItems,statusBarText,statusBarTextStyle,statusBarTextSize,statusBarTextScroll,blockingModeNotificationState,volumePanelEnabledState,volumeButtonRotationState,volumeKeyAppsList,volumeKeyAppState,powerMenuLockedState,wifiAutoSwitchState,wifiAutoSwitchThreshold,wifiAutoSwitchDelay,screenOffOnStatusBarDoubleTapState,screenOffOnHomeLongPressState,gearNotificationState,excludedSMSNumbers,smsIDsToDelete,blockDownloadState,blockDownloadNamespaces,screenWakeupOnPowerState,toastGravityEnabledState,toastGravity,toastGravityXOffset,toastGravityYOffset,ethernetState,ethernetConnectionType,ethernetInterfaceName,ethernetStaticIpAddr,ethernetStaticNetMask,ethernetStaticDnsAddr,ethernetStaticDfltRouter,chargerConnectionSoundEnabledState,keyboardMode,sealedModeSettingsState,simUnlockOnBoot,simUnlockPin,forceUsbCurrent,forceUsbHostCurrent,prokioskPinCode,quickPanelEditMode,quickPanelQuickConnect,quickPanelSFinder,quickPanelBrightness,deviceSpeakerEnabledState,ownerInfoHide,WifiState,AutoStartUpState,usbConnectionType,autoCallPickupState,autoCallNumberList,upsmAppLists,quickPanelTileList,quickPanelTileListDisabled,multiWindowDynamicEnabled,AutoShutDownState,hardKeyIntentMode,loadingLogoPath,gestureAirCommand,lockScreenOverrideMode,dexForegroundModeList,dexAutoOpenLastApp,dexHDMIAutoEnter,hardKeyReport
1000,0,,,,2,,,,,2,2,2,1,1,1,0,,,1,1,0,0,0,50,68,0,,0,0,0,1,4,,0,,0,0,1,1,0,,0,1,0,0,0,,0,0,0,1,1,0,,0,1,0,-200,20,0,0,1,,,0,,1,0,0,0,0,0,0,,,,,,1,0,0,0,,0,0,,1,1,1,1,0,0,0,0,0,0,,,,,1,0,0,,1,0,,0,9,
