RecordId,cname,concept_type,parent_concepts
445,viv.calculator.NoActionConstantSearchResult,text,
446,viv.calculator.MultiUnitNameFrom,enum,
447,viv.calculator.UnitCategory,name,
448,viv.calculator.DegreesPattern,qualified,
449,viv.calculator.FinalOperand,structure,
450,viv.calculator.FlipStructure,structure,
451,viv.calculator.Percentage,structure,
452,viv.calculator.History,structure,
453,viv.calculator.ScientificOperand,structure,
454,viv.calculator.MultiUnit,structure,
455,viv.calculator.UnitResult,structure,
456,viv.calculator.Output,structure,
457,viv.calculator.ConversionInput,structure,
458,viv.calculator.UriResult,structure,
459,viv.calculator.FinalOperand2,structure,
460,viv.calculator.Exponent,structure,
461,viv.smartViewApp.viv.calculator.Exponent,capsule,
462,viv.smartViewApp.HowToUseResult,structure,
463,viv.smartViewApp.HowToUseResult,structure,
464,viv.smartViewApp.Device,structure,
465,viv.smartViewApp.DisconnectDeviceResult,structure,
466,viv.smartViewApp.LaunchActivityResult,structure,
467,viv.smartViewApp.AppResult,structure,
468,viv.smartViewApp.CommonActionResult,structure,
469,viv.smartViewApp.CandidateAspectRatio,structure,
470,viv.smartViewApp.CandidateAspectRatio,structure,
471,viv.smartViewApp.FunctionName,enum,
472,viv.smartViewApp.DeviceName,text,
473,viv.smartViewApp.DeviceName,text,
474,viv.smartViewApp.DeviceType,enum,
475,viv.smartViewApp.Reason,integer,
476,viv.smartViewApp.Uri,text,
477,viv.smartViewApp.Phone,name,
478,viv.smartViewApp.PackageName,name,
479,viv.smartViewApp.DeviceKey,text,
480,viv.smartViewApp.DeviceDetailType,integer,
481,viv.smartViewApp.Result,enum,
482,viv.smartViewApp.ConnectedState,text,
483,viv.money.CurrencyCode,enum,
484,viv.money.MinPrice,structure,viv.money.Price
485,viv.money.MixedValueKoreanArab,qualified,
486,viv.money.TargetCurrencyType,structure,
487,viv.money.CurrencyValue,decimal,
488,viv.money.Currency,structure,
489,viv.money.NumericValue,decimal,
490,viv.money.CurrencyCents,integer,
491,viv.money.PriceRange,structure,
492,viv.money.PrefixSymbol,enum,
493,viv.money.CurrencyType,structure-enum,
494,viv.money.MaxPrice,structure,viv.money.Price
495,viv.money.Price,structure,viv.money.Currency
496,viv.email.FlagPriorityOption,enum,
497,viv.email.ReturnMessage,text,
498,viv.email.EmailAddress,text,
499,viv.email.Subject,text,
500,viv.email.FlagSmimeOption,integer,
501,viv.email.AttachmentsCount,integer,
502,viv.email.AddSignature,boolean,
503,viv.email.FilterTerm,name,
504,viv.email.OrdinalNumber,integer,
505,viv.email.Content,text,
506,viv.email.CommonString,text,
507,viv.email.Signature,text,
508,viv.email.CommonInteger,integer,
509,viv.email.SendActionType,enum,
510,viv.email.InputSubject,text,
511,viv.email.FlagIrmOption,integer,
512,viv.email.AccountKey,integer,
513,viv.email.SearchTerm,text,viv.contact.SearchTerm
514,viv.email.EmailName,text,
515,viv.email.HasAttachment,boolean,
516,viv.email.EmailId,integer,
517,viv.email.ConvertedSubject,text,
518,viv.email.ReturnCode,integer,
519,viv.email.InputContent,text,
520,viv.email.PreviousEmailId,integer,
521,viv.email.IsEAS,boolean,
522,viv.email.ConvertedContent,text,
523,viv.email.SendConfirmationType,boolean,viv.core.Confirmation
524,viv.email.InitialOfName,text,
525,viv.email.RecipientType,enum,
526,viv.email.PreviousEmailDetail,structure,
527,viv.email.AppLaunchResultEx,structure,
528,viv.email.AddressInfo,structure,
529,viv.email.AppLaunchResult,structure,
530,viv.email.EmailSendOrSaveResult,structure,viv.email.ComposedEmailDetail
531,viv.email.EmailSendOrSaveResult,structure,viv.email.ComposedEmailDetail
532,viv.email.PhotoInfo,structure,viv.core.BaseImage
533,viv.email.RecipientInfo,structure,viv.email.AddressInfo
534,viv.email.AccountInfo,structure,viv.email.AddressInfo
535,viv.email.Result,structure,
536,viv.email.ComposedEmailDetail,structure,
537,viv.call.UnknownCaller,boolean,
538,viv.call.ResultDescription,text,
539,viv.call.Name,text,
540,viv.call.PhoneNumber,text,viv.contact.PhoneNumber
541,viv.call.FormattedPhoneNumber,text,
542,viv.call.SimState2,boolean,
543,viv.call.CallType,enum,
544,viv.call.CallRecentType,enum,
545,viv.call.Duo,enum,
546,viv.call.URI,text,
547,viv.call.Boolean,boolean,
548,viv.call.SameDate,boolean,
549,viv.call.CallRecentOrder,enum,
550,viv.call.CallMode,enum,
551,viv.call.PhoneNumberForSpeech,text,
552,viv.call.ContactCount,integer,
553,viv.call.Result,enum,
554,viv.call.ChangedCalleeName,text,
555,viv.call.CallId,integer,
556,viv.call.SimState1,boolean,
557,viv.call.SimCard,enum,
558,viv.call.ContactInfo,structure,
559,viv.call.CallingInfo,structure,
560,viv.call.MakeCallResult,structure,
561,viv.call.EmergencyInfo,structure,
562,viv.call.BlockedCall,structure,
563,viv.call.CallLogInfo,structure,
564,viv.call.BlockCallResult,structure,viv.call.ActionResult
565,viv.call.MoreInPhoneAppResult,structure,
566,viv.call.TimeStampInfo,structure,viv.time.DateTime
567,viv.call.ActionResult,structure,
568,viv.call.MakeCallCondition,structure,
569,viv.call.UnblockCallResult,structure,viv.call.ActionResult
570,viv.call.Date,viv.time.Date,viv.time.Date
571,viv.call.Date,viv.time.Date,viv.time.Date
572,viv.image.Height,integer,
573,viv.image.Point,structure,viv.core.BaseXyPoint
574,viv.image.Caption,text,
575,viv.image.Url,text,viv.core.Url
576,viv.image.Width,integer,
577,viv.image.Dimensions,structure,viv.core.Base2dShape
578,viv.image.Size,enum,
579,viv.image.Image,structure,viv.core.BaseImage
580,viv.contact.NickName,text,
581,viv.contact.StructuredName,text,
582,viv.contact.Os,text,
583,viv.contact.ResultDescription,text,
584,viv.contact.Runestone,boolean,
585,viv.contact.JobTitle,name,
586,viv.contact.EmailAddress,name,
587,viv.contact.PhoneNumber,text,
588,viv.contact.ConnectedDeviceOs,text,
589,viv.contact.SaveConfirmationType,boolean,viv.core.Confirmation
590,viv.contact.SearchType,enum,
591,viv.contact.CallEnabled,text,
592,viv.contact.FirstName,text,
593,viv.contact.SpeedDialNumber,integer,
594,viv.contact.Company,name,
595,viv.contact.NameSuffix,text,
596,viv.contact.ContactType,enum,
597,viv.contact.OsVersion,text,
598,viv.contact.ModemType,text,
599,viv.contact.SpeakerEnabled,text,
600,viv.contact.GroupName,name,
601,viv.contact.PhoneType,enum,
602,viv.contact.FilterTerm,text,
603,viv.contact.Device,text,
604,viv.contact.NamePrefix,text,
605,viv.contact.Gender,name,
606,viv.contact.MyRelationshipType,enum,
607,viv.contact.SpeechEmailAddress,text,
608,viv.contact.AddressType,enum,
609,viv.contact.IsFavorite,boolean,
610,viv.contact.MiddleName,text,
611,viv.contact.Ordinal,enum,
612,viv.contact.DuplicatedOnList,boolean,
613,viv.contact.ExportType,text,
614,viv.contact.LastName,text,
615,viv.contact.SearchMyProfileOption,enum,
616,viv.contact.SearchTerm,text,
617,viv.contact.ConnectedDeviceManufacturer,text,
618,viv.contact.Department,name,
619,viv.contact.RelationshipName,text,
620,viv.contact.AddressLabel,name,
621,viv.contact.Result,enum,
622,viv.contact.AddressId,text,
623,viv.contact.CustomName,name,
624,viv.contact.SpeechPhoneNumber,text,
625,viv.contact.DeviceModel,text,
626,viv.contact.RelationshipType,enum,
627,viv.contact.ContactId,integer,
628,viv.contact.EmailType,enum,
629,viv.contact.ConnectedDeviceOsVersion,text,
630,viv.contact.InitialOfName,name,
631,viv.contact.IsOrigin,boolean,
632,viv.contact.IsMeKeyword,boolean,
633,viv.contact.IsExist,boolean,
634,viv.contact.ContactInfo,structure,
635,viv.contact.BirthdayInfo,structure,viv.time.Date
636,viv.contact.RelationshipInfoDetails,structure,viv.contact.ContactInfo
637,viv.contact.AddressInfo,structure,
638,viv.contact.DraftContactInfo,structure,viv.contact.ContactInfo
639,viv.contact.EmailInfo,structure,
640,viv.contact.PhoneInfo,structure,
641,viv.contact.WorkInfo,structure,
642,viv.contact.ActionResult,structure,
643,viv.contact.MyProfileInfo,structure,viv.contact.ContactInfo
644,viv.contact.PhotoInfo,structure,viv.core.BaseImage
645,viv.contact.RelationshipInfo,structure,
