_id,media_id,sec_media_id,uri,_data,share_count,isUsedAsWallpaper,_size,format,date_added,date_modified,mime_type,title,description,_display_name,orientation,latitude,longitude,datetaken,mini_thumb_magic,bucket_id,bucket_display_name,isprivate,media_type,storage_id,is_drm,width,height,is_favorite,spherical_mosaic,addr,sef_file_type,device_id,duplicate_id,image_clusterid,image_quality,image_screener,storage_type,deleted,resolution,tags,category,language,resumePos,isPlayed,is_360_video,duration,bookmark,artist,album,recordingtype,recording_mode,serviceflag,reusable,face_count,scan_pri,group_id,just_shot,best_image,group_index,is_duplicate,video_codec_info,audio_codec_info,picasa_id,type3dvideo,video_view_mode,smartcrop_rect,smartcrop_rect_ratio,sef_file_sub_type,sef_file_types,image_url,vendor,cloud_id,is_cloud,cloud_thumb_path,cloud_server_id,cloud_revision,file_status,cloud_server_path,cloud_cached_path,cloudCachePath,original_size,original_filepath,original_fileid,article_id,item_owner_name,item_owner_number,item_public_url,is_hdr10_video,is_hide,face_retry_count,ip_retry_count,cloud_original_size,gis_rect,is_mount,burst_group_id,timestamp,group_type,color_detected,action_detected,revital_image_tag,dynamic_view_info,video_service_flag,cmh_timestamp,revitalized_type,revitalized_time,revitalized_path
36,66,2147483684,content://secmedia/media/2147483684,/storage/emulated/0/DCIM/Camera/20210606_205000.jpg,0,0,2598742,14336,1623027002,1623027002,image/jpeg,20210606_205000,,20210606_205000.jpg,0.0,33.796878814697266,-78.74237823486328,1623027000000,,-1739773001,Camera,,1,65537,0,4032,1908,0,,"United States|South Carolina|Horry County|North Myrtle Beach|null|null|U.S. 17|null|null|4815 US-17, North Myrtle Beach, SC 29582, USA",,1,,36.0,1.0,"blur=0.309281,brightnessMean=0.421097,contrast=0.714844,featureNumber=0.546425,featurePointDistribution=0.768530,motionBlur=0.605590,outFocusBackground=0.851618,overExposure=0.000487,skylineIncline=0.000000,underExposure=0.002731,totalQuality=1.000000",,,4032×1908,,,,,,,,,,,,,1522729730,,0,1,2147483684,1,,,0,,,,,,"715,340,3740,1765,1060,0,2965,1905,1300,0,2730,1905,745,0,3285,1905,1480,0,2550,1905,355,0,3740,1905","0.17741935,0.17847769,0.9280397,0.9265092,0.26302728,0.0,0.735732,1.0,0.32258064,0.0,0.67741936,1.0,0.18486352,0.0,0.8151365,1.0,0.36724564,0.0,0.6327543,1.0,0.08808933,0.0,0.9280397,1.0",,",2721,",,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1623027468750,,violet,,0,,0,,,,
37,67,2147483685,content://secmedia/media/2147483685,/storage/emulated/0/DCIM/Camera/20210606_205003.jpg,0,0,2554619,14336,1623027005,1623027005,image/jpeg,20210606_205003,,20210606_205003.jpg,0.0,33.79692077636719,-78.74238586425781,1623027003000,,-1739773001,Camera,,1,65537,0,4032,1908,0,,"United States|South Carolina|Horry County|North Myrtle Beach|null|null|U.S. 17|null|null|4815 US-17, North Myrtle Beach, SC 29582, USA",,1,,35.0,1.0,"blur=0.121576,brightnessMean=0.416817,contrast=0.660156,featureNumber=0.596085,featurePointDistribution=0.781387,motionBlur=0.647637,outFocusBackground=0.902771,overExposure=0.000127,skylineIncline=0.412647,underExposure=0.002157,totalQuality=1.000000",,,4032×1908,,,,,,,,,,,,,1522729730,,0,1,2147483685,1,,,0,,,,,,"1435,950,2730,1495,1210,0,3115,1905,1225,0,2655,1905,700,0,3240,1905,1390,0,2460,1905,305,0,3690,1905","0.3560794,0.49868765,0.67741936,0.7847769,0.30024815,0.0,0.77295285,1.0,0.30397022,0.0,0.65880895,1.0,0.17369728,0.0,0.8039702,1.0,0.34491315,0.0,0.61042184,1.0,0.07568238,0.0,0.9156327,1.0",,",2721,",,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1623027468738,,dark_brown,,0,,0,,,,
39,69,2147483687,content://secmedia/media/2147483687,/storage/emulated/0/DCIM/Camera/20210606_205023.jpg,0,0,2646099,14336,1623027026,1623027026,image/jpeg,20210606_205023,,20210606_205023.jpg,90.0,33.79692077636719,-78.74238586425781,1623027024000,,-1739773001,Camera,,1,65537,0,4032,1908,0,,"United States|South Carolina|Horry County|North Myrtle Beach|null|null|U.S. 17|null|null|4815 US-17, North Myrtle Beach, SC 29582, USA",,1,,33.0,1.0,"blur=0.336135,brightnessMean=0.407284,contrast=0.781250,featureNumber=0.583221,featurePointDistribution=0.735339,motionBlur=0.103677,outFocusBackground=0.877461,overExposure=0.001636,skylineIncline=0.000000,underExposure=0.002270,totalQuality=1.000000",,,4032×1908,,,,,,,,,,,,,1522729730,,0,1,2147483687,1,,,0,,,,,,"1295,5,3020,1770,1115,0,3020,1905,765,0,3305,1905,1435,0,2865,1905,285,0,3670,1905,1580,0,2650,1905","0.32133996,0.002624672,0.74937963,0.92913383,0.27667493,0.0,0.74937963,1.0,0.18982631,0.0,0.82009923,1.0,0.3560794,0.0,0.7109181,1.0,0.0707196,0.0,0.91067,1.0,0.39205956,0.0,0.6575682,1.0",,",2721,",,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1623027477372,,violet,,0,,0,,,,
40,70,2147483688,content://secmedia/media/2147483688,/storage/emulated/0/DCIM/Camera/20210606_205028.jpg,0,0,2576834,14336,1623027031,1623027031,image/jpeg,20210606_205028,,20210606_205028.jpg,90.0,33.796878814697266,-78.74246215820312,1623027029000,,-1739773001,Camera,,1,65537,0,4032,1908,0,,"United States|South Carolina|Horry County|Myrtle Beach|null|null|U.S. 17|null|null|4815A US-17, Myrtle Beach, SC 29577, USA",,1,,32.0,1.0,"blur=0.251565,brightnessMean=0.467118,contrast=0.835938,featureNumber=0.608942,featurePointDistribution=0.734537,motionBlur=0.103605,outFocusBackground=0.851616,overExposure=0.002451,skylineIncline=0.061493,underExposure=0.001569,totalQuality=1.000000",,,4032×1908,,,,,,,,,,,,,1522729730,,0,1,2147483688,1,,,0,,,,,,"1005,615,2875,1500,970,0,2875,1905,1000,0,3540,1905,1005,0,2435,1905,95,0,3480,1905,1005,0,2075,1905","0.24937965,0.32283464,0.7133995,0.78740156,0.24069479,0.0,0.7133995,1.0,0.24813896,0.0,0.8784119,1.0,0.24937965,0.0,0.60421836,1.0,0.023573201,0.0,0.8635236,1.0,0.24937965,0.0,0.51488835,1.0",,",2721,",,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1623027477365,,violet,,0,,0,,,,
41,71,2147483689,content://secmedia/media/2147483689,/storage/emulated/0/DCIM/Camera/20210606_205129.jpg,0,0,2343200,14336,1623027091,1623027091,image/jpeg,20210606_205129,,20210606_205129.jpg,90.0,33.7968864440918,-78.74240112304688,1623027089000,,-1739773001,Camera,,1,65537,0,4032,1908,0,,"United States|South Carolina|Horry County|Myrtle Beach|null|null|U.S. 17|null|null|4815A US-17, Myrtle Beach, SC 29577, USA",,1,,31.0,0.0,"blur=0.585095,brightnessMean=0.396969,contrast=0.769531,featureNumber=0.405735,featurePointDistribution=0.155321,motionBlur=0.561860,outFocusBackground=0.588290,overExposure=0.001863,skylineIncline=0.457211,underExposure=0.000955,totalQuality=0.008546",,,4032×1908,,,,,,,,,,,,,1518535426,,0,1,2147483689,1,,,0,,,,,,"1295,140,2730,1295,825,0,2730,1905,1235,0,3775,1905,1295,0,2725,1905,95,0,3480,1905,1435,0,2505,1905","0.32133996,0.07349081,0.67741936,0.67979,0.20471464,0.0,0.67741936,1.0,0.30645162,0.0,0.93672454,1.0,0.32133996,0.0,0.67617863,1.0,0.023573201,0.0,0.8635236,1.0,0.3560794,0.0,0.6215881,1.0",,",2721,",,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1623027477353,,,,0,,0,,,,
42,72,2147483690,content://secmedia/media/2147483690,/storage/emulated/0/DCIM/Camera/20210606_212041.jpg,0,0,2315635,14336,1623028844,1623028844,image/jpeg,20210606_212041,,20210606_212041.jpg,0.0,33.79685974121094,-78.74214172363281,1623028841000,,-1739773001,Camera,,1,65537,0,4032,1908,0,,"United States|South Carolina|Horry County|North Myrtle Beach|null|null|Highway 17 South|null|null|4815 Hwy 17 S, North Myrtle Beach, SC 29582, USA",,1,,41.0,1.0,"blur=0.262686,brightnessMean=0.361016,contrast=0.785156,featureNumber=0.511123,featurePointDistribution=0.722610,motionBlur=0.552500,outFocusBackground=0.886389,overExposure=0.001569,skylineIncline=0.245099,underExposure=0.000775,totalQuality=1.000000",,,4032×1908,,,,,,,,,,,,,1518535442,,0,1,2147483690,1,,,0,,,,,,"2590,405,3885,950,2075,0,3980,1905,2550,0,3980,1905,1440,0,3980,1905,1430,0,2500,1905,595,0,3980,1905","0.6426799,0.21259843,0.96401983,0.49868765,0.51488835,0.0,0.98759305,1.0,0.6327543,0.0,0.98759305,1.0,0.3573201,0.0,0.98759305,1.0,0.3548387,0.0,0.6203474,1.0,0.14764269,0.0,0.98759305,1.0",,",2721,",,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1623262867665,,dark_browndark_brown,,0,,0,,,,
43,73,2147483691,content://secmedia/media/2147483691,/storage/emulated/0/DCIM/Camera/20210606_212045.jpg,0,0,2531447,14336,1623028848,1623028848,image/jpeg,20210606_212045,,20210606_212045.jpg,90.0,33.79685974121094,-78.74214172363281,1623028845000,,-1739773001,Camera,,1,65537,0,4032,1908,0,,"United States|South Carolina|Horry County|North Myrtle Beach|null|null|Highway 17 South|null|null|4815 Hwy 17 S, North Myrtle Beach, SC 29582, USA",,1,,40.0,1.0,"blur=0.135734,brightnessMean=0.389102,contrast=0.750000,featureNumber=0.559437,featurePointDistribution=0.769603,motionBlur=0.368096,outFocusBackground=0.946530,overExposure=0.001696,skylineIncline=0.155972,underExposure=0.000027,totalQuality=1.000000",,,4032×1908,,,,,,,,,,,,,1518535442,,0,1,2147483691,1,,,0,,,,,,"575,615,1870,1635,570,0,2475,1905,570,0,3110,1905,535,0,1965,1905,570,0,3955,1905,575,0,1645,1905","0.1426799,0.32283464,0.46401986,0.8582677,0.1414392,0.0,0.6141439,1.0,0.1414392,0.0,0.7717122,1.0,0.13275434,0.0,0.48759305,1.0,0.1414392,0.0,0.9813896,1.0,0.1426799,0.0,0.40818858,1.0",,",2721,",,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1623262867642,,dark_brownblack,,0,,0,,,,
44,74,2147483692,content://secmedia/media/2147483692,/storage/emulated/0/DCIM/Camera/20210606_212055.jpg,0,0,5662973,14336,1623028855,1623028855,image/jpeg,20210606_212055,,20210606_212055.jpg,90.0,33.79685974121094,-78.74214172363281,1623028855224,,-1739773001,Camera,,1,65537,0,4032,1908,0,,"United States|South Carolina|Horry County|North Myrtle Beach|null|null|Highway 17 South|null|null|4815 Hwy 17 S, North Myrtle Beach, SC 29582, USA",,1,,39.0,1.0,"blur=0.011125,brightnessMean=0.338969,contrast=0.714844,featureNumber=0.647706,featurePointDistribution=0.632030,motionBlur=0.436008,outFocusBackground=0.945802,overExposure=0.000481,skylineIncline=0.323521,underExposure=0.002177,totalQuality=1.000000",,,4032×1908,,,,,,,,,,,,,1518535442,,0,1,2147483692,1,,,0,,,,,,"860,615,2155,1840,820,0,2725,1905,855,0,3395,1905,820,0,2250,1905,570,0,3955,1905,1005,0,2075,1905","0.2133995,0.32283464,0.53473943,0.96587926,0.20347394,0.0,0.67617863,1.0,0.21215881,0.0,0.8424318,1.0,0.20347394,0.0,0.55831265,1.0,0.1414392,0.0,0.9813896,1.0,0.24937965,0.0,0.51488835,1.0",,",2721,",,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1623262867624,,dark_brown,,0,,0,,,,
45,75,2147483693,content://secmedia/media/2147483693,/storage/emulated/0/DCIM/Camera/20210606_212107.jpg,0,0,4872924,14336,1623028867,1623028867,image/jpeg,20210606_212107,,20210606_212107.jpg,0.0,33.79685974121094,-78.74214172363281,1623028867503,,-1739773001,Camera,,1,65537,0,4032,1908,0,,"United States|South Carolina|Horry County|North Myrtle Beach|null|null|Highway 17 South|null|null|4815 Hwy 17 S, North Myrtle Beach, SC 29582, USA",,1,,38.0,1.0,"blur=0.285491,brightnessMean=0.406329,contrast=0.769531,featureNumber=0.487973,featurePointDistribution=0.556688,motionBlur=0.148283,outFocusBackground=0.854144,overExposure=0.001416,skylineIncline=0.111408,underExposure=0.007078,totalQuality=1.000000",,,4032×1908,,,,,,,,,,,,,1518535442,,0,1,2147483693,1,,,0,,,,,,"2300,340,4025,1020,2125,0,4030,1905,2100,0,3530,1905,1490,0,4030,1905,2100,0,3170,1905,645,0,4030,1905","0.5707196,0.17847769,0.9987593,0.53543305,0.5272953,0.0,1.0,1.0,0.5210918,0.0,0.87593055,1.0,0.36972705,0.0,1.0,1.0,0.5210918,0.0,0.7866005,1.0,0.16004963,0.0,1.0,1.0",,",2721,",,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1623262867588,,black,,0,,0,,,,
46,76,2147483694,content://secmedia/media/2147483694,/storage/emulated/0/DCIM/Camera/20210606_212108.jpg,0,0,2603482,14336,1623028870,1623028870,image/jpeg,20210606_212108,,20210606_212108.jpg,0.0,33.79685974121094,-78.74214172363281,1623028869000,,-1739773001,Camera,,1,65537,0,4032,1908,0,,"United States|South Carolina|Horry County|North Myrtle Beach|null|null|Highway 17 South|null|null|4815 Hwy 17 S, North Myrtle Beach, SC 29582, USA",,1,,37.0,1.0,"blur=0.275636,brightnessMean=0.364478,contrast=0.757813,featureNumber=0.489472,featurePointDistribution=0.694047,motionBlur=0.428565,outFocusBackground=0.845465,overExposure=0.001563,skylineIncline=0.011577,underExposure=0.002397,totalQuality=0.999999",,,4032×1908,,,,,,,,,,,,,1518535442,,0,1,2147483694,1,,,0,,,,,,"140,680,1150,1560,95,0,2000,1905,95,0,1525,1905,95,0,2635,1905,80,0,1150,1905,95,0,3480,1905","0.034739453,0.35695538,0.2853598,0.81889766,0.023573201,0.0,0.49627793,1.0,0.023573201,0.0,0.37841192,1.0,0.023573201,0.0,0.65384614,1.0,0.019851116,0.0,0.2853598,1.0,0.023573201,0.0,0.8635236,1.0",,",2721,",,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1623262867563,,black,,0,,0,,,,
47,77,2147483695,content://secmedia/media/2147483695,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210614-123618_Gmail.jpg,0,0,659283,14336,1623688578,1623688578,image/jpeg,Screenshot_20210614-123618_Gmail,,Screenshot_20210614-123618_Gmail.jpg,,,,1623688578528,,-1313584517,Screenshots,,1,65537,0,1080,2280,0,,,,1,,42.0,1.0,"blur=0.078137,brightnessMean=0.889889,contrast=0.773438,featureNumber=0.555249,featurePointDistribution=0.932291,motionBlur=0.203810,outFocusBackground=0.949470,overExposure=0.761452,skylineIncline=0.011577,underExposure=0.000007,totalQuality=1.000000",,,1080×2280,,,,,,,,,,,,,1518535426,,0,1,2147483695,1,,,0,,,,,,"153,651,1041,1953,0,813,1080,1893,0,513,1080,1953,0,975,1080,1785,0,303,1080,2223,0,1056,1080,1665","0.14166667,0.2855263,0.9638889,0.85657895,0.0,0.35657895,1.0,0.83026314,0.0,0.225,1.0,0.85657895,0.0,0.4276316,1.0,0.78289473,0.0,0.13289474,1.0,0.975,0.0,0.4631579,1.0,0.7302632",,,,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1623688596073,,white,,0,,0,,,,
48,78,2147483696,content://secmedia/media/2147483696,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210615-134318_Google Play Store.jpg,0,0,541282,14336,1623778998,1623778999,image/jpeg,Screenshot_20210615-134318_Google Play Store,,Screenshot_20210615-134318_Google Play Store.jpg,,,,1623778998834,,-1313584517,Screenshots,,1,65537,0,1080,2280,0,,,,1,,43.0,1.0,"blur=0.002280,brightnessMean=0.968181,contrast=0.539063,featureNumber=0.552379,featurePointDistribution=0.773163,motionBlur=0.399401,outFocusBackground=0.962949,overExposure=0.907727,skylineIncline=0.011577,underExposure=0.000040,totalQuality=1.000000",,,1080×2280,,,,,,,,,,,,,1518535426,,0,1,2147483696,1,,,0,,,,,,"270,732,846,1383,0,681,1080,1761,0,702,1080,2142,0,573,1080,1383,0,0,1080,1920,0,732,1080,1341","0.25,0.32105264,0.78333336,0.60657895,0.0,0.2986842,1.0,0.77236843,0.0,0.30789474,1.0,0.9394737,0.0,0.2513158,1.0,0.60657895,0.0,0.0,1.0,0.84210527,0.0,0.32105264,1.0,0.5881579",,,,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1623779011907,,white,,0,,0,,,,
49,79,2147483697,content://secmedia/media/2147483697,/storage/emulated/0/DCIM/Camera/20210618_004258.jpg,0,0,576570,14336,1623991378,1623991378,image/jpeg,20210618_004258,,20210618_004258.jpg,0.0,37.23527908325195,-80.43694305419922,1623991378000,,-1739773001,Camera,,1,65537,0,928,932,0,,"United States|Virginia|Montgomery County|Blacksburg|null|null|Claytor Square|null|null|817 Claytor Square, Blacksburg, VA 24060, USA",2960.0,1,,44.0,1.0,"blur=0.525382,brightnessMean=0.671156,contrast=0.804688,featureNumber=0.571198,featurePointDistribution=0.997466,motionBlur=0.047768,outFocusBackground=0.778865,overExposure=0.017220,skylineIncline=0.011577,underExposure=0.093505,totalQuality=1.000000",,,928×932,,,,,,,,,,,,,1522729730,,0,1,2147483697,1,1.0,,0,,,,,,"132,133,795,832,0,0,928,928,107,0,806,932,0,133,928,829,189,0,713,932,0,199,928,721","0.14224137,0.14270386,0.85668105,0.8927039,0.0,0.0,1.0,0.99570817,0.11530172,0.0,0.8685345,1.0,0.0,0.14270386,1.0,0.889485,0.2036638,0.0,0.76831895,1.0,0.0,0.21351932,1.0,0.77360517",,",2960,",,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,-1623991444844,1626382522730,2.0,white,,0,,0,,1.0,1626382522721.0,/sdcard/.face/.revitalimage/20210618_004258_1626382513390.jpg
50,80,2147483698,content://secmedia/media/2147483698,/storage/emulated/0/DCIM/Camera/20210618_004330.jpg,0,0,642502,14336,1623991410,1623991410,image/jpeg,20210618_004330,,20210618_004330.jpg,0.0,37.23527908325195,-80.4366683959961,1623991410000,,-1739773001,Camera,,1,65537,0,1296,1304,0,,"United States|Virginia|Montgomery County|Blacksburg|null|null|Claytor Square|null|null|820 Claytor Square, Blacksburg, VA 24060, USA",2960.0,1,,44.0,1.0,"blur=0.985717,brightnessMean=0.693180,contrast=0.730469,featureNumber=0.503072,featurePointDistribution=0.999940,motionBlur=0.125307,outFocusBackground=0.615574,overExposure=0.000688,skylineIncline=0.000000,underExposure=0.016833,totalQuality=0.999999",,,1296×1304,,,,,,,,,,,,,1522729730,,0,1,2147483698,1,0.0,,0,,,,,,"184,186,1156,1164,0,0,1296,1296,178,0,1156,1304,0,186,1296,1158,268,0,1002,1304,0,278,1296,1008","0.14197531,0.14263804,0.8919753,0.892638,0.0,0.0,1.0,0.993865,0.13734567,0.0,0.8919753,1.0,0.0,0.14263804,1.0,0.8880368,0.20679012,0.0,0.7731481,1.0,0.0,0.21319018,1.0,0.77300614",,",2960,",,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,-1623991444844,1623991448944,2.0,white,,0,,0,,,,
51,101,2147483699,content://secmedia/media/2147483699,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210702-015350_All Cars.jpg,0,0,597574,14336,1625205230,1625205231,image/jpeg,Screenshot_20210702-015350_All Cars,,Screenshot_20210702-015350_All Cars.jpg,,,,1625205230818,,-1313584517,Screenshots,,1,65537,0,1080,2280,0,,,,1,,67.0,1.0,"blur=0.614409,brightnessMean=0.429317,contrast=0.882813,featureNumber=0.502087,featurePointDistribution=0.501968,motionBlur=0.424979,outFocusBackground=0.824103,overExposure=0.054411,skylineIncline=0.011577,underExposure=0.252702,totalQuality=0.999767",,,1080×2280,,,,,,,,,,,,,1518535426,,0,1,2147483699,0,,,0,,,,,,"75,324,1002,2196,0,324,1080,1404,0,324,1080,1764,0,324,1080,1134,0,276,1080,2196,0,324,1080,933","0.06944445,0.14210527,0.92777777,0.9631579,0.0,0.14210527,1.0,0.6157895,0.0,0.14210527,1.0,0.7736842,0.0,0.14210527,1.0,0.49736843,0.0,0.12105263,1.0,0.9631579,0.0,0.14210527,1.0,0.40921053",,,,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1626382332600,,black,,0,,0,,,,
52,102,2147483700,content://secmedia/media/2147483700,/storage/emulated/0/DCIM/Camera/20210703_192737.jpg,0,0,2628833,14336,1625354860,1625354860,image/jpeg,20210703_192737,,20210703_192737.jpg,0.0,37.22492599487305,-80.41580200195312,1625354857000,,-1739773001,Camera,,1,65537,0,4608,2184,0,,"United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA",,1,,54.0,1.0,"blur=0.082188,brightnessMean=0.528650,contrast=0.820313,featureNumber=0.744302,featurePointDistribution=0.530076,motionBlur=0.590393,outFocusBackground=0.916047,overExposure=0.003539,skylineIncline=0.501774,underExposure=0.001117,totalQuality=1.000000",,,4608×2184,,,,,,,,,,,,,1522729746,,0,1,2147483700,1,,,0,,,,,,"324,234,3780,2106,822,0,3006,2184,1152,0,2790,2184,492,0,3402,2184,1314,0,2544,2184,0,0,3882,2184","0.0703125,0.10714286,0.8203125,0.96428573,0.17838542,0.0,0.65234375,1.0,0.25,0.0,0.60546875,1.0,0.106770836,0.0,0.73828125,1.0,0.28515625,0.0,0.5520833,1.0,0.0,0.0,0.84244794,1.0",,",2721,",,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1625355028786,,sky_blue,,0,,0,,,,
53,103,2147483701,content://secmedia/media/2147483701,/storage/emulated/0/DCIM/Camera/20210703_192751.jpg,0,0,1977124,14336,1625354873,1625354873,image/jpeg,20210703_192751,,20210703_192751.jpg,90.0,37.22492599487305,-80.41580200195312,1625354871000,,-1739773001,Camera,,1,65537,0,4608,2184,0,,"United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA",,1,,53.0,1.0,"blur=0.204529,brightnessMean=0.546262,contrast=0.824219,featureNumber=0.644928,featurePointDistribution=0.353155,motionBlur=0.304324,outFocusBackground=0.872740,overExposure=0.002642,skylineIncline=0.100704,underExposure=0.000896,totalQuality=1.000000",,,4608×2184,,,,,,,,,,,,,1522729730,,0,1,2147483701,1,,,0,,,,,,"1314,6,3618,1404,1314,0,3498,2184,924,0,3834,2184,1314,0,2952,2184,432,0,4314,2184,1506,0,2736,2184","0.28515625,0.0027472528,0.78515625,0.64285713,0.28515625,0.0,0.75911456,1.0,0.20052083,0.0,0.83203125,1.0,0.28515625,0.0,0.640625,1.0,0.09375,0.0,0.93619794,1.0,0.3268229,0.0,0.59375,1.0",,",2721,",,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1625355028777,,sky_blue,,0,,0,,,,
54,104,2147483702,content://secmedia/media/2147483702,/storage/emulated/0/DCIM/Camera/20210703_192759.jpg,0,0,2188919,14336,1625354881,1625354881,image/jpeg,20210703_192759,,20210703_192759.jpg,90.0,37.22492599487305,-80.41580200195312,1625354879000,,-1739773001,Camera,,1,65537,0,4608,2184,0,,"United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA",,1,,52.0,1.0,"blur=0.036090,brightnessMean=0.485840,contrast=0.800781,featureNumber=0.699124,featurePointDistribution=0.500600,motionBlur=0.587063,outFocusBackground=0.912942,overExposure=0.002201,skylineIncline=0.334225,underExposure=0.000421,totalQuality=1.000000",,,4608×2184,,,,,,,,,,,,,1522729730,,0,1,2147483702,1,,,0,,,,,,"1806,234,3288,2028,1752,0,3936,2184,1674,0,4584,2184,1758,0,3396,2184,324,0,4206,2184,1806,0,3036,2184","0.3919271,0.10714286,0.7135417,0.9285714,0.38020834,0.0,0.8541667,1.0,0.36328125,0.0,0.9947917,1.0,0.3815104,0.0,0.7369792,1.0,0.0703125,0.0,0.91276044,1.0,0.3919271,0.0,0.6588542,1.0",,",2721,",,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1625355028767,,,,0,,0,,,,
55,105,2147483703,content://secmedia/media/2147483703,/storage/emulated/0/DCIM/Camera/20210703_192806.jpg,0,0,1805446,14336,1625354888,1625354888,image/jpeg,20210703_192806,,20210703_192806.jpg,0.0,37.22492599487305,-80.41580200195312,1625354886000,,-1739773001,Camera,,1,65537,0,4608,2184,0,,"United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA",,1,,51.0,1.0,"blur=0.084925,brightnessMean=0.513161,contrast=0.781250,featureNumber=0.545503,featurePointDistribution=0.518545,motionBlur=0.756634,outFocusBackground=0.867207,overExposure=0.001572,skylineIncline=0.022282,underExposure=0.000000,totalQuality=0.999999",,,4608×2184,,,,,,,,,,,,,1522729730,,0,1,2147483703,1,,,0,,,,,,"2796,234,4110,936,2142,0,4326,2184,2796,0,4434,2184,1632,0,4542,2184,2628,0,3858,2184,228,0,4110,2184","0.6067708,0.10714286,0.89192706,0.42857143,0.46484375,0.0,0.93880206,1.0,0.6067708,0.0,0.96223956,1.0,0.35416666,0.0,0.98567706,1.0,0.5703125,0.0,0.83723956,1.0,0.049479168,0.0,0.89192706,1.0",,",2721,",,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1625355028758,,sky_blueviolet,,0,,0,,,,
56,106,2147483704,content://secmedia/media/2147483704,/storage/emulated/0/DCIM/Camera/20210703_192822.jpg,0,0,2575415,14336,1625354903,1625354903,image/jpeg,20210703_192822,,20210703_192822.jpg,0.0,37.22492599487305,-80.41580200195312,1625354902000,,-1739773001,Camera,,1,65537,0,4608,2184,0,,"United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA",,1,,50.0,1.0,"blur=0.124421,brightnessMean=0.542316,contrast=0.824219,featureNumber=0.736480,featurePointDistribution=0.516990,motionBlur=0.609810,outFocusBackground=0.900865,overExposure=0.002435,skylineIncline=0.000000,underExposure=0.004007,totalQuality=1.000000",,,4608×2184,,,,,,,,,,,,,1522729730,,0,1,2147483704,1,,,0,,,,,,"2466,624,4440,2178,2256,0,4440,2184,2238,0,3876,2184,1638,0,4548,2184,2238,0,3468,2184,558,0,4440,2184","0.53515625,0.2857143,0.9635417,0.99725276,0.48958334,0.0,0.9635417,1.0,0.4856771,0.0,0.8411458,1.0,0.35546875,0.0,0.9869792,1.0,0.4856771,0.0,0.7526042,1.0,0.12109375,0.0,0.9635417,1.0",,",2721,",,,,1,,,,0,,,,0,,0,,,,,,,1,1,,,1,0,1625355028748,,,,0,,0,,,,
