RecordId,formal,alias
1,Day,day
2,Friday,fri
3,Friday,friday
4,Monday,mon
5,Monday,monday
6,Saturday,sat
7,Saturday,saturday
8,Sunday,sun
9,Sunday,sunday
10,Thursday,thurs
11,Thursday,thursday
12,Tuesday,tues
13,Tuesday,tuesday
14,Wednesday,wed
15,Wednesday,wednesday
