_id,icc_id,sim_id,display_name,carrier_name,name_source,color,number,display_number_format,data_roaming,mcc,mnc,mcc_string,mnc_string,ehplmns,hplmns,sim_provisioning_status,is_embedded,card_id,access_rules,access_rules_from_carrier_configs,is_removable,enable_cmas_extreme_threat_alerts,enable_cmas_severe_threat_alerts,enable_cmas_amber_alerts,enable_emergency_alerts,alert_sound_duration,alert_reminder_interval,enable_alert_vibrate,enable_alert_speech,enable_etws_test_alerts,enable_channel_50_alerts,enable_cmas_test_alerts,show_cmas_opt_out_dialog,volte_vt_enabled,vt_ims_enabled,wfc_ims_enabled,wfc_ims_mode,wfc_ims_roaming_mode,wfc_ims_roaming_enabled,is_opportunistic,group_uuid,is_metered,iso_country_code,carrier_id,profile_class,subscription_type,group_owner,data_enabled_override_rules,imsi,uicc_applications_enabled,allowed_network_types,ims_rcs_uce_enabled
1,8901260275757938976,0,T-Mobile,No network connection,4,-16746133,,1,1,310,260,310,260,,"310260,310260,310260,,,,,,,",0,0,8901260275757938976,,,0,1,1,1,1,4,0,1,1,0,1,0,1,-1,-1,-1,-1,-1,-1,0,,1,us,1,-1,0,,,310260275793897,1,-1,0
