logSourceName,packageName
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.usagereporting
CLIENT_LOGGING_GMSCORE,com.google.android.gms.usagereporting
GMS_CORE,com.google.android.gms.usagereporting
GMSCORE_ANDROID_PRIMES,com.google.android.gms.usagereporting
CLIENT_LOGGING_GMSCORE,com.google.android.gms.clearcut.public
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.clearcut.public
CLEARCUT_FUNNEL,com.google.android.gms.clearcut.public
METALOG_COUNTERS,com.google.android.gms.clearcut.public
GMS_CORE,com.google.android.gms.clearcut.public
CLEARCUT_LOG_LOSS,com.google.android.gms.clearcut.public
GMSCORE_ANDROID_PRIMES,com.google.android.gms.clearcut.public
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.permissions
CLIENT_LOGGING_GMSCORE,com.google.android.gms.permissions
GMS_CORE,com.google.android.gms.permissions
GMSCORE_ANDROID_PRIMES,com.google.android.gms.permissions
GCM_COUNTERS,com.google.android.gms.gcm
GCM,com.google.android.gms.gcm
CLIENT_LOGGING_GMSCORE,com.google.android.gms.gcm
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.gcm
STREAMZ_GCM,com.google.android.gms.gcm
GMS_CORE,com.google.android.gms.gcm
GMSCORE_ANDROID_PRIMES,com.google.android.gms.gcm
PHENOTYPE_COUNTERS,com.google.android.gms.phenotype
CLIENT_LOGGING_GMSCORE_PHENOTYPE,com.google.android.gms.phenotype
PHENOTYPE,com.google.android.gms.phenotype
CLIENT_LOGGING_GMSCORE,com.google.android.gms.playlog.uploader
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.playlog.uploader
CLEARCUT_FUNNEL,com.google.android.gms.playlog.uploader
METALOG_COUNTERS,com.google.android.gms.playlog.uploader
GMS_CORE,com.google.android.gms.playlog.uploader
CLEARCUT_LOG_LOSS,com.google.android.gms.playlog.uploader
GMSCORE_ANDROID_PRIMES,com.google.android.gms.playlog.uploader
CLEARCUT_BACKSTOP,com.google.android.gms.playlog.uploader
