_ID,CONFIG_KEY,NETWORK_SCORE,CAPTIVE_PORTAL,LOCK_DOWN,NO_INTERNET_ACCESS_EXPECTED
2,"""802 Claytor Square-5G""WPA_PSK",100,0,0,0
