_id,type,tag,owner_id,user_id,is_last,pc,g_flags
1,14,-1,1378525099184291843,475222380,0,,0
11,14,-1,1378525099184291843,1246522656016359424,0,,0
12,14,-1,1378525099184291843,522777613,0,,0
13,14,-1,1378525099184291843,992125797241643008,0,,0
1795,14,-1,1378525099184291843,105533433,0,,0
1796,14,-1,1378525099184291843,472458939,0,,0
1797,14,-1,1378525099184291843,54984670,0,,0
1798,14,-1,1378525099184291843,348850186,0,,0
3579,14,-1,1378525099184291843,495242747,0,,0
3580,14,-1,1378525099184291843,47731477,0,,0
3581,15,-1,1378525099184291843,1378525099184291843,0,,0
3582,15,-1,1378525099184291843,1382564488923082753,0,,0
3583,15,-1,1378525099184291843,475222380,0,,0
3584,15,-1,1378525099184291843,522777613,0,,0
3585,15,-1,1378525099184291843,992125797241643008,0,,0
3586,15,-1,1378525099184291843,1246522656016359424,0,,0
3587,15,-1,1378525099184291843,83202218,0,,0
3588,15,-1,1378525099184291843,958118843636854784,0,,0
3589,15,-1,1378525099184291843,357312062,0,,0
3590,15,-1,1378525099184291843,3367334171,0,,0
3591,15,-1,1378525099184291843,1060180551544528897,0,,0
3592,15,-1,1378525099184291843,44196397,0,,0
3593,15,-1,1378525099184291843,415859364,0,,0
3594,15,-1,1378525099184291843,1530530365,0,,0
3595,15,-1,1378525099184291843,1231406720,0,,0
3596,15,-1,1378525099184291843,1100520274200416256,0,,0
3597,15,-1,1378525099184291843,28826737,0,,0
3598,15,-1,1378525099184291843,15311326,0,,0
3599,15,-1,1378525099184291843,17427120,0,,0
3600,15,-1,1378525099184291843,20374262,0,,0
3601,15,-1,1378525099184291843,22280436,0,,0
3602,15,-1,1378525099184291843,23618940,0,,0
3603,15,-1,1378525099184291843,34743251,0,,0
3604,15,-1,1378525099184291843,40742821,0,,0
3605,15,-1,1378525099184291843,46499479,0,,0
3606,15,-1,1378525099184291843,105533433,0,,0
3607,15,-1,1378525099184291843,125728081,0,,0
3608,15,-1,1378525099184291843,135180235,0,,0
3609,15,-1,1378525099184291843,310603877,0,,0
3610,15,-1,1378525099184291843,339061487,0,,0
3611,15,-1,1378525099184291843,361452087,0,,0
3612,15,-1,1378525099184291843,375707743,0,,0
3613,15,-1,1378525099184291843,420308365,0,,0
3614,15,-1,1378525099184291843,472498842,0,,0
3615,15,-1,1378525099184291843,822906085,0,,0
3616,15,-1,1378525099184291843,1333467482,0,,0
3617,15,-1,1378525099184291843,1598709350,0,,0
3618,15,-1,1378525099184291843,2494554374,0,,0
3619,15,-1,1378525099184291843,2904107388,0,,0
3620,15,-1,1378525099184291843,2907774137,0,,0
3621,15,-1,1378525099184291843,3015313456,0,,0
3622,15,-1,1378525099184291843,786403248370511872,0,,0
3623,15,-1,1378525099184291843,820252180796100608,0,,0
3624,15,-1,1378525099184291843,893818632089763840,0,,0
3625,15,-1,1378525099184291843,905781705159606272,0,,0
3626,15,-1,1378525099184291843,918804624303382528,0,,0
3627,15,-1,1378525099184291843,1057311892442558464,0,,0
3628,15,-1,1378525099184291843,1146511778102202368,0,,0
3629,15,-1,1378525099184291843,1368743841122115587,0,,0
3630,15,-1,1378525099184291843,12,0,,0
3631,15,-1,1378525099184291843,348850186,0,,0
3632,15,-1,1378525099184291843,2990013561,0,,0
3633,15,-1,1378525099184291843,738585307952484352,0,,0
3634,15,-1,1378525099184291843,15826638,0,,0
3635,15,-1,1378525099184291843,66144100,0,,0
3636,15,-1,1378525099184291843,66950686,0,,0
3637,15,-1,1378525099184291843,69304770,0,,0
3638,15,-1,1378525099184291843,221469084,0,,0
3639,15,-1,1378525099184291843,2235729541,0,,0
3640,15,-1,1378525099184291843,2445883045,0,,0
3641,15,-1,1378525099184291843,2978888609,0,,0
3642,15,-1,1378525099184291843,866524792211382272,0,,0
3643,15,-1,1378525099184291843,988263923664277506,0,,0
3644,15,-1,1378525099184291843,43763,0,,0
3645,15,-1,1378525099184291843,692023,0,,0
3646,15,-1,1378525099184291843,1068831,0,,0
3647,15,-1,1378525099184291843,2189541,0,,0
3648,15,-1,1378525099184291843,2957091,0,,0
3649,15,-1,1378525099184291843,7646552,0,,0
3650,15,-1,1378525099184291843,9253672,0,,0
3651,15,-1,1378525099184291843,11348282,0,,0
3652,15,-1,1378525099184291843,13298072,0,,0
3653,15,-1,1378525099184291843,14144398,0,,0
3654,15,-1,1378525099184291843,14149992,0,,0
3655,15,-1,1378525099184291843,14171401,0,,0
3656,15,-1,1378525099184291843,14185899,0,,0
3657,15,-1,1378525099184291843,14338147,0,,0
3658,15,-1,1378525099184291843,14717442,0,,0
3659,15,-1,1378525099184291843,14744734,0,,0
3660,15,-1,1378525099184291843,16228398,0,,0
3661,15,-1,1378525099184291843,17248121,0,,0
3662,15,-1,1378525099184291843,17432164,0,,0
3663,15,-1,1378525099184291843,17701560,0,,0
3664,15,-1,1378525099184291843,18469669,0,,0
3665,15,-1,1378525099184291843,18903809,0,,0
3666,15,-1,1378525099184291843,19062153,0,,0
3667,15,-1,1378525099184291843,19721574,0,,0
3668,15,-1,1378525099184291843,19754588,0,,0
3669,15,-1,1378525099184291843,21519885,0,,0
3670,15,-1,1378525099184291843,24463119,0,,0
3671,15,-1,1378525099184291843,25155816,0,,0
3672,15,-1,1378525099184291843,25422302,0,,0
3673,15,-1,1378525099184291843,25816637,0,,0
3674,15,-1,1378525099184291843,27921338,0,,0
3675,15,-1,1378525099184291843,29574511,0,,0
3676,15,-1,1378525099184291843,31536491,0,,0
3677,15,-1,1378525099184291843,34685057,0,,0
3678,15,-1,1378525099184291843,36683532,0,,0
3679,15,-1,1378525099184291843,47966112,0,,0
3680,15,-1,1378525099184291843,69990286,0,,0
3681,15,-1,1378525099184291843,70562459,0,,0
3682,15,-1,1378525099184291843,72862939,0,,0
3683,15,-1,1378525099184291843,77346069,0,,0
3684,15,-1,1378525099184291843,81961201,0,,0
3685,15,-1,1378525099184291843,95066790,0,,0
3686,15,-1,1378525099184291843,113190078,0,,0
3687,15,-1,1378525099184291843,118917461,0,,0
3688,15,-1,1378525099184291843,134468399,0,,0
3689,15,-1,1378525099184291843,134529188,0,,0
3690,15,-1,1378525099184291843,160139307,0,,0
3691,15,-1,1378525099184291843,175624200,0,,0
3692,15,-1,1378525099184291843,180212381,0,,0
3693,15,-1,1378525099184291843,213236426,0,,0
3694,15,-1,1378525099184291843,230517800,0,,0
3695,15,-1,1378525099184291843,256755545,0,,0
3696,15,-1,1378525099184291843,268414482,0,,0
3697,15,-1,1378525099184291843,276540738,0,,0
3698,15,-1,1378525099184291843,287413569,0,,0
3699,15,-1,1378525099184291843,287568380,0,,0
3700,15,-1,1378525099184291843,333817958,0,,0
3701,15,-1,1378525099184291843,348372258,0,,0
3702,15,-1,1378525099184291843,366643122,0,,0
3703,15,-1,1378525099184291843,386728215,0,,0
3704,15,-1,1378525099184291843,511402689,0,,0
3705,15,-1,1378525099184291843,527921841,0,,0
3706,15,-1,1378525099184291843,559802746,0,,0
3707,15,-1,1378525099184291843,568914153,0,,0
3708,15,-1,1378525099184291843,612766534,0,,0
3709,15,-1,1378525099184291843,719661499,0,,0
3710,15,-1,1378525099184291843,902096744,0,,0
3711,15,-1,1378525099184291843,905395394,0,,0
3712,15,-1,1378525099184291843,1031550392,0,,0
3713,15,-1,1378525099184291843,1246463131,0,,0
3714,15,-1,1378525099184291843,1282121312,0,,0
3715,15,-1,1378525099184291843,1291985029,0,,0
3716,15,-1,1378525099184291843,1322776140,0,,0
3717,15,-1,1378525099184291843,1370924059,0,,0
3718,15,-1,1378525099184291843,1451773004,0,,0
3719,15,-1,1378525099184291843,1558996520,0,,0
3720,15,-1,1378525099184291843,1614322304,0,,0
3721,15,-1,1378525099184291843,1643500784,0,,0
3722,15,-1,1378525099184291843,1653234529,0,,0
3723,15,-1,1378525099184291843,1883612234,0,,0
3724,15,-1,1378525099184291843,1899774481,0,,0
3725,15,-1,1378525099184291843,1944727015,0,,0
3726,15,-1,1378525099184291843,1955905626,0,,0
3727,15,-1,1378525099184291843,2209677878,0,,0
3728,15,-1,1378525099184291843,2230330752,0,,0
3729,15,-1,1378525099184291843,2260407860,0,,0
3730,15,-1,1378525099184291843,2263437272,0,,0
3731,15,-1,1378525099184291843,2264693118,0,,0
3732,15,-1,1378525099184291843,2307692107,0,,0
3733,15,-1,1378525099184291843,2360241314,0,,0
3734,15,-1,1378525099184291843,2477473068,0,,0
3735,15,-1,1378525099184291843,2568108282,0,,0
3736,15,-1,1378525099184291843,2772803024,0,,0
3737,15,-1,1378525099184291843,2790966686,0,,0
3738,15,-1,1378525099184291843,2799211554,0,,0
3739,15,-1,1378525099184291843,2993230373,0,,0
3740,15,-1,1378525099184291843,3089245786,0,,0
3741,15,-1,1378525099184291843,3101588527,0,,0
3742,15,-1,1378525099184291843,3306210644,0,,0
3743,15,-1,1378525099184291843,4053658573,0,,0
3744,15,-1,1378525099184291843,4839528448,0,,0
3745,15,-1,1378525099184291843,4914384040,0,,0
