_id,type,tag,owner_id,user_id,is_last,pc,g_flags
3746,15,-1,1378525099184291843,717926102614716417,0,,0
3747,15,-1,1378525099184291843,729548255470575616,0,,0
3748,15,-1,1378525099184291843,730518593004134400,0,,0
3749,15,-1,1378525099184291843,736235995012665344,0,,0
3750,15,-1,1378525099184291843,820282353436200960,0,,0
3751,15,-1,1378525099184291843,822825713615175680,0,,0
3752,15,-1,1378525099184291843,848700682869911553,0,,0
3753,15,-1,1378525099184291843,854780338928832514,0,,0
3754,15,-1,1378525099184291843,877155737713209344,0,,0
3755,15,-1,1378525099184291843,892826509622353920,0,,0
3756,15,-1,1378525099184291843,899509150429872129,0,,0
3757,15,-1,1378525099184291843,904485444183842816,0,,0
3758,15,-1,1378525099184291843,918296408448434176,0,,0
3759,15,-1,1378525099184291843,919638257402548224,0,,0
3760,15,-1,1378525099184291843,935007382827962369,0,,0
3761,15,-1,1378525099184291843,944261020914249729,0,,0
3762,15,-1,1378525099184291843,975610955542421504,0,,0
3763,15,-1,1378525099184291843,982710309461921802,0,,0
3764,15,-1,1378525099184291843,983993370048630785,0,,0
3765,15,-1,1378525099184291843,1003652995349975041,0,,0
3766,15,-1,1378525099184291843,1057392612728958976,0,,0
3767,15,-1,1378525099184291843,1061097800329420800,0,,0
3768,15,-1,1378525099184291843,1068638846122893313,0,,0
3769,15,-1,1378525099184291843,1078316512379879425,0,,0
3770,15,-1,1378525099184291843,1097374542379401216,0,,0
3771,15,-1,1378525099184291843,1105660673445380097,0,,0
3772,15,-1,1378525099184291843,1124052689992781825,0,,0
3773,15,-1,1378525099184291843,1201427034754318337,0,,0
3774,15,-1,1378525099184291843,1223779978459770880,0,,0
3775,15,-1,1378525099184291843,1249774414817718272,0,,0
3776,15,-1,1378525099184291843,1250830691824283648,0,,0
3777,15,-1,1378525099184291843,1255933453406781442,0,,0
3778,15,-1,1378525099184291843,1257645477408972802,0,,0
3779,15,-1,1378525099184291843,1265155918355980288,0,,0
3780,15,-1,1378525099184291843,1266038324059418630,0,,0
3781,15,-1,1378525099184291843,1276198357250310144,0,,0
3782,15,-1,1378525099184291843,1289972358372044801,0,,0
3783,15,-1,1378525099184291843,1293237781628702726,0,,0
3784,15,-1,1378525099184291843,1306359926164516864,0,,0
3785,15,-1,1378525099184291843,1308139223346683904,0,,0
3786,15,-1,1378525099184291843,1325513297920077824,0,,0
3787,15,-1,1378525099184291843,1326340596370386944,0,,0
3788,15,-1,1378525099184291843,1332109767339175936,0,,0
3789,15,-1,1378525099184291843,1339249335750389764,0,,0
3790,15,-1,1378525099184291843,1346148264115056641,0,,0
3791,15,-1,1378525099184291843,1346642136469393411,0,,0
3792,15,-1,1378525099184291843,1354546688967454725,0,,0
3793,15,-1,1378525099184291843,1355299287203196928,0,,0
3794,15,-1,1378525099184291843,1355350703456219152,0,,0
3795,15,-1,1378525099184291843,1355688417607094276,0,,0
3796,15,-1,1378525099184291843,1355945100216573952,0,,0
3797,15,-1,1378525099184291843,1360032728725544960,0,,0
3798,15,-1,1378525099184291843,1361434015576842245,0,,0
3799,15,-1,1378525099184291843,1362482599667589124,0,,0
3800,15,-1,1378525099184291843,1366813012468895747,0,,0
3801,15,-1,1378525099184291843,1369061455392251906,0,,0
3802,15,-1,1378525099184291843,1369779571114053635,0,,0
3803,15,-1,1378525099184291843,1374772688581840897,0,,0
3804,15,-1,1378525099184291843,1375522901953282055,0,,0
3805,15,-1,1378525099184291843,1379240803441197059,0,,0
3806,15,-1,1378525099184291843,1379859816047345670,0,,0
3807,15,-1,1378525099184291843,1382164229256527872,0,,0
3808,15,-1,1378525099184291843,1382695767022911492,0,,0
3809,15,-1,1378525099184291843,1386187106213564422,0,,0
3810,15,-1,1378525099184291843,32808160,0,,0
3811,15,-1,1378525099184291843,53440663,0,,0
3812,15,-1,1378525099184291843,63320063,0,,0
3813,15,-1,1378525099184291843,313268687,0,,0
3814,15,-1,1378525099184291843,316658786,0,,0
3815,15,-1,1378525099184291843,988992203568562176,0,,0
3816,15,-1,1378525099184291843,1061349266545885185,0,,0
3817,15,-1,1378525099184291843,14353753,0,,0
3818,15,-1,1378525099184291843,14462333,0,,0
3819,15,-1,1378525099184291843,14602335,0,,0
3820,15,-1,1378525099184291843,15876211,0,,0
3821,15,-1,1378525099184291843,16178922,0,,0
3822,15,-1,1378525099184291843,17471318,0,,0
3823,15,-1,1378525099184291843,17910878,0,,0
3824,15,-1,1378525099184291843,17912774,0,,0
3825,15,-1,1378525099184291843,18210908,0,,0
3826,15,-1,1378525099184291843,18457959,0,,0
3827,15,-1,1378525099184291843,19403548,0,,0
3828,15,-1,1378525099184291843,20205854,0,,0
3829,15,-1,1378525099184291843,24737819,0,,0
3830,15,-1,1378525099184291843,24901827,0,,0
3831,15,-1,1378525099184291843,26637161,0,,0
3832,15,-1,1378525099184291843,27035250,0,,0
3833,15,-1,1378525099184291843,28420827,0,,0
3834,15,-1,1378525099184291843,30406287,0,,0
3835,15,-1,1378525099184291843,30699048,0,,0
3836,15,-1,1378525099184291843,31155339,0,,0
3837,15,-1,1378525099184291843,33836629,0,,0
3838,15,-1,1378525099184291843,40256448,0,,0
3839,15,-1,1378525099184291843,40781725,0,,0
3840,15,-1,1378525099184291843,40915934,0,,0
3841,15,-1,1378525099184291843,44851548,0,,0
3842,15,-1,1378525099184291843,45040038,0,,0
3843,15,-1,1378525099184291843,46238620,0,,0
3844,15,-1,1378525099184291843,51751095,0,,0
3845,15,-1,1378525099184291843,53295087,0,,0
3846,15,-1,1378525099184291843,56705653,0,,0
3847,15,-1,1378525099184291843,57047586,0,,0
3848,15,-1,1378525099184291843,62540002,0,,0
3849,15,-1,1378525099184291843,64044676,0,,0
3850,15,-1,1378525099184291843,66050701,0,,0
3851,15,-1,1378525099184291843,69347129,0,,0
3852,15,-1,1378525099184291843,69675750,0,,0
3853,15,-1,1378525099184291843,79796828,0,,0
3854,15,-1,1378525099184291843,87038996,0,,0
3855,15,-1,1378525099184291843,106492441,0,,0
3856,15,-1,1378525099184291843,108717699,0,,0
3857,15,-1,1378525099184291843,113372577,0,,0
3858,15,-1,1378525099184291843,116694492,0,,0
3859,15,-1,1378525099184291843,126142622,0,,0
3860,15,-1,1378525099184291843,130109337,0,,0
3861,15,-1,1378525099184291843,170049408,0,,0
3862,15,-1,1378525099184291843,170342449,0,,0
3863,15,-1,1378525099184291843,174185700,0,,0
3864,15,-1,1378525099184291843,176231846,0,,0
3865,15,-1,1378525099184291843,177707730,0,,0
3866,15,-1,1378525099184291843,179213466,0,,0
3867,15,-1,1378525099184291843,184313387,0,,0
3868,15,-1,1378525099184291843,209290982,0,,0
3869,15,-1,1378525099184291843,217075136,0,,0
3870,15,-1,1378525099184291843,219783628,0,,0
3871,15,-1,1378525099184291843,237552686,0,,0
3872,15,-1,1378525099184291843,239238596,0,,0
3873,15,-1,1378525099184291843,242764796,0,,0
3874,15,-1,1378525099184291843,246055470,0,,0
3875,15,-1,1378525099184291843,255784266,0,,0
3876,15,-1,1378525099184291843,268563435,0,,0
3877,15,-1,1378525099184291843,273483641,0,,0
3878,15,-1,1378525099184291843,278284927,0,,0
3879,15,-1,1378525099184291843,292186883,0,,0
3880,15,-1,1378525099184291843,296164101,0,,0
3881,15,-1,1378525099184291843,302364609,0,,0
3882,15,-1,1378525099184291843,331813832,0,,0
3883,15,-1,1378525099184291843,381090926,0,,0
3884,15,-1,1378525099184291843,390911317,0,,0
3885,15,-1,1378525099184291843,441951136,0,,0
3886,15,-1,1378525099184291843,446719282,0,,0
3887,15,-1,1378525099184291843,464136514,0,,0
3888,15,-1,1378525099184291843,601185652,0,,0
3889,15,-1,1378525099184291843,760345658,0,,0
3890,15,-1,1378525099184291843,2209164895,0,,0
3891,15,-1,1378525099184291843,2276060398,0,,0
3892,15,-1,1378525099184291843,2445396642,0,,0
3893,15,-1,1378525099184291843,2563769700,0,,0
3894,15,-1,1378525099184291843,2835197080,0,,0
3895,15,-1,1378525099184291843,2875960369,0,,0
3896,15,-1,1378525099184291843,2939451880,0,,0
3897,15,-1,1378525099184291843,3839259492,0,,0
3898,15,-1,1378525099184291843,3983151149,0,,0
3899,15,-1,1378525099184291843,4810807033,0,,0
3900,15,-1,1378525099184291843,761220960213168131,0,,0
3901,15,-1,1378525099184291843,763036184859860992,0,,0
3902,15,-1,1378525099184291843,769805094049107969,0,,0
3903,15,-1,1378525099184291843,772819767065452545,0,,0
3904,15,-1,1378525099184291843,773529298250629120,0,,0
3905,15,-1,1378525099184291843,805532293951606785,0,,0
3906,15,-1,1378525099184291843,868578294916145152,0,,0
3907,15,-1,1378525099184291843,877181236489338884,0,,0
3908,15,-1,1378525099184291843,878161269278167040,0,,0
3909,15,-1,1378525099184291843,882673947107569667,0,,0
3910,15,-1,1378525099184291843,885550155210129408,0,,0
3911,15,-1,1378525099184291843,933276900440641537,0,,0
3912,15,-1,1378525099184291843,935540593337434113,0,,0
3913,15,-1,1378525099184291843,949529213857497088,0,,0
3914,15,-1,1378525099184291843,959209725320601600,0,,0
3915,15,-1,1378525099184291843,961827567740239872,0,,0
3916,15,-1,1378525099184291843,1003962496259149824,0,,0
3917,15,-1,1378525099184291843,1054797245906935812,0,,0
3918,15,-1,1378525099184291843,1085123488225075200,0,,0
3919,15,-1,1378525099184291843,1100184150307409922,0,,0
3920,15,-1,1378525099184291843,1129670546520707073,0,,0
3921,15,-1,1378525099184291843,1143244552880427008,0,,0
3922,15,-1,1378525099184291843,1184294344984952833,0,,0
3923,15,-1,1378525099184291843,1196619028111822848,0,,0
3924,15,-1,1378525099184291843,1253484759348416512,0,,0
3925,15,-1,1378525099184291843,1279551125264445448,0,,0
3926,15,-1,1378525099184291843,1285313096752521216,0,,0
3927,15,-1,1378525099184291843,1287962461908406279,0,,0
3928,15,-1,1378525099184291843,1306095516237824001,0,,0
3929,15,-1,1378525099184291843,1345576584204353543,0,,0
3930,15,-1,1378525099184291843,1356434353623093249,0,,0
3931,15,-1,1378525099184291843,1359853182973837313,0,,0
3932,15,-1,1378525099184291843,433816267,0,,0
3933,15,-1,1378525099184291843,825029623,0,,0
3934,15,-1,1378525099184291843,803801383686180864,0,,0
3935,15,-1,1378525099184291843,889211716487262210,0,,0
3936,15,-1,1378525099184291843,1069702634960052224,0,,0
3937,15,-1,1378525099184291843,36142014,0,,0
3938,15,-1,1378525099184291843,43885373,0,,0
3939,15,-1,1378525099184291843,233255816,0,,0
3940,15,-1,1378525099184291843,474153114,0,,0
3941,15,-1,1378525099184291843,509551749,0,,0
3942,15,-1,1378525099184291843,1036115996,0,,0
3943,15,-1,1378525099184291843,1286186263,0,,0
3944,15,-1,1378525099184291843,2192681835,0,,0
3945,15,-1,1378525099184291843,2800656396,0,,0
3946,15,-1,1378525099184291843,2881260926,0,,0
3947,15,-1,1378525099184291843,2917059767,0,,0
3948,15,-1,1378525099184291843,708805895258574849,0,,0
3949,15,-1,1378525099184291843,765305590746722304,0,,0
3950,15,-1,1378525099184291843,875480422960029697,0,,0
3951,15,-1,1378525099184291843,888635410804506628,0,,0
3952,15,-1,1378525099184291843,902926941413453824,0,,0
3953,15,-1,1378525099184291843,1248064528643915776,0,,0
3954,15,-1,1378525099184291843,1314964424965324800,0,,0
3955,15,-1,1378525099184291843,621573,0,,0
3956,15,-1,1378525099184291843,2803191,0,,0
3957,15,-1,1378525099184291843,5402612,0,,0
3958,15,-1,1378525099184291843,5885732,0,,0
3959,15,-1,1378525099184291843,5894902,0,,0
3960,15,-1,1378525099184291843,6186992,0,,0
3961,15,-1,1378525099184291843,8472362,0,,0
3962,15,-1,1378525099184291843,9130922,0,,0
3963,15,-1,1378525099184291843,10780742,0,,0
3964,15,-1,1378525099184291843,13867012,0,,0
3965,15,-1,1378525099184291843,14135691,0,,0
3966,15,-1,1378525099184291843,15379366,0,,0
3967,15,-1,1378525099184291843,15421234,0,,0
3968,15,-1,1378525099184291843,15813140,0,,0
3969,15,-1,1378525099184291843,16164520,0,,0
3970,15,-1,1378525099184291843,16240596,0,,0
3971,15,-1,1378525099184291843,16667299,0,,0
3972,15,-1,1378525099184291843,16689804,0,,0
3973,15,-1,1378525099184291843,17044174,0,,0
3974,15,-1,1378525099184291843,17070252,0,,0
3975,15,-1,1378525099184291843,17351972,0,,0
3976,15,-1,1378525099184291843,17471979,0,,0
3977,15,-1,1378525099184291843,17696213,0,,0
3978,15,-1,1378525099184291843,17779434,0,,0
3979,15,-1,1378525099184291843,18052498,0,,0
3980,15,-1,1378525099184291843,19122675,0,,0
3981,15,-1,1378525099184291843,19430999,0,,0
3982,15,-1,1378525099184291843,19489212,0,,0
3983,15,-1,1378525099184291843,19548850,0,,0
3984,15,-1,1378525099184291843,19802879,0,,0
3985,15,-1,1378525099184291843,20356963,0,,0
3986,15,-1,1378525099184291843,20818019,0,,0
3987,15,-1,1378525099184291843,20972371,0,,0
3988,15,-1,1378525099184291843,21257006,0,,0
3989,15,-1,1378525099184291843,21454322,0,,0
3990,15,-1,1378525099184291843,21870081,0,,0
3991,15,-1,1378525099184291843,22766875,0,,0
3992,15,-1,1378525099184291843,22922759,0,,0
3993,15,-1,1378525099184291843,23083404,0,,0
3994,15,-1,1378525099184291843,23116280,0,,0
3995,15,-1,1378525099184291843,23151437,0,,0
3996,15,-1,1378525099184291843,23504870,0,,0
3997,15,-1,1378525099184291843,24809221,0,,0
3998,15,-1,1378525099184291843,26572460,0,,0
3999,15,-1,1378525099184291843,26589987,0,,0
4000,15,-1,1378525099184291843,27335600,0,,0
4001,15,-1,1378525099184291843,27646245,0,,0
4002,15,-1,1378525099184291843,28665877,0,,0
4003,15,-1,1378525099184291843,29085551,0,,0
4004,15,-1,1378525099184291843,29479000,0,,0
4005,15,-1,1378525099184291843,29873662,0,,0
4006,15,-1,1378525099184291843,30615428,0,,0
4007,15,-1,1378525099184291843,32263159,0,,0
4008,15,-1,1378525099184291843,32453930,0,,0
4009,15,-1,1378525099184291843,34430522,0,,0
4010,15,-1,1378525099184291843,35936474,0,,0
4011,15,-1,1378525099184291843,37360915,0,,0
4012,15,-1,1378525099184291843,38430500,0,,0
4013,15,-1,1378525099184291843,39288259,0,,0
4014,15,-1,1378525099184291843,41147159,0,,0
4015,15,-1,1378525099184291843,44683773,0,,0
4016,15,-1,1378525099184291843,47731477,0,,0
4017,15,-1,1378525099184291843,49310901,0,,0
4018,15,-1,1378525099184291843,50532092,0,,0
4019,15,-1,1378525099184291843,54984670,0,,0
4020,15,-1,1378525099184291843,55430624,0,,0
4021,15,-1,1378525099184291843,56280738,0,,0
4022,15,-1,1378525099184291843,57747123,0,,0
4023,15,-1,1378525099184291843,58410144,0,,0
4024,15,-1,1378525099184291843,59571481,0,,0
4025,15,-1,1378525099184291843,64488804,0,,0
4026,15,-1,1378525099184291843,66492624,0,,0
4027,15,-1,1378525099184291843,74561891,0,,0
4028,15,-1,1378525099184291843,75604941,0,,0
4029,15,-1,1378525099184291843,79650494,0,,0
4030,15,-1,1378525099184291843,82148276,0,,0
4031,15,-1,1378525099184291843,84353161,0,,0
4032,15,-1,1378525099184291843,85891683,0,,0
4033,15,-1,1378525099184291843,86390214,0,,0
4034,15,-1,1378525099184291843,87762723,0,,0
4035,15,-1,1378525099184291843,88721120,0,,0
4036,15,-1,1378525099184291843,90836187,0,,0
4037,15,-1,1378525099184291843,93131556,0,,0
4038,15,-1,1378525099184291843,94302279,0,,0
4039,15,-1,1378525099184291843,95749490,0,,0
4040,15,-1,1378525099184291843,96332521,0,,0
4041,15,-1,1378525099184291843,105700368,0,,0
4042,15,-1,1378525099184291843,106333951,0,,0
4043,15,-1,1378525099184291843,109881948,0,,0
4044,15,-1,1378525099184291843,109963000,0,,0
4045,15,-1,1378525099184291843,110195330,0,,0
4046,15,-1,1378525099184291843,110485995,0,,0
4047,15,-1,1378525099184291843,119530615,0,,0
4048,15,-1,1378525099184291843,122130797,0,,0
4049,15,-1,1378525099184291843,139556944,0,,0
4050,15,-1,1378525099184291843,150732943,0,,0
4051,15,-1,1378525099184291843,155659213,0,,0
4052,15,-1,1378525099184291843,159113258,0,,0
4053,15,-1,1378525099184291843,166165326,0,,0
4054,15,-1,1378525099184291843,166270127,0,,0
4055,15,-1,1378525099184291843,169339410,0,,0
4056,15,-1,1378525099184291843,176774540,0,,0
4057,15,-1,1378525099184291843,188039706,0,,0
4058,15,-1,1378525099184291843,193026871,0,,0
4059,15,-1,1378525099184291843,198975780,0,,0
4060,15,-1,1378525099184291843,205415788,0,,0
4061,15,-1,1378525099184291843,207617689,0,,0
4062,15,-1,1378525099184291843,209811713,0,,0
4063,15,-1,1378525099184291843,236000359,0,,0
4064,15,-1,1378525099184291843,243418245,0,,0
4065,15,-1,1378525099184291843,246225682,0,,0
4066,15,-1,1378525099184291843,259771124,0,,0
4067,15,-1,1378525099184291843,260907612,0,,0
4068,15,-1,1378525099184291843,266768078,0,,0
4069,15,-1,1378525099184291843,279154337,0,,0
4070,15,-1,1378525099184291843,285332860,0,,0
4071,15,-1,1378525099184291843,288333760,0,,0
4072,15,-1,1378525099184291843,289476502,0,,0
4073,15,-1,1378525099184291843,290078349,0,,0
4074,15,-1,1378525099184291843,291960648,0,,0
4075,15,-1,1378525099184291843,295218901,0,,0
4076,15,-1,1378525099184291843,300455440,0,,0
4077,15,-1,1378525099184291843,305899340,0,,0
4078,15,-1,1378525099184291843,316327930,0,,0
4079,15,-1,1378525099184291843,317370751,0,,0
4080,15,-1,1378525099184291843,336124836,0,,0
4081,15,-1,1378525099184291843,344538987,0,,0
4082,15,-1,1378525099184291843,344634424,0,,0
4083,15,-1,1378525099184291843,367777043,0,,0
4084,15,-1,1378525099184291843,368148234,0,,0
4085,15,-1,1378525099184291843,410605574,0,,0
4086,15,-1,1378525099184291843,421582603,0,,0
4087,15,-1,1378525099184291843,431429137,0,,0
4088,15,-1,1378525099184291843,468164269,0,,0
4089,15,-1,1378525099184291843,472458939,0,,0
4090,15,-1,1378525099184291843,507411361,0,,0
4091,15,-1,1378525099184291843,536586070,0,,0
4092,15,-1,1378525099184291843,555387973,0,,0
4093,15,-1,1378525099184291843,596471358,0,,0
4094,15,-1,1378525099184291843,604963518,0,,0
4095,15,-1,1378525099184291843,609354148,0,,0
4096,15,-1,1378525099184291843,628663273,0,,0
4097,15,-1,1378525099184291843,706265810,0,,0
4098,15,-1,1378525099184291843,727007094,0,,0
4099,15,-1,1378525099184291843,729468343,0,,0
4100,15,-1,1378525099184291843,842099616,0,,0
4101,15,-1,1378525099184291843,921479936,0,,0
4102,15,-1,1378525099184291843,987978757,0,,0
4103,15,-1,1378525099184291843,1024391197,0,,0
4104,15,-1,1378525099184291843,1059194370,0,,0
4105,15,-1,1378525099184291843,1182382878,0,,0
4106,15,-1,1378525099184291843,1381232696,0,,0
4107,15,-1,1378525099184291843,1385902320,0,,0
