filename,hashdata
profile/x6g1q14r75/x6g1q14r75_DDF_DEVDETAIL.exml,dd167b7154143a9a38273fd6cd5534e8bc15acf1e4e923126baecaed84c6989a
profile/x6g1q14r75/x6g1q14r75_DDF_DEVINF.exml,fa83b914a7786734955e9859c2a211b0281f0629805e4116ead6d9e13897393a
profile/x6g1q14r75/x6g1q14r75_DDF_FUMO.exml,aea3018f67428481885599e5e1ed65f386300058e33a78a2fad1f15f9670fe8b
profile/x6g1q14r75/x6g1q14r75_DDF_SYNCML_DM.exml,f21ca5baab94064456d5d969dc66652a4db0665e6084df9e21af0d4bdc760a93
