FILENAME,OFFSET,SIZE,FORVRAMDISK,BITMAP
/data/app/~~MMdcGM-964brYogEcVNORA==/com.google.tango.measure-jLlJme7LPylL5mCkJaxnbw==/oat/arm64/base.odex,-1,0,2,
/data/app/~~MMdcGM-964brYogEcVNORA==/com.google.tango.measure-jLlJme7LPylL5mCkJaxnbw==/oat/arm64/base.vdex,-1,0,2,
/data/app/~~MMdcGM-964brYogEcVNORA==/com.google.tango.measure-jLlJme7LPylL5mCkJaxnbw==/oat/arm64/base.art,-1,0,2,
