accountType,accountName,strippedContent,serverTimestamp,categoryserverTimestamp,categoryisDirty,noteName,msSyncAccountId,msSyncDocumentUuid,msLastSyncTime,_id,UUID,isDeleted,isDirty,title,recommendedTitle,content,displayContent,createdAt,lastModifiedAt,vrUUID,contentUUID,firstContentType,secondContentType,strokeUUID,strokeRatio,categoryUUID,filePath,isFavorite,isLock,isSaving,reminderTriggerTime,reminderRequestCode,recycle_bin_time_moved,contentSecureVersion,size,displayTitle,saveType,firstOpendAt,secondOpenedAt,lastOpenedAt,importedAt,recommendedAt,lastMappedAt,mdeSpaceId,mdeItemId,mdeExtra,mdeGroupId,mdeOwnerId,firstHandwritingHeight,deleteRecommended,absolutePath,backgroundColor,backgroundColorInverted,lockAccountGuid,corrupted
,,b'',1618366481102,1618366481102,1,,,,0,1,46976171-1965-ebf8-0000-0178ce280273_screenoff,0,1,,,b'',b'\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1618366482386,1618366482386,,46976171-1965-ebf8-0000-0178ce28c7d0,0,0,46976171-1965-ebf8-0000-0178ce280273_screenoff,0.0,screenOffMemo:///,/data/user/0/com.samsung.android.app.notes/SDocData/1618366432027.sdocx,0,0,0,0,0,0,0,0,b'',0,0,0,0,0,0,0,,,,,,0,0,,-16711423,1,,0
