type,word,wordgroup,wordvalue,flags,CultureId,numericvalue
1,'s morgens,4,37,0,19,0
1,'s middags,4,38,0,19,0
1,'s avonds,4,38,0,19,0
1,uur,9,39,256,19,0
1,om,9,40,0,19,0
1,deze,1,3,0,19,0
1,van,1,3,0,19,0
1,volgende,1,2,0,19,0
1,afgelopen,1,1,0,19,0
1,vannacht,6,21,0,19,0
1,avond,4,17,0,19,0
1,ochtend,4,15,0,19,0
1,nacht,4,18,0,19,0
1,nachts,4,18,0,19,0
1,middag,4,16,0,19,0
1,middags,4,16,0,19,0
1,gisteren,5,20,0,19,0
1,morgen,5,19,0,19,0
1,zondag,3,8,0,19,0
1,maandag,3,9,0,19,0
1,dinsdag,3,10,0,19,0
1,woensdag,3,11,0,19,0
1,donderdag,3,12,0,19,0
1,vrijdag,3,13,0,19,0
1,zaterdag,3,14,0,19,0
1,minuut,2,64,8,19,0
1,minuten,2,64,8,19,0
2,deze,1,3,0,19,0
2,van,1,3,0,19,0
2,volgende,1,2,0,19,0
2,afgelopen,1,1,0,19,0
2,zondag,3,8,0,19,0
2,maandag,3,9,0,19,0
2,dinsdag,3,10,0,19,0
2,woensdag,3,11,0,19,0
2,donderdag,3,12,0,19,0
2,vrijdag,3,13,0,19,0
2,zaterdag,3,14,0,19,0
2,over,7,73,4,19,0
2,januari,8,25,0,19,0
2,februari,8,26,0,19,0
2,maart,8,27,0,19,0
2,april,8,28,0,19,0
2,mei,8,29,0,19,0
2,juni,8,30,0,19,0
2,juli,8,31,0,19,0
2,augustus,8,32,0,19,0
2,september,8,33,0,19,0
2,oktober,8,34,0,19,0
2,november,8,35,0,19,0
2,december,8,36,0,19,0
2,jan,8,25,0,19,0
2,feb,8,26,0,19,0
2,mrt,8,27,0,19,0
2,apr,8,28,0,19,0
2,mei,8,29,0,19,0
2,jun,8,30,0,19,0
2,jul,8,31,0,19,0
2,aug,8,32,0,19,0
2,sep,8,33,0,19,0
2,okt,8,34,0,19,0
2,nov,8,35,0,19,0
2,dec,8,36,0,19,0
2,week,2,4,0,19,0
2,maand,2,6,0,19,0
2,jaar,2,7,0,19,0
2,weekend,2,5,0,19,0
2,ochtend,4,15,0,19,0
2,middag,4,16,0,19,0
2,middags,4,16,0,19,0
2,avond,4,17,0,19,0
2,nacht,4,18,0,19,0
2,nachts,4,18,0,19,0
2,gisteren,5,20,0,19,0
2,morgen,5,19,0,19,0
2,vandaag,6,22,0,19,0
2,nu,6,23,0,19,0
2,gauw,6,46,0,19,0
2,snel,6,46,0,19,0
2,recentelijk,6,47,0,19,0
2,onlangs,6,47,0,19,0
2,kort geleden,6,47,0,19,0
2,recent,6,47,0,19,0
2,12 uur 's middags,9,44,0,19,0
2,middernacht,9,45,0,19,0
2,primetime,10,42,0,19,0
2,laat,10,43,0,19,0
