RecordId,formal,alias
1,1,a
2,1,the
3,2,a fortnight
4,2,fortnight
5,2,couple of
6,2,a couple of
7,2,couple
8,3,a few
9,3,few
10,3,several
11,3.5,three and a half
12,5.5,five and a half
