closed_loop_hce_migrated,smart_tap_migrated,add_sign_up_valuable_deep_links_migrated,save_valuable_deep_links_migrated,view_valuable_deep_links_migrated,passes_scheduled_notifications_migrated,passes_field_update_notifications_migrated
1,1,0,1,1,1,1
