data_type,key,timestamp_micro,sync_status,delete_status,num_times_used,deletion_sync_status,data_id
MAPS_SEARCH_CLICK,0x89b64bc8158dd40f:0x268c847c6ffffc56,1626889243726000,SYNCED,,0,,62
MAPS_SEARCH_CLICK,0x89b64bc8158dd40f:0x268c847c6ffffc56,1626892845167000,SYNCED,,0,,65
MAPS_SEARCH_CLICK,0x89b64bb42493ced3:0x71de3e153217b652,1626897906572000,SYNCED,,0,,67
GELLER_CONFIG,,1626898218308682,SYNCED,,0,,68
GELLER_CONFIG,,1626916627791358,SYNCED,,0,,69
GELLER_CONFIG,,1626916927562935,SYNCED,,0,,70
MAPS_SEARCH_CLICK,0x884d950adc06dcc3:0x86ceb8ea4842da2d,1626916631346000,SYNCED,,0,,71
GELLER_CONFIG,,1626927430503949,SYNCED,,0,,72
GELLER_CONFIG,,1626977235835318,SYNCED,,0,,73
