nHolidayId,nCalendarType,nMonth,nDdayOrOrdinal,nDayOfWeek,nOffset,flags,CultureId
1,1,1,1,0,0,0,25
2,1,1,7,0,0,0,25
3,1,1,14,0,0,0,25
4,1,1,25,0,0,0,25
5,1,2,23,0,0,0,25
6,1,3,8,0,0,0,25
7,5,0,0,0,-55,32,25
7,5,0,0,0,-49,64,25
8,5,5,0,0,0,0,25
9,1,5,1,0,0,0,25
10,1,5,9,0,0,0,25
11,1,6,12,0,0,0,25
12,1,9,1,0,0,0,25
13,1,10,5,0,0,0,25
14,1,11,4,0,0,0,25
15,1,12,12,0,0,0,25
16,1,1,19,0,0,0,25
17,1,4,1,0,0,0,25
18,1,10,31,0,0,0,25
19,1,11,0,1,0,0,25
20,1,2,14,0,0,0,25
100,100,0,0,0,0,0,0
