_id,table_name,name,type_name,default_value,is_nullable,is_primary,is_autoincrement,is_deleted,is_added,foreign_table,foreign_column,on_foreign_key_update,on_foreign_key_delete
1,locus_pocus,_id,INTEGER,,0,1,0,0,0,,,,
2,locus_pocus,data_key,TEXT,,0,0,0,0,1,,,,
3,locus_pocus,loc_key,TEXT,,0,0,0,0,0,,,,
4,locus_pocus,type,TEXT,,0,0,0,0,0,,,,
5,locus_pocus,expiry,INTEGER,,0,0,0,0,0,,,,
6,locus_pocus,VALUE,TEXT,,0,0,0,0,0,,,,
7,records,_id,INTEGER,,0,1,1,0,0,,,,
8,records,type,TEXT,,0,0,0,0,0,,,,
9,records,data_key,TEXT,,0,0,0,0,1,,,,
10,records,start_key,TEXT,,0,0,0,0,0,,,,
11,records,end_key,TEXT,,0,0,0,0,0,,,,
12,records,last_modified,INTEGER,,0,0,0,0,0,,,,
13,records,expiry,INTEGER,,0,0,0,0,0,,,,
