policyname,packagename,mode
GLWL,com.andromo.dev13780.app291757,1
GLWL,com.lu.barcodescannermulw,1
GLWL,com.lu.barcodescannerbanner,1
GLWL,com.samsung.ecomm,1
GLWL,oem.antivirus,1
GLWL,com.umbrellacorp.Uno,1
GLWL,com.lu.browserlu,1
GLWL,co.romesoft.toddlers.puzzle.christmas,1
GLWL,com.yodo1.crossyroad,1
GLWL,media.audioplayer.songplayer,1
GLWL,air.com.sgn.cookiejam.sg,1
GLWL,com.iudesk.android.photo.editor,1
GLWL,com.andromo.dev247932.app253929,1
GLWL,com.lastpass.lpandroid.sg,1
GLWL,com.wunderkinder.wunderlistandroid,1
GLWL,com.tonjobs.topmusicdownloader,1
GLWL,com.lu.compassbannera,1
GLWL,com.sec.print.mobileprint,1
GLWL,com.hongsovathna.sovathnamovies,1
GLWL,com.macropinch.swan,1
GLWL,com.andromo.dev13780.app298175,1
GLWL,com.idmobile.horoscope,1
GLWL,com.monotype.android.font.pal.hand,1
GLWL,com.nytimes.android,1
GLWL,khaja.utube,1
GLWL,com.andromo.dev247932.app260972,1
GLWL,com.gotomeeting,1
GLWL,com.aide.ui,1
GLBL,com.vzw.hss.myverizon,2
GLBL,com.vcast.mediamanager,2
GLBL,com.gotv.nflgamecenter.us.lite,2
GLBL,com.vzw.ecid,2
GLBL,com.cequint.ecid,2
GLBL,com.verizon.messaging.vzmsgs,2
GLBL,com.asurion.android.verizon.vms,2
GLBL,com.slacker.radio,2
GLBL,com.vznavigator.Generic,2
GLBL,com.drivemode,2
GLBL,net.aetherpal.device,2
GLBL,com.aetherpal.attdh.se,2
GLBL,com.mobitv.client.tmobiletvhd,2
GLBL,com.amazon.kindle,2
GLBL,com.cequint.cityid.activity.UserLaunch,2
GLBL,com.zed.TrdWapLauncher,2
GLBL,com.nqmobile.antivirus20.uscc,2
GLBL,com.telenav.app.android.uscc,2
GLBL,com.comcast.modesto.vvm.client,2
GLBL,com.xfinity.cloudtvr,2
GLBL,com.pocketgeek.android,2
GLBL,net.comcast.ottclient,2
GLBL,com.comcast.personalmedia,2
GLBL,com.tracfone.generic.downloaderapp,2
GLBL,com.quickplay.android.bellmediaplayer,2
GLBL,com.dla.android,2
GLBL,com.verizonmedia.go90.enterprise,2
GLBL,com.kt.olleh.servicemenu,2
GLBL,com.mizmowireless.vvm,2
GLBL,com.nextradioapp.nextradio,2
GLBL,com.asurion.home.sprint,2
GLBL,com.telefonica.mimovistar,2
GLBL,com.kt.ohcam,2
GLBL,com.amazon.kindle.vpl,2
GLBL,com.asurion.home.sprint.vpl,2
GLBL,boost.us.com.boostapp.vpl,2
GLBL,boost.us.com.boostapp,2
GLBL,com.livewiremobile.musicstore.boost,2
GLBL,com.livewiremobile.musicstore.vmu,2
GLBL,com.livewiremobile.musicstore.vmu.vpl,2
GLBL,com.baidu.searchbox_samsung,2
GLBL,com.baidu.searchbox,2
GLBL,jp.co.disney.apps.dm.watchdc,2
GLBL,jp.co.disney.apps.dm.watchjr,2
GLBL,com.kddi.android.videopass,2
GLBL,com.sprint.fng.vpl,2
GLBL,com.sprint.fng,2
GLBL,com.boostmobile.boostspot,2
GLBL,com.virginmobileusa.virginspot,2
GLBL,com.sprint.lovesprint,2
GLBL,com.verizontelematics.verizonhum,2
GLBL,com.securityandprivacy.android.verizon.vms,2
GLBL,lgt.call,2
GLBL,com.tmobile.services.nameid,2
GLBL,com.uievolution.gguide.android,2
GLBL,com.privacystar.android.metro,2
GLBL,com.linkage.ctheartworld,2
GLBL,com.uscc.ecid,2
GLBL,uk.co.focusmm.dts_hazard,2
GLBL,uk.co.focusmm.dts_theory,2
GLBL,com.fivemobile.cineplex,2
GLBL,com.timeplay,2
GLBL,com.pokemon.camppokemon,2
GLBL,com.movga.fleetcommand.gp,2
GLBL,com.babilgames.dababat,2
GLBL,com.oasgames.android.mtcrussia,2
GLBL,com.universetoday.moon.phases,2
GLBL,com.bbtv.fernanfloo,2
GLBL,air.com.spilgames.TrollFaceQuestVideoMemes,2
GLBL,com.igg.clashoflords2_ru,2
GLBL,com.igg.clashoflords2,2
GLBL,com.stac.empire.main,2
GLBL,com.qihoo.security.lite,2
GLBL,com.qihoo.security,2
GLBL,ca.bellmedia.ctvnews,2
GLBL,photobucket.pbmobile.esolz.smartgallery,2
GLBL,it.telecomitalia.cubovision,2
GLBL,cn.mucang.xiaomi.android.wz,2
GLBL,com.happyteam.dubbingshow,2
GLBL,com.tencent.tmgp.dpsg,2
GLBL,com.lguplus.lgusetting,2
GLBL,com.TWCableTV,2
GLBL,com.att.dh,2
GLBL,com.uplus.musicshow,2
GLBL,com.lguplus.artv,2
GLWLSATABS,com.samsung.android.app.simplesharing,1
GLWLSATABS,com.android.settings,1
GLWLSATABS,com.samsung.android.oneconnect,1
GLWLSATABS,com.samsung.android.calendar,1
GLWLSATABS,com.samsung.android.email.provider,1
GLWLSATABS,com.sec.android.app.samsungapps,1
GLWLSATABS,com.samsung.android.app.notes,1
GLWLSATABS,com.sec.android.app.popupcalculator,1
GLWLSATABS,com.sec.android.app.sbrowser,1
GLWLSATABS,com.sec.android.app.myfiles,1
GLWLSATABS,com.samsung.android.app.reminder,1
GLWLSATABS,com.samsung.android.incallui,1
GLWLSATABS,com.samsung.android.incallui,1
GLWLSATABS,com.samsung.android.contacts,1
GLWLSATABS,com.samsung.android.contacts,1
GLWLSATABS,com.samsung.android.messaging,1
GLWLSATABS,com.samsung.android.video,1
GLWLSATABS,com.samsung.android.onlinevideo,1
GLWLSATABS,com.samsung.android.videolist,1
GLWLSATABS,com.sec.android.app.music,1
GLWLSATABS,com.sec.android.app.camera,1
GLWLSATABS,com.sec.android.gallery3d,1
GLWLSATABS,com.sec.android.mimage.photoretouching,1
GLWLSATABS,com.sec.android.mimage.gear360editor,1
GLWLSATABS,com.sec.android.app.vepreload,1
GLWLSATABS,com.sec.android.app.highlightplayer,1
GLWLSATABS,com.samsung.app.slowmotion,1
GLWLSATABS,com.samsung.android.devicecog,1
GLWLSATABS,com.osp.app.signin,1
GLWLSATABS,com.sec.android.app.desktoplauncher,1
GLWLSATABS,com.samsung.android.spdfnote,1
GLWLSATABS,com.sec.android.yellowpage,1
GLWLSATABS,com.sec.spen.flashannotate,1
GLWLSATABS,com.bst.airmessage,1
GLWLSATABS,com.sec.penup,1
GLWLSATABS,com.sec.android.app.sbrowser.beta,1
GLWLSATABS,com.sds.mms.ui,1
GLWLSATABS,com.sds.mysinglesquare,1
GLWLSATABS,com.google.android.apps.docs,1
GLWLSATABS,com.google.android.gm,1
GLWLSATABS,com.google.android.apps.docs.editors.docs,1
GLWLSATABS,com.google.android.apps.docs.editors.sheets,1
GLWLSATABS,com.google.android.apps.docs.editors.slides,1
GLWLSATABS,com.google.android.apps.maps,1
GLWLSATABS,com.google.android.apps.photos,1
GLWLSATABS,com.google.android.videos,1
GLWLSATABS,com.google.android.music,1
GLWLSATABS,com.google.android.vending,1
GLWLSATABS,com.google.android.googlequicksearchbox,1
GLWLSATABS,com.google.android.youtube,1
GLWLSATABS,com.microsoft.office.word,1
GLWLSATABS,com.microsoft.office.excel,1
GLWLSATABS,com.microsoft.skydrive,1
GLWLSATABS,com.microsoft.office.onenote,1
GLWLSATABS,com.skype.raider,1
GLWLSATABS,com.cisco.webex.meetings,1
GLWLSATABS,com.cisco.wx2.android,1
GLWLSATABS,com.vmware.view.client.android,1
GLWLSATABS,com.citrix.Receiver,1
GLWLSATABS,com.kakao.talk,1
GLWLSATABS,jp.naver.line.android,1
GLWLSATABS,com.adobe.lrmobile,1
GLWLSATABS,com.adobe.reader,1
GLWLSATABS,com.adobe.psmobile,1
GLWLSATABS,com.hancom.office.editor,1
GLWLSATABS,com.hancom.office.editor.hidden,1
GLWLSATABS,com.hancom.office.hword.editor.hword_apk,1
GLWLSATABS,com.hancom.office.hcell.editor.hcell_apk,1
GLWLSATABS,com.hancom.office.hshow.editor.hshow_apk,1
GLWLSATABS,com.hancom.androidpc.launcher.shared,1
GLWLSATABS,com.tencent.mobileqq,1
GLWLSATABS,com.nhn.android.search,1
GLWLSATABS,com.whatsapp,1
GLWLSATABS,com.android.chrome,1
GLWLSATABS,com.google.android.apps.plus,1
GLWLSATABS,com.microsoft.office.powerpoint,1
GLWLSATABS,com.spotify.music,1
GLWLSATABS,com.microsoft.office.lync15,1
GLWLSATABS,com.frograms.wplay,1
GLWLSATABS,com.bluepin.kidsworldforgoogleplay,1
GLWLSATABS,com.adobe.photoshopmix,1
GLWLSATABS,com.google.android.apps.youtube.music,1
GLWLSATABS,com.abtnprojects.ambatana,1
GLWLSATABS,kik.android,1
GLWLSATABS,com.soundcloud.android,1
GLWLSATABS,com.google.android.play.games,1
GLWLSATABS,com.twitter.android,1
GLWLSATABS,com.enflick.android.TextNow,1
GLWLSATABS,com.imo.android.imoim,1
GLWLSATABS,com.walmart.android,1
GLWLSATABS,com.ebay.mobile,1
GLWLSATABS,mbinc12.mb32b,1
GLWLSATABS,com.disney.disneymoviesanywhere_goo,1
GLWLSATABS,com.microsoft.office.outlook,1
GLWLSATABS,com.sirma.mobile.bible.android,1
GLWLSATABS,com.tubitv,1
GLWLSATABS,tunein.player,1
GLWLSATABS,com.google.android.apps.chromecast.app,1
GLWLSATABS,media.audioplayer.musicplayer,1
GLWLSATABS,com.duolingo,1
GLWLSATABS,tv.twitch.android.app,1
GLWLSATABS,com.tripadvisor.tripadvisor,1
GLWLSATABS,com.chatous.pointblank,1
GLWLSATABS,com.linkedin.android,1
GLWLSATABS,com.google.android.calendar,1
GLWLSATABS,com.incorporateapps.fakegps.fre,1
GLWLSATABS,com.airbnb.android,1
GLWLSATABS,com.groupme.android,1
GLWLSATABS,com.opera.android.browser,1
GLWLSATABS,com.picsart.studio,1
GLWLSATABS,com.maxmpz.audioplayer.unlock,1
GLWLSATABS,com.urbandroid.sleep.full.key,1
GLWLSATABS,com.northcube.sleepcycle,1
GLWLSATABS,com.foxfi.key,1
GLWLSATABS,net.dinglisch.android.taskerm,1
GLWLSATABS,com.samruston.weather,1
GLWLSATABS,com.flightradar24pro,1
GLWLSATABS,com.lightricks.facetune,1
GLWLSATABS,air.com.sgn.cookiejam.gp,1
GLWLSATABS,com.bigfishgames.gummydropgoogle,1
GLWLSATABS,com.jb.gosms,1
GLWLSATABS,com.mercariapp.mercari,1
GLWLSATABS,com.roblox.client,1
GLWLSATABS,com.kathleenOswald.solitaireGooglePlay,1
GLWLSATABS,com.ebay.kijiji.ca,1
GLWLSATABS,com.herzick.houseparty,1
GLWLSATABS,com.nhl.gc1112.free,1
GLWLSATABS,org.videolan.vlc,1
GLWLSATABS,com.riffsy.FBMGIFApp,1
GLWLSATABS,com.pof.android,1
GLWLSATABS,com.thetransitapp.droid,1
GLWLSATABS,ca.tva.go,1
GLWLSATABS,com.starbucks.mobilecard,1
GLWLSATABS,com.contextlogic.geek,1
GLWLSATABS,com.google.android.keep,1
GLWLSATABS,ca.ctv.ctvgo,1
GLWLSATABS,com.discord,1
GLWLSATABS,com.antivirus,1
GLWLSATABS,com.google.android.projection.gearhead,1
GLWLSATABS,com.stingray.galaxie.android,1
GLWLSATABS,com.myfitnesspal.android,1
GLWLSATABS,com.apalon.myclockfree,1
GLWLSATABS,com.giphy.messenger,1
GLWLSATABS,com.desjardins.mobile,1
GLWLSATABS,com.ciaostudio.pixeliconpack,1
GLWLSATABS,com.shpock.android,1
GLWLSATABS,bbc.iplayer.android,1
GLWLSATABS,air.uk.co.bbc.android.mediaplayer,1
GLWLSATABS,deezer.android.app,1
GLWLSATABS,com.tellybug.xfactor,1
GLWLSATABS,bbc.mobile.news.uk,1
GLWLSATABS,uk.co.autotrader.androidconsumersearch,1
GLWLSATABS,uk.co.bbc.android.iplayerradio,1
GLWLSATABS,com.cardinalblue.piccollage.google,1
GLWLSATABS,com.theaa.android.theaa,1
GLWLSATABS,com.m2c.studio.transparent.screen,1
GLWLSATABS,uk.gov.metoffice.weather.android,1
GLWLSATABS,ru.mail,1
GLWLSATABS,com.telstra.mobile.android.mytelstra,1
GLWLSATABS,au.com.realestate.app,1
GLWLSATABS,com.fairfax.domain,1
GLWLSATABS,com.grofsoft.tripview.lite,1
GLWLSATABS,com.menulog.m,1
GLWLSATABS,de.lufthansa.ife.va,1
GLWLSATABS,it.doveconviene.android,1
GLWLSATABS,com.coles.android.shopmate,1
GLWLSATABS,com.sbs.ondemand.android,1
GLWLSATABS,au.com.tenplay,1
GLWLSATABS,com.thecarousell.Carousell,1
GLWLSATABS,com.kaylaitsines.sweatwithkayla,1
GLWLSATABS,au.com.catchoftheday.android,1
GLWLSATABS,com.truecaller,1
GLWLSATABS,in.amazon.mShop.android.shopping,1
GLWLSATABS,com.flipkart.android,1
GLWLSATABS,com.snapdeal.main,1
GLWLSATABS,com.ril.ajio,1
GLWLSATABS,com.myairtelapp,1
GLWLSATABS,com.lbe.parallel.intl,1
GLWLSATABS,org.telegram.messenger,1
GLWLSATABS,com.CultureAlley.japanese.english,1
GLWLSATABS,com.themonsterit.EngineerStarter,1
GLWLSATABS,com.imo.android.imoimbeta,1
GLWLSATABS,com.notescan.modijikinotescan,1
GLWLSATABS,com.guide.vidmaite1,1
GLWLSATABS,com.internet.speed.meter.lite,1
GLWLSATABS,in.AajTak.headlines,1
GLWLSATABS,in.mohalla.sharechat,1
GLWLSATABS,cris.icms.ntes,1
GLWLSATABS,com.abof.android,1
GLWLSATABS,com.oyo.consumer,1
GLWLSATABS,com.quickheal.platform.advance.blue.market,1
GLWLSATABS,com.internet.speed.meter,1
GLWLSATABS,org.antivirus,1
GLWLSATABS,com.mxtech.videoplayer.pro,1
GLWLSATABS,com.taobao.taobao,1
GLWLSATABS,com.lihkg.app,1
GLWLSATABS,com.hktv.android.hktvmall,1
GLWLSATABS,com.lenovo.anyshare.cloneit,1
GLWLSATABS,com.asiainno.uplive,1
GLWLSATABS,com.chungleisure.busrouteexpress,1
GLWLSATABS,mega.privacy.android.app,1
GLWLSATABS,com.csst.ecdict,1
GLWLSATABS,com.eset.ems2.gp,1
GLWLSATABS,cc.forestapp,1
GLWLSATABS,jp.Appsys.PanecalST,1
GLWLSATABS,com.samknows.ofcaspeedtest,1
GLWLSATABS,com.evernote,1
GLWLSATABS,com.antivirus.tablet,1
GLWLSATABS,com.trivago,1
GLWLSATABS,info.kfsoft.calendar,1
GLWLSATABS,cz.zdenekhorak.mibandtools,1
GLWLSATABS,com.nestia.living,1
GLWLSATABS,com.dictionary,1
GLWLSATABS,com.groupon.tigers,1
GLWLSATABS,nz.org.geonet.quake,1
GLWLSATABS,com.nzherald.activities,1
GLWLSATABS,com.google.android.apps.authenticator2,1
GLWLSATABS,com.pixatel.apps.notepad,1
GLWLSATABS,com.accuweather.android,1
GLWLSATABS,com.cloud3squared.meteogram.pro,1
GLWLSATABS,com.chaozh.iReader,1
GLWLSATABS,com.mwiz.pingmusic,1
GLWLSATABS,com.nhn.android.nmap,1
GLWLSATABS,com.albamon.app,1
GLWLSATABS,com.nhn.android.webtoon,1
GLWLSATABS,kr.goodchoice.abouthere,1
GLWLSATABS,com.buzzni.android.subapp.shoppingmoa,1
GLWLSATABS,com.kakao.music,1
GLWLSATABS,kr.co.nowcom.mobile.afreeca,1
GLWLSATABS,net.daum.android.cafe,1
GLWLSATABS,com.dencreak.dlcalculator,1
GLWLSATABS,com.lotte.lottedutyfree,1
GLWLSATABS,com.interpark.app.stay,1
GLWLSATABS,com.nhn.android.naverdic,1
GLWLSATABS,com.ebay.kleinanzeigen,1
GLWLSATABS,com.starfinanz.smob.android.sfinanzstatus,1
GLWLSATABS,com.bonial.kaufda,1
GLWLSATABS,de.is24.android,1
GLWLSATABS,de.samsung.MeinGalaxy,1
GLWLSATABS,de.flixbus.app,1
GLWLSATABS,de.zalando.mobile,1
GLWLSATABS,de.sec.mobile,1
GLWLSATABS,de.pixelhouse,1
GLWLSATABS,vsin.t16_funny_photo,1
GLWLSATABS,de.rtli.tvnow,1
GLWLSATABS,com.crema.instant,1
GLWLSATABS,de.sky.bw,1
GLWLSATABS,com.wetter.androidclient,1
GLWLSATABS,de.mobilesoftwareag.clevertanken,1
GLWLSATABS,de.prosiebensat1digital.prosieben,1
GLWLSATABS,de.radio.android,1
GLWLSATABS,com.jaumo,1
GLWLSATABS,de.lineas.lit.ntv.android,1
GLWLSATABS,canvasm.myo2,1
GLWLSATABS,de.braverstudent.nichtlachen,1
GLWLSATABS,de.blitzer,1
GLWLSATABS,de.telekom.mail,1
GLWLSATABS,de.kleiderkreisel,1
GLWLSATABS,de.dhl.paket,1
GLWLSATABS,de.cellular.ottohybrid,1
GLWLSATABS,com.runtastic.android,1
GLWLSATABS,com.avast.android.mobilesecurity,1
GLWLSATABS,de.myhermes.app,1
GLWLSATABS,de.materna.bbk.mobile.app,1
GLWLSATABS,pl.nenter.app.flashlightgalaxys5,1
GLWLSATABS,de.swr.avp.ard,1
GLWLSATABS,com.whatstablet.whatstablet,1
GLWLSATABS,com.mobilplug.lovetest,1
GLWLSATABS,com.marktguru.mg2.de,1
GLWLSATABS,telefonica.de.blau,1
GLWLSATABS,de.telekom.android.dslhilfe,1
GLWLSATABS,ch.threema.app,1
GLWLSATABS,com.kvadgroup.photostudio_pro,1
GLWLSATABS,com.yandex.browser,1
GLWLSATABS,ru.mail.mailapp,1
GLWLSATABS,free.zaycev.net,1
GLWLSATABS,tv.periscope.android,1
GLWLSATABS,ru.mamba.client,1
GLWLSATABS,ru.yandex.metro,1
GLWLSATABS,jabi.pdd2,1
GLWLSATABS,com.droid27.transparentclockweather,1
GLWLSATABS,com.ogqcorp.bgh,1
GLWLSATABS,com.spbtv.rosing,1
GLWLSATABS,org.reactivephone.pdd.lite,1
GLWLSATABS,com.drweb.pro,1
GLWLSATABS,com.taxsee.taxsee,1
GLWLSATABS,ru.farpost.dromfilter,1
GLWLSATABS,com.visionobjects.calculator,1
GLWLSATABS,ru.litres.android.readfree,1
GLWLSATABS,com.icq.mobile.client,1
GLWLSATABS,com.infolink.limeiptv,1
GLWLSATABS,ru.hh.android,1
GLWLSATABS,com.opera.browser,1
GLWLSATABS,com.vertaler.ruen,1
GLWLSATABS,org.geometerplus.zlibrary.ui.android,1
GLWLSATABS,com.antutu.ABenchMark,1
GLWLSATABS,com.musicplayer.music,1
GLWLSATABS,cn.wps.moffice_eng,1
GLWLSATABS,com.rarlab.rar,1
GLWLSATABS,ru.yandex.disk,1
GLWLSATABS,ru.imult.mult,1
GLWLSATABS,com.axidep.polyglotfull,1
GLWLSATABS,com.fbreader,1
GLWLSATABS,com.studiosol.palcomp3,1
GLWLSATABS,mobi.ifunny,1
GLWLSATABS,com.mercadolibre,1
GLWLSATABS,com.itau,1
GLWLSATABS,br.com.brainweb.ifood,1
GLWLSATABS,fm.clean,1
GLWLSATABS,br.com.vivo.orgarnizer.activities,1
GLWLSATABS,br.com.netshoes.app,1
GLWLSATABS,com.b2w.americanas,1
GLWLSATABS,br.com.techbits.novedigitos,1
GLWLSATABS,com.bestweatherfor.bibleoffline_pt_ra,1
GLWLSATABS,br.biblia,1
GLWLSATABS,com.taxis99,1
GLWLSATABS,br.com.sbt.app,1
GLWLSATABS,com.studiosol.afinadorlite,1
GLWLSATABS,br.com.guiabolso,1
GLWLSATABS,com.runtastic.android.pro2,1
GLWLSATABS,com.jrzheng.supervpnfree,1
GLWLSATABS,com.psiphon3.subscription,1
GLWLSATABS,com.chengcheng.FreeVPN,1
GLWLSATABS,com.instanza.baba,1
GLWLSATABS,com.mobileartsme.spacemanager,1
GLWLSATABS,free.vpn.unblock.proxy.vpnmaster,1
GLWLSATABS,com.free.supervpn.proxy.unblock.websites,1
GLWLSATABS,com.mobileartsme.phoneguard,1
GLWLSATABS,us.unbounded.vpn_private,1
GLWLSATABS,com.mireo.rtasmartdrive,1
GLWLSATABS,com.free.vpn.proxy.unblock.websites,1
GLWLSATABS,org.bestworld.vpn_free,1
GLWLSATABS,com.uaebarq.uaebarqbundle,1
GLWLSATABS,us.ultrasurf.mobile.ultrasurf,1
GLWLSATABS,com.bestreview16.psiphonpro,1
GLWLSATABS,com.freenet.viobuzzy,1
GLWLSATABS,com.aswat.carrefouruae,1
GLWLSATABS,com.opera.mini.native.beta,1
GLWLSATABS,com.baloota.dumpster,1
GLWLSATABS,com.jrummy.root.browserfree,1
GLWLSATABS,hotdigitalmedia.startvmovies,1
GLWLSATABS,com.careem.acma,1
GLWLSATABS,com.Bridge.BridgePlus,1
GLWLSATABS,com.hamropatro,1
GLWLSATABS,com.juphoon.justalk,1
GLWLSATABS,com.englishtourdu.urdutoenglishdictionary,1
GLWLSATABS,com.defianttech.diskdiggerpro,1
GLWLSATABS,com.badoo.mobile.premium,1
GLWLSATABS,fr.r0ro.android.FreeTelec,1
GLWLSATABS,com.orange.orangeetmoi,1
GLWLSATABS,com.holosfind.showroom,1
GLWLSATABS,com.sncf.fusion,1
GLWLSATABS,fr.playsoft.teleloisirs,1
GLWLSATABS,cdiscount.mobile,1
GLWLSATABS,fr.meteo,1
GLWLSATABS,com.canal.android.canal,1
GLWLSATABS,com.vsct.vsc.mobile.horaireetresa.android,1
GLWLSATABS,com.activaweb.matchendirect,1
GLWLSATABS,com.sfr.android.moncompte,1
GLWLSATABS,com.sfr.android.mobiletv,1
GLWLSATABS,com.ldf.gulli.view,1
GLWLSATABS,com.sfr.android.redmoncompte,1
GLWLSATABS,com.mappy.app,1
GLWLSATABS,com.fdj.parionssport,1
GLWLSATABS,com.orange.wifiorange,1
GLWLSATABS,com.cm_prod.bad,1
GLWLSATABS,com.infomil.leclercdrive,1
GLWLSATABS,fr.bonial.android,1
GLWLSATABS,com.textra,1
GLWLSATABS,fr.profilweb.gifi,1
GLWLSATABS,tv.molotov.app,1
GLWLSATABS,fr.francetv.pluzz,1
GLWLSATABS,lequipe.fr,1
GLWLSATABS,fr.redshift.nrj,1
GLWLSATABS,it.vodafone.my190,1
GLWLSATABS,com.ilmeteo.android.ilmeteo,1
GLWLSATABS,it.wind.myWind,1
GLWLSATABS,it.subito,1
GLWLSATABS,it.esselunga.mobile,1
GLWLSATABS,it.italiaonline.mail,1
GLWLSATABS,net.morettoni.terremoto,1
GLWLSATABS,com.samsung.overmob.mygalaxy,1
GLWLSATABS,com.gsmdev.simcard,1
GLWLSATABS,com.doveconviene.cardplus,1
GLWLSATABS,com.finazzi.distquake,1
GLWLSATABS,net.infojobs.mobile.android,1
GLWLSATABS,it.mediaset.premiumplay,1
GLWLSATABS,ru.iptvremote.android.iptv,1
GLWLSATABS,com.zentertain.photocollage,1
GLWLSATABS,it.nicola.calcioveneto,1
GLWLSATABS,com.fotoable.temperature.weather,1
GLWLSATABS,it.telecomitalia.calcio,1
GLWLSATABS,it.immobiliare.android,1
GLWLSATABS,it.itentropy.fswidget,1
GLWLSATABS,com.windmill.asap,1
GLWLSATABS,io.github.routerkeygen,1
GLWLSATABS,com.clue.android,1
GLWLSATABS,com.tvplayerlatino,1
GLWLSATABS,net.megawave.flashalerts,1
GLWLSATABS,an.SpanishTranslate,1
GLWLSATABS,telcel.net,1
GLWLSATABS,com.anandbibek.notifypro,1
GLWLSATABS,jp.gocro.smartnews.android,1
GLWLSATABS,jp.co.yahoo.android.weather.type1,1
GLWLSATABS,jp.co.yahoo.android.ychiebukuro,1
GLWLSATABS,jp.co.yahoo.android.news,1
GLWLSATABS,jp.co.yahoo.android.yfiler,1
GLWLSATABS,com.cookpad.android.activities,1
GLWLSATABS,jp.ameba,1
GLWLSATABS,jp.gamewith.monst,1
GLWLSATABS,jp.co.comic.mangaone,1
GLWLSATABS,jp.co.yahoo.android.yphoto,1
GLWLSATABS,jp.co.fablic.fril,1
GLWLSATABS,jp.creema.creema_android,1
GLWLSATABS,jp.pxv.android.manga,1
GLWLSATABS,jp.co.fujixerox.mcopy,1
GLWLSATABS,com.streema.simpleradio,1
GLWLSATABS,com.bydeluxe.d3.android.program.starz,1
GLWLSATABS,com.talkatone.android,1
GLWLSATABS,com.google.android.apps.messaging,1
GLWLSATABS,com.retale.android,1
GLWLSATABS,com.tophatter,1
GLWLSATABS,com.fox.now,1
GLWLSATABS,com.etsy.android,1
GLWLSATABS,com.jcp,1
GLWLSATABS,com.handmark.expressweather,1
GLWLSATABS,com.scannerradio,1
GLWLSATABS,com.google.android.talk,1
GLWLSATABS,com.ebates,1
GLWLSATABS,com.dailydevotionapp,1
GLWLSATABS,com.life360.android.safetymapd,1
GLWLSATABS,co.triller.droid,1
GLWLSATABS,com.google.android.apps.hangoutsdialer,1
GLWLSATABS,com.remotefairy4,1
GLWLSATABS,com.herman.ringtone,1
GLWLSATABS,ca.crea.realtor,1
GLWLSATABS,com.google.android.apps.wallpaper,1
GLWLSATABS,ca.cbc.mobile.android.cbcnewsandroidwebview,1
GLWLSATABS,com.appxy.tinyscanner,1
GLWLSATABS,com.classdojo.android,1
GLWLSATABS,com.theappguru.cksw,1
GLWLSATABS,org.xbmc.kore,1
GLWLSATABS,com.learninga_z.onyourown,1
GLWLSATABS,com.podcast.podcasts,1
GLWLSATABS,com.teamsnap.teamsnap,1
GLWLSATABS,media.music.musicplayer.mp3player,1
GLWLSATABS,com.vsco.cam,1
GLWLSATABS,com.asus.filemanager,1
GLWLSATABS,com.ncix.app.android,1
GLWLSATABS,com.google.android.apps.travel.onthego,1
GLWLSATABS,com.Slack,1
GLWLSATABS,ca.bellmedia.ctvnews,1
GLWLSATABS,com.kobobooks.android,1
GLWLSATABS,com.fidosolutions.myaccount,1
GLWLSATABS,com.asda.android,1
GLWLSATABS,com.emedia.mobdroguide,1
GLWLSATABS,com.mxdata.tube.Market,1
GLWLSATABS,com.asos.app,1
GLWLSATABS,com.mobiledevelopment.lazarpesic.capturethemagic,1
GLWLSATABS,uk.co.smhw.android,1
GLWLSATABS,com.giffgaffmobile.controller,1
GLWLSATABS,uk.co.club.costa.costa,1
GLWLSATABS,uk.co.telegraph.android,1
GLWLSATABS,com.google.android.apps.santatracker,1
GLWLSATABS,com.slimmingworld.app,1
GLWLSATABS,com.zoopla.activity,1
GLWLSATABS,com.imdb.mobile,1
GLWLSATABS,com.bskyb.android.skyplus,1
GLWLSATABS,com.thisisglobal.player,1
GLWLSATABS,com.bskyb.skystore.app,1
GLWLSATABS,uk.co.bbc.iplayer.kids,1
GLWLSATABS,com.scopeexperts.playmyway2,1
GLWLSATABS,com.centrica.android.britishgas,1
GLWLSATABS,uk.co.radioplayer,1
GLWLSATABS,com.virginmedia.simplewifi,1
GLWLSATABS,com.dailymail.online,1
GLWLSATABS,com.ticketmaster.mobile.android.uk,1
GLWLSATABS,com.yum.colonelsclub,1
GLWLSATABS,de.apptiv.business.android.aldi_uk,1
GLWLSATABS,com.crazyfacechanger,1
GLWLSATABS,com.thisisglobal.player.heart,1
GLWLSATABS,com.guardian,1
GLWLSATABS,com.livescore,1
GLWLSATABS,com.packagefromsanta.videofromsanta,1
GLWLSATABS,com.allfootball.news,1
GLWLSATABS,com.skybet.super6,1
GLWLSATABS,com.marksandspencer.app,1
GLWLSATABS,com.rafotech.piggyboom,1
GLWLSATABS,com.garmin.android.apps.connectmobile,1
GLWLSATABS,com.healthengine.android,1
GLWLSATABS,com.thisisaim.abcradio,1
GLWLSATABS,com.kfcaus.ordering,1
GLWLSATABS,com.lasoo.android.target,1
GLWLSATABS,android.AbcApplication,1
GLWLSATABS,au.com.angryrobot.wikicamps,1
GLWLSATABS,com.stupeflix.replay,1
GLWLSATABS,com.jora.android,1
GLWLSATABS,org.mrchops.android.digihud,1
GLWLSATABS,com.smilingmind.app,1
GLWLSATABS,com.indianrail.thinkapps.irctc,1
GLWLSATABS,com.thinkyeah.galleryvault,1
GLWLSATABS,com.mobisystems.msdict.embedded.wireless.oxford.dictionaryofenglish,1
